Messstelle:                ;Lustenau, Bl 30.8
HZB-Nummer:                ;378257
HD-Nummer:                 ;2130.008
DBMS-Nummer:               ;4002881
PorenGW-Gebiet:            ;154 Südliches Linzer Feld
Grundwasserkörper:         ;Linzer Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Verbund Hydro Power AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;04.01.1978
 Geländehöhe:              ;253,27
 Messpunkthöhe:            ;254,08
 Sohllage:                 ;246,70
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 19 49                 ;48 18 16
  01.01.2003               ;14 19 58                 ;48 18 13
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
FEHLER
FEHLER
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch für ein Jahr:
  2016 HG15 häufig trockengefallen
Exportzeitreihe:           ;GWS,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.01.2010 00:00:00   ;   248,02 ;     
01.02.2010 00:00:00   ;   247,98 ;     
01.03.2010 00:00:00   ;   248,00 ;     
01.04.2010 00:00:00   ;   247,98 ;     
01.05.2010 00:00:00   ;   248,00 ;     
01.06.2010 00:00:00   ;   248,07 ;     
01.07.2010 00:00:00   ;   248,14 ;     
01.08.2010 00:00:00   ;   248,21 ;     
01.09.2010 00:00:00   ;   248,18 ;     
01.10.2010 00:00:00   ;   248,16 ;     
01.11.2010 00:00:00   ;   248,15 ;     
01.12.2010 00:00:00   ;   248,11 ;     
01.01.2011 00:00:00   ;   248,11 ;     
01.02.2011 00:00:00   ;   248,08 ;     
01.03.2011 00:00:00   ;   248,04 ;     
01.04.2011 00:00:00   ;   248,03 ;     
01.05.2011 00:00:00   ;   248,06 ;     
01.06.2011 00:00:00   ;   248,08 ;     
01.07.2011 00:00:00   ;   248,09 ;     
01.08.2011 00:00:00   ;   248,09 ;     
01.09.2011 00:00:00   ;   248,09 ;     
01.10.2011 00:00:00   ;   248,13 ;     
01.11.2011 00:00:00   ;   248,08 ;     
01.12.2011 00:00:00   ;   248,01 ;     
01.01.2012 00:00:00   ;   248,12 ;     
01.02.2012 00:00:00   ;   248,11 ;     
01.03.2012 00:00:00   ;   248,07 ;     
01.04.2012 00:00:00   ;   248,07 ;     
01.05.2012 00:00:00   ;   248,08 ;     
01.06.2012 00:00:00   ;   248,14 ;     
01.07.2012 00:00:00   ;   248,08 ;     
01.08.2012 00:00:00   ;   248,06 ;     
01.09.2012 00:00:00   ;   248,06 ;     
01.10.2012 00:00:00   ;   248,06 ;     
01.11.2012 00:00:00   ;   248,08 ;     
01.12.2012 00:00:00   ;   248,08 ;     
01.01.2013 00:00:00   ;   248,16 ;     
01.02.2013 00:00:00   ;   248,17 ;     
01.03.2013 00:00:00   ;   248,11 ;     
01.04.2013 00:00:00   ;   248,08 ;     
01.05.2013 00:00:00   ;   248,14 ;     
01.06.2013 00:00:00   ;   248,47 ;     
01.07.2013 00:00:00   ;   248,25 ;     
01.08.2013 00:00:00   ;   248,13 ;     
01.09.2013 00:00:00   ;   248,09 ;     
01.10.2013 00:00:00   ;   248,09 ;     
01.11.2013 00:00:00   ;   248,10 ;     
01.12.2013 00:00:00   ;   248,05 ;     
01.01.2014 00:00:00   ;   248,02 ;     
01.02.2014 00:00:00   ;   247,99 ;     
01.03.2014 00:00:00   ;   247,88 ;     
01.04.2014 00:00:00   ;   248,00 ;     
01.05.2014 00:00:00   ;   248,09 ;     
01.06.2014 00:00:00   ;   248,12 ;     
01.07.2014 00:00:00   ;   248,13 ;     
01.08.2014 00:00:00   ;   247,98 ;     
01.09.2014 00:00:00   ;   248,04 ;     
01.10.2014 00:00:00   ;   248,17 ;     
01.11.2014 00:00:00   ;   248,17 ;     
01.12.2014 00:00:00   ;   248,08 ;     
01.01.2015 00:00:00   ;   248,08 ;     
01.02.2015 00:00:00   ;   248,02 ;     
01.03.2015 00:00:00   ;   248,05 ;     
01.04.2015 00:00:00   ;   248,19 ;     
01.05.2015 00:00:00   ;   248,20 ;     
01.06.2015 00:00:00   ;   248,24 ;     
01.07.2015 00:00:00   ;   248,25 ;     
01.08.2015 00:00:00   ;   248,11 ;     
01.09.2015 00:00:00   ;   248,07 ;     
01.10.2015 00:00:00   ;   248,09 ;     
01.11.2015 00:00:00   ;   248,13 ;     
01.12.2015 00:00:00   ;   247,99 ;     
01.01.2016 00:00:00   ;   247,99 ;     
01.02.2016 00:00:00   ;   248,00 ;     
01.03.2016 00:00:00   ;   247,99 ;     
01.04.2016 00:00:00   ;Lücke     ;     
01.05.2016 00:00:00   ;Lücke     ;     
01.06.2016 00:00:00   ;Lücke     ;     
01.07.2016 00:00:00   ;Lücke     ;     
01.08.2016 00:00:00   ;   248,15 ;     
01.09.2016 00:00:00   ;   248,13 ;     
01.10.2016 00:00:00   ;   248,08 ;     
01.11.2016 00:00:00   ;   248,04 ;     
01.12.2016 00:00:00   ;   247,96 ;     
01.01.2017 00:00:00   ;   247,95 ;     
01.02.2017 00:00:00   ;   247,94 ;     
01.03.2017 00:00:00   ;   247,94 ;     
01.04.2017 00:00:00   ;   247,93 ;     
01.05.2017 00:00:00   ;   248,08 ;     
01.06.2017 00:00:00   ;   248,20 ;     
01.07.2017 00:00:00   ;   248,12 ;     
01.08.2017 00:00:00   ;   248,19 ;     
