Messstelle:                ;Vocking, Br 1.4
HZB-Nummer:                ;359588
HD-Nummer:                 ;
DBMS-Nummer:               ;4003369
PorenGW-Gebiet:            ;084 Antiesengebiet
Grundwasserkörper:         ;Gruppe Kobernaußerwald [DBJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Privat
Höhenangaben [m ü.A.]:     ;gültig seit: ;18.06.2017
 Geländehöhe:              ;535,75
 Messpunkthöhe:            ;535,85
 Sohllage:                 ;526,77
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  18.06.2017               ;13 34 36                 ;48 10 03
Exportzeitreihe:           ;GWS,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.07.2017 00:00:00   ;   528,44 ;     
01.08.2017 00:00:00   ;   528,92 ;     
01.09.2017 00:00:00   ;   529,03 ;     
01.10.2017 00:00:00   ;   528,84 ;     
01.11.2017 00:00:00   ;   529,42 ;     
01.12.2017 00:00:00   ;   530,26 ;     
01.01.2018 00:00:00   ;   531,05 ;     
01.02.2018 00:00:00   ;   530,79 ;     
01.03.2018 00:00:00   ;   529,90 ;     
01.04.2018 00:00:00   ;   529,54 ;     
01.05.2018 00:00:00   ;   528,71 ;     
01.06.2018 00:00:00   ;   528,47 ;     
01.07.2018 00:00:00   ;   528,37 ;     
01.08.2018 00:00:00   ;   527,94 ;     
01.09.2018 00:00:00   ;   527,86 ;     
01.10.2018 00:00:00   ;   527,71 ;     
01.11.2018 00:00:00   ;   527,63 ;     
01.12.2018 00:00:00   ;   528,38 ;     
01.01.2019 00:00:00   ;   530,33 ;     
01.02.2019 00:00:00   ;   530,60 ;     
01.03.2019 00:00:00   ;   530,74 ;     
01.04.2019 00:00:00   ;   529,52 ;     
01.05.2019 00:00:00   ;   529,00 ;     
01.06.2019 00:00:00   ;   529,26 ;     
01.07.2019 00:00:00   ;   528,47 ;     
01.08.2019 00:00:00   ;   527,94 ;     
01.09.2019 00:00:00   ;   527,81 ;     
01.10.2019 00:00:00   ;   527,65 ;     
01.11.2019 00:00:00   ;   527,67 ;     
01.12.2019 00:00:00   ;   527,75 ;     
01.01.2020 00:00:00   ;   528,06 ;     
01.02.2020 00:00:00   ;   529,26 ;     
01.03.2020 00:00:00   ;   529,79 ;     
01.04.2020 00:00:00   ;   528,89 ;     
01.05.2020 00:00:00   ;   528,27 ;     
01.06.2020 00:00:00   ;   528,58 ;     
01.07.2020 00:00:00   ;   529,21 ;     
01.08.2020 00:00:00   ;   529,16 ;     
01.09.2020 00:00:00   ;   529,38 ;     
01.10.2020 00:00:00   ;   529,69 ;     
01.11.2020 00:00:00   ;   529,95 ;     
01.12.2020 00:00:00   ;   529,48 ;     
01.01.2021 00:00:00   ;   529,54 ;     
01.02.2021 00:00:00   ;   530,49 ;     
01.03.2021 00:00:00   ;   529,80 ;     
01.04.2021 00:00:00   ;   529,50 ;     
01.05.2021 00:00:00   ;   529,31 ;     
01.06.2021 00:00:00   ;   529,22 ;     
01.07.2021 00:00:00   ;   529,20 ;     
01.08.2021 00:00:00   ;   529,16 ;     
01.09.2021 00:00:00   ;   529,38 ;     
01.10.2021 00:00:00   ;   529,82 ;     
01.11.2021 00:00:00   ;   529,95 ;     
01.12.2021 00:00:00   ;   529,52 ;     
01.01.2022 00:00:00   ;Lücke         ; 
