Messstelle:                ;Lustenau, Br 32.22
HZB-Nummer:                ;378414
HD-Nummer:                 ;2132.022
DBMS-Nummer:               ;4003115
Fremdnummer:               ;H8
PorenGW-Gebiet:            ;154 Südliches Linzer Feld
Grundwasserkörper:         ;Linzer Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Verbund Hydro Power AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.01.2001
 Geländehöhe:              ;254,19
 Messpunkthöhe:            ;254,69
 Sohllage:                 ;242,64
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 18 44                 ;48 18 49
  01.01.2001               ;14 18 41                 ;48 18 54
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  2016 bis -> FG41 Daten vor dem Vergleichszeitraum vorhanden, die wegen maßgeblicher hydrologischer Veränderungen nicht ausgewertet werden
Exportzeitreihe:           ;GWS,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.04.2015 00:00:00   ;   249,68 ;     
01.05.2015 00:00:00   ;   249,79 ;     
01.06.2015 00:00:00   ;   249,78 ;     
01.07.2015 00:00:00   ;   249,67 ;     
01.08.2015 00:00:00   ;   249,62 ;     
01.09.2015 00:00:00   ;   249,61 ;     
01.10.2015 00:00:00   ;   249,62 ;     
01.11.2015 00:00:00   ;   249,60 ;     
01.12.2015 00:00:00   ;   249,59 ;     
01.01.2016 00:00:00   ;   249,58 ;     
01.02.2016 00:00:00   ;   249,69 ;     
01.03.2016 00:00:00   ;   249,64 ;     
01.04.2016 00:00:00   ;   249,62 ;     
01.05.2016 00:00:00   ;   249,74 ;     
01.06.2016 00:00:00   ;   249,94 ;     
01.07.2016 00:00:00   ;   249,89 ;     
01.08.2016 00:00:00   ;   249,81 ;     
01.09.2016 00:00:00   ;   249,73 ;     
01.10.2016 00:00:00   ;   249,70 ;     
01.11.2016 00:00:00   ;   249,69 ;     
01.12.2016 00:00:00   ;   249,63 ;     
01.01.2017 00:00:00   ;   249,59 ;     
01.02.2017 00:00:00   ;   249,59 ;     
01.03.2017 00:00:00   ;   249,69 ;     
01.04.2017 00:00:00   ;   249,67 ;     
01.05.2017 00:00:00   ;   249,75 ;     
01.06.2017 00:00:00   ;   249,70 ;     
01.07.2017 00:00:00   ;   249,69 ;     
01.08.2017 00:00:00   ;   249,82 ;     
01.09.2017 00:00:00   ;   249,79 ;     
01.10.2017 00:00:00   ;   249,72 ;     
01.11.2017 00:00:00   ;   249,72 ;     
01.12.2017 00:00:00   ;   249,72 ;     
01.01.2018 00:00:00   ;   249,87 ;     
01.02.2018 00:00:00   ;   249,70 ;     
01.03.2018 00:00:00   ;   249,59 ;     
01.04.2018 00:00:00   ;   249,64 ;     
01.05.2018 00:00:00   ;   249,69 ;     
01.06.2018 00:00:00   ;   249,68 ;     
01.07.2018 00:00:00   ;   249,63 ;     
01.08.2018 00:00:00   ;   249,60 ;     
01.09.2018 00:00:00   ;   249,62 ;     
01.10.2018 00:00:00   ;   249,59 ;     
01.11.2018 00:00:00   ;   249,57 ;     
01.12.2018 00:00:00   ;   249,61 ;     
01.01.2019 00:00:00   ;   249,74 ;     
01.02.2019 00:00:00   ;   249,64 ;     
01.03.2019 00:00:00   ;   249,74 ;     
01.04.2019 00:00:00   ;   249,68 ;     
01.05.2019 00:00:00   ;   249,78 ;     
