Messstelle:                ;Freinberg, Br 1.2
HZB-Nummer:                ;359513
HD-Nummer:                 ;HD4003329
DBMS-Nummer:               ;4003329
PorenGW-Gebiet:            ;085 Sauwald
Grundwasserkörper:         ;Gruppe Böhmische Masse [DBJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Privat
Höhenangaben [m ü.A.]:     ;gültig seit: ;22.09.2014
 Geländehöhe:              ;490,67
 Messpunkthöhe:            ;491,17
 Sohllage:                 ;466,57
 T-Messtiefe u.GOK:        ;24,00
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  22.09.2014               ;13 31 54                 ;48 33 32
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  2018 bis -> FG42 durch Entnahme für Beregnung zeitweise beeinflusst
Exportzeitreihe:           ;GWS,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.10.2014 00:00:00   ;   469,32 ;     
01.11.2014 00:00:00   ;   469,39 ;     
01.12.2014 00:00:00   ;   469,41 ;     
01.01.2015 00:00:00   ;   469,44 ;     
01.02.2015 00:00:00   ;   469,50 ;     
01.03.2015 00:00:00   ;   469,56 ;     
01.04.2015 00:00:00   ;   469,55 ;     
01.05.2015 00:00:00   ;   469,57 ;     
01.06.2015 00:00:00   ;   469,59 ;     
01.07.2015 00:00:00   ;   469,59 ;     
01.08.2015 00:00:00   ;   469,60 ;     
01.09.2015 00:00:00   ;   469,56 ;     
01.10.2015 00:00:00   ;   469,48 ;     
01.11.2015 00:00:00   ;   469,42 ;     
01.12.2015 00:00:00   ;   469,45 ;     
01.01.2016 00:00:00   ;   469,51 ;     
01.02.2016 00:00:00   ;   469,50 ;     
01.03.2016 00:00:00   ;   469,52 ;     
01.04.2016 00:00:00   ;   469,56 ;     
01.05.2016 00:00:00   ;   469,58 ;     
01.06.2016 00:00:00   ;   469,67 ;     
01.07.2016 00:00:00   ;   469,91 ;     
01.08.2016 00:00:00   ;   470,18 ;     
01.09.2016 00:00:00   ;   470,27 ;     
01.10.2016 00:00:00   ;   470,17 ;     
01.11.2016 00:00:00   ;   470,10 ;     
01.12.2016 00:00:00   ;   469,99 ;     
01.01.2017 00:00:00   ;   469,94 ;     
01.02.2017 00:00:00   ;   469,91 ;     
01.03.2017 00:00:00   ;   469,90 ;     
01.04.2017 00:00:00   ;   469,98 ;     
01.05.2017 00:00:00   ;   470,08 ;     
