Messstelle:                ;Schalchen, Bl GWS4
HZB-Nummer:                ;381327
HD-Nummer:                 ;HD4003322
DBMS-Nummer:               ;4003322
Fremdnummer:               ;GWS4
PorenGW-Gebiet:            ;055 Mattigtal
Grundwasserkörper:         ;Gruppe Zwischen Salzach und Mattig [DBJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Land OÖ, Straßenbau
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.12.2013
 Geländehöhe:              ;444,34
 Messpunkthöhe:            ;444,34
 Sohllage:                 ;429,34
 T-Messtiefe u.GOK:        ;-99,00
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2012               ;13 09 40                 ;48 06 28
Exportzeitreihe:           ;GWS,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.12.2013 00:00:00   ;   442,00 ;     
01.01.2014 00:00:00   ;   441,85 ;     
01.02.2014 00:00:00   ;   441,73 ;     
01.03.2014 00:00:00   ;   441,59 ;     
01.04.2014 00:00:00   ;   441,47 ;     
01.05.2014 00:00:00   ;   441,48 ;     
01.06.2014 00:00:00   ;   441,58 ;     
01.07.2014 00:00:00   ;   441,43 ;     
01.08.2014 00:00:00   ;   441,64 ;     
01.09.2014 00:00:00   ;   441,74 ;     
01.10.2014 00:00:00   ;   441,67 ;     
01.11.2014 00:00:00   ;   441,73 ;     
01.12.2014 00:00:00   ;   441,60 ;     
01.01.2015 00:00:00   ;   441,87 ;     
01.02.2015 00:00:00   ;   441,69 ;     
01.03.2015 00:00:00   ;   441,66 ;     
01.04.2015 00:00:00   ;   441,72 ;     
01.05.2015 00:00:00   ;   441,77 ;     
01.06.2015 00:00:00   ;   441,76 ;     
01.07.2015 00:00:00   ;   441,59 ;     
01.08.2015 00:00:00   ;   441,42 ;     
01.09.2015 00:00:00   ;   441,27 ;     
01.10.2015 00:00:00   ;   441,11 ;     
01.11.2015 00:00:00   ;   440,93 ;     
01.12.2015 00:00:00   ;   440,81 ;     
01.01.2016 00:00:00   ;   440,72 ;     
01.02.2016 00:00:00   ;   441,10 ;     
01.03.2016 00:00:00   ;   441,07 ;     
01.04.2016 00:00:00   ;   440,85 ;     
01.05.2016 00:00:00   ;   441,09 ;     
01.06.2016 00:00:00   ;   442,01 ;     
01.07.2016 00:00:00   ;   441,89 ;     
01.08.2016 00:00:00   ;   441,77 ;     
01.09.2016 00:00:00   ;   441,78 ;     
01.10.2016 00:00:00   ;   441,73 ;     
01.11.2016 00:00:00   ;   441,86 ;     
01.12.2016 00:00:00   ;   441,64 ;     
01.01.2017 00:00:00   ;   441,49 ;     
01.02.2017 00:00:00   ;   441,58 ;     
01.03.2017 00:00:00   ;   441,70 ;     
01.04.2017 00:00:00   ;   441,56 ;     
01.05.2017 00:00:00   ;   441,72 ;     
01.06.2017 00:00:00   ;   441,49 ;     
01.07.2017 00:00:00   ;   441,43 ;     
01.08.2017 00:00:00   ;   441,58 ;     
01.09.2017 00:00:00   ;   441,55 ;     
01.10.2017 00:00:00   ;   441,48 ;     
01.11.2017 00:00:00   ;   441,55 ;     
01.12.2017 00:00:00   ;   441,62 ;     
01.01.2018 00:00:00   ;   441,93 ;     
01.02.2018 00:00:00   ;   441,84 ;     
01.03.2018 00:00:00   ;   441,72 ;     
01.04.2018 00:00:00   ;   441,65 ;     
01.05.2018 00:00:00   ;   441,52 ;     
01.06.2018 00:00:00   ;   441,39 ;     
01.07.2018 00:00:00   ;   441,30 ;     
01.08.2018 00:00:00   ;   441,16 ;     
01.09.2018 00:00:00   ;   441,08 ;     
01.10.2018 00:00:00   ;   440,85 ;     
01.11.2018 00:00:00   ;   440,58 ;     
01.12.2018 00:00:00   ;   440,76 ;     
