Messstelle:                ;Weißenkirchen, Br 1.2
HZB-Nummer:                ;344812
HD-Nummer:                 ;HD4003273
DBMS-Nummer:               ;4003273
PorenGW-Gebiet:            ;109 Vöckla-Agergebiet
Grundwasserkörper:         ;Gruppe Zwischen Vöckla und Traun [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Hydrographischer Dienst
Höhenangaben [m ü.A.]:     ;gültig seit: ;19.08.2010
 Geländehöhe:              ;563,62
 Messpunkthöhe:            ;563,62
 Sohllage:                 ;561,32
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  19.08.2010               ;13 22 38                 ;47 57 50
Exportzeitreihe:           ;GWS,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.09.2010 00:00:00   ;   562,64 ;     
01.10.2010 00:00:00   ;   562,65 ;     
01.11.2010 00:00:00   ;   562,64 ;     
01.12.2010 00:00:00   ;   562,73 ;     
01.01.2011 00:00:00   ;   562,73 ;     
01.02.2011 00:00:00   ;   562,74 ;     
01.03.2011 00:00:00   ;   562,67 ;     
01.04.2011 00:00:00   ;   562,64 ;     
01.05.2011 00:00:00   ;   562,61 ;     
01.06.2011 00:00:00   ;   562,67 ;     
01.07.2011 00:00:00   ;   562,74 ;     
01.08.2011 00:00:00   ;   562,76 ;     
01.09.2011 00:00:00   ;   562,66 ;     
01.10.2011 00:00:00   ;   562,63 ;     
01.11.2011 00:00:00   ;   562,52 ;     
01.12.2011 00:00:00   ;   562,67 ;     
01.01.2012 00:00:00   ;   562,85 ;     
01.02.2012 00:00:00   ;   562,75 ;     
01.03.2012 00:00:00   ;   562,81 ;     
01.04.2012 00:00:00   ;   562,72 ;     
01.05.2012 00:00:00   ;   562,65 ;     
01.06.2012 00:00:00   ;   562,86 ;     
01.07.2012 00:00:00   ;   562,71 ;     
01.08.2012 00:00:00   ;   562,61 ;     
01.09.2012 00:00:00   ;   562,70 ;     
01.10.2012 00:00:00   ;   562,70 ;     
01.11.2012 00:00:00   ;   562,65 ;     
01.12.2012 00:00:00   ;   562,79 ;     
01.01.2013 00:00:00   ;   562,87 ;     
01.02.2013 00:00:00   ;   562,83 ;     
01.03.2013 00:00:00   ;   562,76 ;     
01.04.2013 00:00:00   ;   562,74 ;     
01.05.2013 00:00:00   ;   562,77 ;     
01.06.2013 00:00:00   ;   562,89 ;     
01.07.2013 00:00:00   ;   562,70 ;     
01.08.2013 00:00:00   ;   562,66 ;     
01.09.2013 00:00:00   ;   562,76 ;     
01.10.2013 00:00:00   ;   562,71 ;     
01.11.2013 00:00:00   ;   562,76 ;     
01.12.2013 00:00:00   ;   562,70 ;     
01.01.2014 00:00:00   ;   562,68 ;     
01.02.2014 00:00:00   ;   562,72 ;     
01.03.2014 00:00:00   ;   562,67 ;     
01.04.2014 00:00:00   ;   562,63 ;     
01.05.2014 00:00:00   ;   562,81 ;     
01.06.2014 00:00:00   ;   562,70 ;     
01.07.2014 00:00:00   ;   562,75 ;     
01.08.2014 00:00:00   ;   562,77 ;     
01.09.2014 00:00:00   ;   562,79 ;     
01.10.2014 00:00:00   ;   562,76 ;     
01.11.2014 00:00:00   ;   562,80 ;     
01.12.2014 00:00:00   ;   562,68 ;     
01.01.2015 00:00:00   ;   562,77 ;     
01.02.2015 00:00:00   ;   562,65 ;     
01.03.2015 00:00:00   ;   562,78 ;     
01.04.2015 00:00:00   ;   562,78 ;     
01.05.2015 00:00:00   ;   562,79 ;     
01.06.2015 00:00:00   ;   562,79 ;     
01.07.2015 00:00:00   ;   562,71 ;     
01.08.2015 00:00:00   ;   562,61 ;     
01.09.2015 00:00:00   ;   562,58 ;     
01.10.2015 00:00:00   ;   562,61 ;     
01.11.2015 00:00:00   ;   562,54 ;     
01.12.2015 00:00:00   ;   562,63 ;     
01.01.2016 00:00:00   ;   562,69 ;     
01.02.2016 00:00:00   ;   562,83 ;     
01.03.2016 00:00:00   ;   562,75 ;     
01.04.2016 00:00:00   ;   562,71 ;     
01.05.2016 00:00:00   ;   562,86 ;     
01.06.2016 00:00:00   ;   562,82 ;     
01.07.2016 00:00:00   ;   562,79 ;     
01.08.2016 00:00:00   ;   562,72 ;     
01.09.2016 00:00:00   ;   562,69 ;     
01.10.2016 00:00:00   ;   562,76 ;     
01.11.2016 00:00:00   ;   562,68 ;     
01.12.2016 00:00:00   ;   562,65 ;     
01.01.2017 00:00:00   ;   562,63 ;     
01.02.2017 00:00:00   ;   562,84 ;     
01.03.2017 00:00:00   ;   562,78 ;     
01.04.2017 00:00:00   ;   562,79 ;     
01.05.2017 00:00:00   ;   562,79 ;     
01.06.2017 00:00:00   ;   562,68 ;     
01.07.2017 00:00:00   ;   562,68 ;     
01.08.2017 00:00:00   ;   562,72 ;     
01.09.2017 00:00:00   ;   562,77 ;     
01.10.2017 00:00:00   ;   562,72 ;     
01.11.2017 00:00:00   ;   562,80 ;     
01.12.2017 00:00:00   ;   562,72 ;     
01.01.2018 00:00:00   ;   562,85 ;     
01.02.2018 00:00:00   ;   562,73 ;     
01.03.2018 00:00:00   ;   562,72 ;     
01.04.2018 00:00:00   ;   562,65 ;     
01.05.2018 00:00:00   ;   562,53 ;     
01.06.2018 00:00:00   ;   562,55 ;     
01.07.2018 00:00:00   ;   562,56 ;     
01.08.2018 00:00:00   ;   562,45 ;     
01.09.2018 00:00:00   ;   562,64 ;     
01.10.2018 00:00:00   ;   562,52 ;     
01.11.2018 00:00:00   ;   562,47 ;     
01.12.2018 00:00:00   ;   562,75 ;     
01.01.2019 00:00:00   ;   562,84 ;     
01.02.2019 00:00:00   ;   562,81 ;     
01.03.2019 00:00:00   ;   562,89 ;     
01.04.2019 00:00:00   ;   562,68 ;     
01.05.2019 00:00:00   ;   562,94 ;     
01.06.2019 00:00:00   ;   562,72 ;     
01.07.2019 00:00:00   ;   562,58 ;     
01.08.2019 00:00:00   ;   562,72 ;     
01.09.2019 00:00:00   ;   562,66 ;     
01.10.2019 00:00:00   ;   562,65 ;     
01.11.2019 00:00:00   ;   562,70 ;     
01.12.2019 00:00:00   ;   562,73 ;     
01.01.2020 00:00:00   ;   562,71 ;     
01.02.2020 00:00:00   ;   562,84 ;     
01.03.2020 00:00:00   ;   562,76 ;     
01.04.2020 00:00:00   ;   562,67 ;     
01.05.2020 00:00:00   ;   562,67 ;     
01.06.2020 00:00:00   ;   562,74 ;     
01.07.2020 00:00:00   ;   562,72 ;     
01.08.2020 00:00:00   ;   562,75 ;     
01.09.2020 00:00:00   ;   562,62 ;     
01.10.2020 00:00:00   ;   562,74 ;     
01.11.2020 00:00:00   ;   562,68 ;     
01.12.2020 00:00:00   ;   562,64 ;     
01.01.2021 00:00:00   ;   562,67 ;     
01.02.2021 00:00:00   ;   562,81 ;     
01.03.2021 00:00:00   ;   562,74 ;     
01.04.2021 00:00:00   ;   562,72 ;     
01.05.2021 00:00:00   ;   562,81 ;     
01.06.2021 00:00:00   ;   562,69 ;     
01.07.2021 00:00:00   ;   562,70 ;     
01.08.2021 00:00:00   ;   562,80 ;     
01.09.2021 00:00:00   ;   562,69 ;     
01.10.2021 00:00:00   ;   562,63 ;     
01.11.2021 00:00:00   ;   562,61 ;     
01.12.2021 00:00:00   ;   562,86 ;     
01.01.2022 00:00:00   ;Lücke         ; 
