Messstelle:                ;Eggendorf, Br   5966
HZB-Nummer:                ;343806
HD-Nummer:                 ;uw5966
DBMS-Nummer:               ;6003351
PorenGW-Gebiet:            ;337 Safental
Grundwasserkörper:         ;Gruppe Hügelland Raab West [LRR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Steiermark
Messstellenbetreiber:      ;Privat
Höhenangaben [m ü.A.]:     ;gültig seit: ;06.04.2020
 Geländehöhe:              ;357,25
 Messpunkthöhe:            ;357,55
 Sohllage:                 ;339,55
 T-Messtiefe u.GOK:        ;17,70
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  15.12.2003               ;16 00 21                 ;47 17 41
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch für ein Jahr:
  2019 HG14 fehlende Monatsmittel zufolge Datensammlerausfall
  2020 HG14 fehlende Monatsmittel zufolge Datensammlerausfall
Exportzeitreihe:           ;GWS,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.01.2006 00:00:00   ;   343,94 ;     
01.02.2006 00:00:00   ;   343,96 ;     
01.03.2006 00:00:00   ;   344,52 ;     
01.04.2006 00:00:00   ;   344,29 ;     
01.05.2006 00:00:00   ;   344,29 ;     
01.06.2006 00:00:00   ;   344,42 ;     
01.07.2006 00:00:00   ;   344,35 ;     
01.08.2006 00:00:00   ;   344,39 ;     
01.09.2006 00:00:00   ;   344,26 ;     
01.10.2006 00:00:00   ;   344,14 ;     
01.11.2006 00:00:00   ;   344,14 ;     
01.12.2006 00:00:00   ;   344,04 ;     
01.01.2007 00:00:00   ;   343,76 ;     
01.02.2007 00:00:00   ;   343,41 ;     
01.03.2007 00:00:00   ;   343,23 ;     
01.04.2007 00:00:00   ;   342,91 ;     
01.05.2007 00:00:00   ;   342,95 ;     
01.06.2007 00:00:00   ;   342,53 ;     
01.07.2007 00:00:00   ;   342,71 ;     
01.08.2007 00:00:00   ;   343,05 ;     
01.09.2007 00:00:00   ;   343,30 ;     
01.10.2007 00:00:00   ;   343,46 ;     
01.11.2007 00:00:00   ;   343,51 ;     
01.12.2007 00:00:00   ;   343,44 ;     
01.01.2008 00:00:00   ;   343,35 ;     
01.02.2008 00:00:00   ;   343,19 ;     
01.03.2008 00:00:00   ;   343,12 ;     
01.04.2008 00:00:00   ;   342,90 ;     
01.05.2008 00:00:00   ;   342,55 ;     
01.06.2008 00:00:00   ;   342,51 ;     
01.07.2008 00:00:00   ;   342,87 ;     
01.08.2008 00:00:00   ;   344,18 ;     
01.09.2008 00:00:00   ;   344,21 ;     
01.10.2008 00:00:00   ;   344,14 ;     
01.11.2008 00:00:00   ;   344,04 ;     
01.12.2008 00:00:00   ;   344,05 ;     
01.01.2009 00:00:00   ;   344,31 ;     
01.02.2009 00:00:00   ;   344,60 ;     
01.03.2009 00:00:00   ;   344,84 ;     
01.04.2009 00:00:00   ;   344,83 ;     
01.05.2009 00:00:00   ;   344,76 ;     
01.06.2009 00:00:00   ;   344,75 ;     
01.07.2009 00:00:00   ;   344,92 ;     
01.08.2009 00:00:00   ;   344,87 ;     
01.09.2009 00:00:00   ;   344,56 ;     
01.10.2009 00:00:00   ;   344,37 ;     
01.11.2009 00:00:00   ;   344,27 ;     
01.12.2009 00:00:00   ;   344,42 ;     
01.01.2010 00:00:00   ;   344,68 ;     
01.02.2010 00:00:00   ;   344,75 ;     
01.03.2010 00:00:00   ;   344,80 ;     
01.04.2010 00:00:00   ;   344,65 ;     
01.05.2010 00:00:00   ;   344,57 ;     
01.06.2010 00:00:00   ;   344,56 ;     
01.07.2010 00:00:00   ;   344,47 ;     
01.08.2010 00:00:00   ;   344,51 ;     
01.09.2010 00:00:00   ;   344,70 ;     
01.10.2010 00:00:00   ;   345,12 ;     
01.11.2010 00:00:00   ;   345,00 ;     
01.12.2010 00:00:00   ;   345,20 ;     
01.01.2011 00:00:00   ;   345,11 ;     
01.02.2011 00:00:00   ;   344,90 ;     
01.03.2011 00:00:00   ;   344,81 ;     
01.04.2011 00:00:00   ;   344,62 ;     
01.05.2011 00:00:00   ;Lücke     ;     
01.06.2011 00:00:00   ;   344,44 ;     
01.07.2011 00:00:00   ;   344,71 ;     
01.08.2011 00:00:00   ;   344,68 ;     
01.09.2011 00:00:00   ;   344,56 ;     
01.10.2011 00:00:00   ;   344,40 ;     
01.11.2011 00:00:00   ;   344,27 ;     
01.12.2011 00:00:00   ;   344,20 ;     
01.01.2012 00:00:00   ;   344,03 ;     
01.02.2012 00:00:00   ;   343,85 ;     
01.03.2012 00:00:00   ;   343,54 ;     
01.04.2012 00:00:00   ;   343,38 ;     
01.05.2012 00:00:00   ;   343,22 ;     
01.06.2012 00:00:00   ;   343,12 ;     
01.07.2012 00:00:00   ;   343,45 ;     
01.08.2012 00:00:00   ;   344,37 ;     
01.09.2012 00:00:00   ;   344,63 ;     
01.10.2012 00:00:00   ;   344,70 ;     
01.11.2012 00:00:00   ;   345,06 ;     
01.12.2012 00:00:00   ;   344,69 ;     
01.01.2013 00:00:00   ;   344,45 ;     
01.02.2013 00:00:00   ;   344,68 ;     
01.03.2013 00:00:00   ;   345,39 ;     
01.04.2013 00:00:00   ;   345,24 ;     
01.05.2013 00:00:00   ;   344,99 ;     
01.06.2013 00:00:00   ;   344,96 ;     
01.07.2013 00:00:00   ;   344,60 ;     
01.08.2013 00:00:00   ;   344,47 ;     
01.09.2013 00:00:00   ;   344,54 ;     
01.10.2013 00:00:00   ;   344,45 ;     
01.11.2013 00:00:00   ;   344,45 ;     
01.12.2013 00:00:00   ;   344,79 ;     
01.01.2014 00:00:00   ;   344,69 ;     
01.02.2014 00:00:00   ;   345,29 ;     
01.03.2014 00:00:00   ;   345,18 ;     
01.04.2014 00:00:00   ;   344,86 ;     
01.05.2014 00:00:00   ;   345,05 ;     
01.06.2014 00:00:00   ;   344,86 ;     
01.07.2014 00:00:00   ;   344,88 ;     
01.08.2014 00:00:00   ;   344,83 ;     
01.09.2014 00:00:00   ;   345,16 ;     
01.10.2014 00:00:00   ;   345,24 ;     
01.11.2014 00:00:00   ;   345,23 ;     
01.12.2014 00:00:00   ;   345,30 ;     
01.01.2015 00:00:00   ;   345,10 ;     
01.02.2015 00:00:00   ;   344,83 ;     
01.03.2015 00:00:00   ;   344,69 ;     
01.04.2015 00:00:00   ;   344,28 ;     
01.05.2015 00:00:00   ;   344,41 ;     
01.06.2015 00:00:00   ;   344,22 ;     
01.07.2015 00:00:00   ;   344,16 ;     
01.08.2015 00:00:00   ;   344,11 ;     
01.09.2015 00:00:00   ;   343,97 ;     
01.10.2015 00:00:00   ;   344,09 ;     
01.11.2015 00:00:00   ;   344,13 ;     
01.12.2015 00:00:00   ;   343,99 ;     
01.01.2016 00:00:00   ;   343,87 ;     
01.02.2016 00:00:00   ;   343,83 ;     
01.03.2016 00:00:00   ;   343,98 ;     
01.04.2016 00:00:00   ;   343,81 ;     
01.05.2016 00:00:00   ;   344,46 ;     
01.06.2016 00:00:00   ;   344,63 ;     
01.07.2016 00:00:00   ;   344,83 ;     
01.08.2016 00:00:00   ;   344,91 ;     
01.09.2016 00:00:00   ;   344,85 ;     
01.10.2016 00:00:00   ;   344,71 ;     
01.11.2016 00:00:00   ;   344,59 ;     
01.12.2016 00:00:00   ;   344,22 ;     
01.01.2017 00:00:00   ;   343,68 ;     
01.02.2017 00:00:00   ;   344,27 ;     
01.03.2017 00:00:00   ;   344,05 ;     
01.04.2017 00:00:00   ;   343,73 ;     
01.05.2017 00:00:00   ;   343,70 ;     
01.06.2017 00:00:00   ;   343,53 ;     
01.07.2017 00:00:00   ;   343,24 ;     
01.08.2017 00:00:00   ;   343,16 ;     
01.09.2017 00:00:00   ;   343,20 ;     
01.10.2017 00:00:00   ;   343,20 ;     
01.11.2017 00:00:00   ;   343,13 ;     
01.12.2017 00:00:00   ;   343,11 ;     
01.01.2018 00:00:00   ;   343,10 ;     
01.02.2018 00:00:00   ;   343,15 ;     
01.03.2018 00:00:00   ;   343,13 ;     
01.04.2018 00:00:00   ;   343,28 ;     
01.05.2018 00:00:00   ;   343,71 ;     
01.06.2018 00:00:00   ;   344,34 ;     
01.07.2018 00:00:00   ;   344,42 ;     
01.08.2018 00:00:00   ;   344,37 ;     
01.09.2018 00:00:00   ;   344,30 ;     
01.10.2018 00:00:00   ;   344,16 ;     
01.11.2018 00:00:00   ;   343,96 ;     
01.12.2018 00:00:00   ;   343,76 ;     
01.01.2019 00:00:00   ;   343,50 ;     
01.02.2019 00:00:00   ;   343,11 ;     
01.03.2019 00:00:00   ;   342,69 ;     
01.04.2019 00:00:00   ;   342,40 ;     
01.05.2019 00:00:00   ;   342,23 ;     
01.06.2019 00:00:00   ;   342,00 ;     
01.07.2019 00:00:00   ;   342,22 ;     
01.08.2019 00:00:00   ;   342,22 ;     
01.09.2019 00:00:00   ;   342,30 ;     
01.10.2019 00:00:00   ;   342,31 ;     
01.11.2019 00:00:00   ;   341,22 ;     
01.12.2019 00:00:00   ;Lücke     ;     
01.01.2020 00:00:00   ;Lücke     ;     
01.02.2020 00:00:00   ;Lücke     ;     
01.03.2020 00:00:00   ;Lücke     ;     
01.04.2020 00:00:00   ;   342,74 ;     
01.05.2020 00:00:00   ;   342,74 ;     
01.06.2020 00:00:00   ;   342,45 ;     
01.07.2020 00:00:00   ;   342,79 ;     
01.08.2020 00:00:00   ;   343,30 ;     
01.09.2020 00:00:00   ;   344,56 ;     
01.10.2020 00:00:00   ;   345,24 ;     
01.11.2020 00:00:00   ;   344,97 ;     
01.12.2020 00:00:00   ;   344,83 ;     
01.01.2021 00:00:00   ;   344,95 ;     
01.02.2021 00:00:00   ;   344,99 ;     
01.03.2021 00:00:00   ;   344,71 ;     
01.04.2021 00:00:00   ;   344,45 ;     
01.05.2021 00:00:00   ;   344,31 ;     
01.06.2021 00:00:00   ;   343,78 ;     
01.07.2021 00:00:00   ;   343,72 ;     
01.08.2021 00:00:00   ;   343,73 ;     
01.09.2021 00:00:00   ;   343,69 ;     
01.10.2021 00:00:00   ;   343,55 ;     
01.11.2021 00:00:00   ;   343,42 ;     
01.12.2021 00:00:00   ;   343,34 ;     
01.01.2022 00:00:00   ;Lücke         ; 
