Messstelle:                ;Mils-Au, Bl 3 (127)
HZB-Nummer:                ;346726
HD-Nummer:                 ;
DBMS-Nummer:               ;7004132
Fremdnummer:               ;GW70210007
PorenGW-Gebiet:            ;019 Oberinntal
Grundwasserkörper:         ;Gruppe Nördliche-Kalkalpen [DBJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Tirol
Messstellenbetreiber:      ;Tiroler Wasserkraftwerke-AG.
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.08.2018
 Geländehöhe:              ;725,93
 Messpunkthöhe:            ;726,83
 Sohllage:                 ;721,73
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.10.2001               ;10 41 21                 ;47 12 39
Exportzeitreihe:           ;GWS,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.10.2001 00:00:00   ;   722,82 ;     
01.11.2001 00:00:00   ;   722,67 ;     
01.12.2001 00:00:00   ;Lücke     ;     
01.01.2002 00:00:00   ;   722,59 ;     
01.02.2002 00:00:00   ;   722,52 ;     
01.03.2002 00:00:00   ;   722,67 ;     
01.04.2002 00:00:00   ;   722,72 ;     
01.05.2002 00:00:00   ;   723,17 ;     
01.06.2002 00:00:00   ;   723,53 ;     
01.07.2002 00:00:00   ;   723,07 ;     
01.08.2002 00:00:00   ;   723,01 ;     
01.09.2002 00:00:00   ;   722,78 ;     
01.10.2002 00:00:00   ;   722,72 ;     
01.11.2002 00:00:00   ;   722,90 ;     
01.12.2002 00:00:00   ;   722,75 ;     
01.01.2003 00:00:00   ;   722,64 ;     
01.02.2003 00:00:00   ;   722,56 ;     
01.03.2003 00:00:00   ;   722,59 ;     
01.04.2003 00:00:00   ;   722,68 ;     
01.05.2003 00:00:00   ;   723,15 ;     
01.06.2003 00:00:00   ;   723,46 ;     
01.07.2003 00:00:00   ;   723,04 ;     
01.08.2003 00:00:00   ;   722,82 ;     
01.09.2003 00:00:00   ;   722,73 ;     
01.10.2003 00:00:00   ;   722,75 ;     
01.11.2003 00:00:00   ;   722,57 ;     
01.12.2003 00:00:00   ;   722,50 ;     
01.01.2004 00:00:00   ;   722,55 ;     
01.02.2004 00:00:00   ;   722,51 ;     
01.03.2004 00:00:00   ;   722,54 ;     
01.04.2004 00:00:00   ;   722,68 ;     
01.05.2004 00:00:00   ;   722,90 ;     
01.06.2004 00:00:00   ;   723,39 ;     
01.07.2004 00:00:00   ;   723,31 ;     
01.08.2004 00:00:00   ;   723,09 ;     
01.09.2004 00:00:00   ;   722,83 ;     
01.10.2004 00:00:00   ;   722,70 ;     
01.11.2004 00:00:00   ;   722,58 ;     
01.12.2004 00:00:00   ;   722,47 ;     
01.01.2005 00:00:00   ;   722,42 ;     
01.02.2005 00:00:00   ;   722,42 ;     
01.03.2005 00:00:00   ;   722,52 ;     
01.04.2005 00:00:00   ;   722,66 ;     
01.05.2005 00:00:00   ;   722,96 ;     
01.06.2005 00:00:00   ;   723,14 ;     
01.07.2005 00:00:00   ;   722,89 ;     
01.08.2005 00:00:00   ;   722,99 ;     
01.09.2005 00:00:00   ;   722,85 ;     
01.10.2005 00:00:00   ;   722,74 ;     
01.11.2005 00:00:00   ;   722,60 ;     
01.12.2005 00:00:00   ;   722,53 ;     
01.01.2006 00:00:00   ;   722,56 ;     
01.02.2006 00:00:00   ;   722,45 ;     
01.03.2006 00:00:00   ;   722,50 ;     
01.04.2006 00:00:00   ;   722,82 ;     
01.05.2006 00:00:00   ;   723,22 ;     
01.06.2006 00:00:00   ;   723,33 ;     
01.07.2006 00:00:00   ;   723,22 ;     
01.08.2006 00:00:00   ;   723,05 ;     
01.09.2006 00:00:00   ;   722,91 ;     
01.10.2006 00:00:00   ;   722,78 ;     
01.11.2006 00:00:00   ;   722,69 ;     
01.12.2006 00:00:00   ;   722,61 ;     
01.01.2007 00:00:00   ;   722,65 ;     
01.02.2007 00:00:00   ;   722,61 ;     
01.03.2007 00:00:00   ;   722,67 ;     
01.04.2007 00:00:00   ;   722,81 ;     
01.05.2007 00:00:00   ;   723,04 ;     
01.06.2007 00:00:00   ;   723,27 ;     
01.07.2007 00:00:00   ;   723,24 ;     
01.08.2007 00:00:00   ;   723,01 ;     
01.09.2007 00:00:00   ;   723,04 ;     
01.10.2007 00:00:00   ;   722,84 ;     
01.11.2007 00:00:00   ;   722,75 ;     
01.12.2007 00:00:00   ;   722,71 ;     
01.01.2008 00:00:00   ;   722,63 ;     
01.02.2008 00:00:00   ;   722,63 ;     
01.03.2008 00:00:00   ;   722,73 ;     
01.04.2008 00:00:00   ;   722,82 ;     
01.05.2008 00:00:00   ;   723,37 ;     
01.06.2008 00:00:00   ;   723,82 ;     
01.07.2008 00:00:00   ;   723,70 ;     
01.08.2008 00:00:00   ;   723,35 ;     
01.09.2008 00:00:00   ;   723,05 ;     
01.10.2008 00:00:00   ;   722,80 ;     
01.11.2008 00:00:00   ;   722,76 ;     
01.12.2008 00:00:00   ;   722,70 ;     
01.01.2009 00:00:00   ;   722,64 ;     
01.02.2009 00:00:00   ;   722,60 ;     
01.03.2009 00:00:00   ;   722,70 ;     
01.04.2009 00:00:00   ;   722,98 ;     
01.05.2009 00:00:00   ;   723,46 ;     
01.06.2009 00:00:00   ;   723,55 ;     
01.07.2009 00:00:00   ;   723,42 ;     
01.08.2009 00:00:00   ;   723,16 ;     
01.09.2009 00:00:00   ;   722,81 ;     
01.10.2009 00:00:00   ;   722,70 ;     
01.11.2009 00:00:00   ;   722,65 ;     
01.12.2009 00:00:00   ;   722,61 ;     
01.01.2010 00:00:00   ;   722,52 ;     
01.02.2010 00:00:00   ;   722,48 ;     
01.03.2010 00:00:00   ;   722,52 ;     
01.04.2010 00:00:00   ;   722,70 ;     
01.05.2010 00:00:00   ;   723,07 ;     
01.06.2010 00:00:00   ;   723,59 ;     
01.07.2010 00:00:00   ;   723,32 ;     
01.08.2010 00:00:00   ;   723,29 ;     
