Messstelle:                ;Au, Bl 2102.014
HZB-Nummer:                ;302109
HD-Nummer:                 ;
DBMS-Nummer:               ;3002168
PorenGW-Gebiet:            ;178 Südliches Machland
Grundwasserkörper:         ;Südl. Machland [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Niederösterreich
Messstellenbetreiber:      ;Verbund Hydro Power AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;04.07.2014
 Geländehöhe:              ;236,65
 Messpunkthöhe:            ;237,85
 Sohllage:                 ;231,95
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2019               ;14 36 56                 ;48 10 41
  27.10.1963               ;14 36 56                 ;48 10 43
Exportzeitreihe:           ;GWS,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.04.1964 00:00:00   ;   234,36 ;     
01.05.1964 00:00:00   ;   234,57 ;     
01.06.1964 00:00:00   ;   234,42 ;     
01.07.1964 00:00:00   ;   234,16 ;     
01.08.1964 00:00:00   ;   233,92 ;     
01.09.1964 00:00:00   ;   233,96 ;     
01.10.1964 00:00:00   ;   233,96 ;     
01.11.1964 00:00:00   ;   234,47 ;     
01.12.1964 00:00:00   ;   234,78 ;     
01.01.1965 00:00:00   ;   234,68 ;     
01.02.1965 00:00:00   ;   234,47 ;     
01.03.1965 00:00:00   ;   234,41 ;     
01.04.1965 00:00:00   ;   235,39 ;     
01.05.1965 00:00:00   ;   235,73 ;     
01.06.1965 00:00:00   ;   236,39 ;     
01.07.1965 00:00:00   ;   235,78 ;     
01.08.1965 00:00:00   ;   235,41 ;     
01.09.1965 00:00:00   ;   234,83 ;     
01.10.1965 00:00:00   ;   234,45 ;     
01.11.1965 00:00:00   ;   234,13 ;     
01.12.1965 00:00:00   ;   234,28 ;     
01.01.1966 00:00:00   ;   234,47 ;     
01.02.1966 00:00:00   ;   234,73 ;     
01.03.1966 00:00:00   ;   234,84 ;     
01.04.1966 00:00:00   ;   234,80 ;     
01.05.1966 00:00:00   ;   234,77 ;     
01.06.1966 00:00:00   ;   234,82 ;     
01.07.1966 00:00:00   ;   235,30 ;     
01.08.1966 00:00:00   ;   235,66 ;     
01.09.1966 00:00:00   ;   235,54 ;     
01.10.1966 00:00:00   ;   234,95 ;     
01.11.1966 00:00:00   ;   234,76 ;     
01.12.1966 00:00:00   ;   235,10 ;     
01.01.1967 00:00:00   ;   235,45 ;     
01.02.1967 00:00:00   ;   235,23 ;     
01.03.1967 00:00:00   ;   235,13 ;     
01.04.1967 00:00:00   ;   235,05 ;     
01.05.1967 00:00:00   ;   234,75 ;     
