Messstelle:                ;Klagenfurt, Bl 239
HZB-Nummer:                ;360016
HD-Nummer:                 ;
DBMS-Nummer:               ;2900041
PorenGW-Gebiet:            ;442 Klagenfurter Becken
Grundwasserkörper:         ;Klagenfurter Becken [DRA]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Kärnten
Messstellenbetreiber:      ;keine Information
Höhenangaben [m ü.A.]:     ;gültig seit: ;23.01.2020
 Geländehöhe:              ;440,98
 Messpunkthöhe:            ;442,12
 Sohllage:                 ;436,12
 T-Messtiefe u.GOK:        ;4,26
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  18.09.2014               ;14 15 38                 ;46 36 39
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch für ein Jahr:
  2016 HG28 gerätetechnisch bedingte Datenausfälle
Exportzeitreihe:           ;GWS,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.09.2014 00:00:00   ;   440,69 ;     
01.10.2014 00:00:00   ;   440,21 ;     
01.11.2014 00:00:00   ;   440,63 ;     
01.12.2014 00:00:00   ;   440,68 ;     
01.01.2015 00:00:00   ;   440,53 ;     
01.02.2015 00:00:00   ;   440,53 ;     
01.03.2015 00:00:00   ;   440,52 ;     
01.04.2015 00:00:00   ;   440,27 ;     
01.05.2015 00:00:00   ;   440,11 ;     
01.06.2015 00:00:00   ;   440,03 ;     
01.07.2015 00:00:00   ;   439,51 ;     
01.08.2015 00:00:00   ;   439,28 ;     
01.09.2015 00:00:00   ;   439,63 ;     
01.10.2015 00:00:00   ;   440,55 ;     
01.11.2015 00:00:00   ;   440,46 ;     
01.12.2015 00:00:00   ;   440,29 ;     
01.01.2016 00:00:00   ;   440,37 ;     
01.02.2016 00:00:00   ;   440,69 ;     
01.03.2016 00:00:00   ;   440,67 ;     
01.04.2016 00:00:00   ;Lücke     ;     
01.05.2016 00:00:00   ;Lücke     ;     
01.06.2016 00:00:00   ;Lücke     ;     
01.07.2016 00:00:00   ;Lücke     ;     
01.08.2016 00:00:00   ;   440,66 ;     
01.09.2016 00:00:00   ;   440,51 ;     
01.10.2016 00:00:00   ;   440,49 ;     
01.11.2016 00:00:00   ;   440,74 ;     
01.12.2016 00:00:00   ;   440,41 ;     
01.01.2017 00:00:00   ;   440,00 ;     
01.02.2017 00:00:00   ;   440,39 ;     
01.03.2017 00:00:00   ;   440,64 ;     
01.04.2017 00:00:00   ;   440,23 ;     
01.05.2017 00:00:00   ;   440,21 ;     
01.06.2017 00:00:00   ;   439,72 ;     
01.07.2017 00:00:00   ;   439,52 ;     
01.08.2017 00:00:00   ;   439,58 ;     
01.09.2017 00:00:00   ;   440,57 ;     
01.10.2017 00:00:00   ;   440,54 ;     
01.11.2017 00:00:00   ;   440,72 ;     
01.12.2017 00:00:00   ;   440,80 ;     
01.01.2018 00:00:00   ;   440,81 ;     
01.02.2018 00:00:00   ;   440,68 ;     
01.03.2018 00:00:00   ;   440,49 ;     
01.04.2018 00:00:00   ;   440,54 ;     
01.05.2018 00:00:00   ;   440,55 ;     
01.06.2018 00:00:00   ;   440,25 ;     
01.07.2018 00:00:00   ;   439,79 ;     
01.08.2018 00:00:00   ;   439,28 ;     
01.09.2018 00:00:00   ;   439,46 ;     
01.10.2018 00:00:00   ;   439,33 ;     
01.11.2018 00:00:00   ;   439,84 ;     
01.12.2018 00:00:00   ;   440,06 ;     
01.01.2019 00:00:00   ;   439,86 ;     
01.02.2019 00:00:00   ;   440,67 ;     
01.03.2019 00:00:00   ;   440,60 ;     
01.04.2019 00:00:00   ;   440,50 ;     
01.05.2019 00:00:00   ;   440,63 ;     
01.06.2019 00:00:00   ;   440,08 ;     
01.07.2019 00:00:00   ;   439,37 ;     
01.08.2019 00:00:00   ;   439,19 ;     
01.09.2019 00:00:00   ;   439,20 ;     
01.10.2019 00:00:00   ;   439,27 ;     
01.11.2019 00:00:00   ;   440,33 ;     
01.12.2019 00:00:00   ;   440,64 ;     
01.01.2020 00:00:00   ;   440,35 ;     
01.02.2020 00:00:00   ;   440,34 ;     
01.03.2020 00:00:00   ;   440,62 ;     
01.04.2020 00:00:00   ;   440,25 ;     
01.05.2020 00:00:00   ;   439,94 ;     
01.06.2020 00:00:00   ;   440,07 ;     
01.07.2020 00:00:00   ;   440,34 ;     
01.08.2020 00:00:00   ;   439,94 ;     
01.09.2020 00:00:00   ;   440,36 ;     
01.10.2020 00:00:00   ;   440,73 ;     
01.11.2020 00:00:00   ;   440,60 ;     
01.12.2020 00:00:00   ;   440,73 ;     
01.01.2021 00:00:00   ;   440,73 ;     
01.02.2021 00:00:00   ;   440,76 ;     
01.03.2021 00:00:00   ;   440,62 ;     
01.04.2021 00:00:00   ;   440,37 ;     
01.05.2021 00:00:00   ;   440,68 ;     
01.06.2021 00:00:00   ;   440,24 ;     
01.07.2021 00:00:00   ;   439,49 ;     
01.08.2021 00:00:00   ;   439,40 ;     
01.09.2021 00:00:00   ;   439,16 ;     
01.10.2021 00:00:00   ;   439,22 ;     
01.11.2021 00:00:00   ;   439,73 ;     
01.12.2021 00:00:00   ;   440,49 ;     
01.01.2022 00:00:00   ;Lücke         ; 
