
Messstelle:                ;Steyregg, Bl 2125.003
HZB-Nummer:                ;376566
HD-Nummer:                 ;Bl2125.003
DBMS-Nummer:               ;4002983
PorenGW-Gebiet:            ;143 Nördliches Linzer Feld
Grundwasserkörper:         ;Linzer Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Verbund Hydro Power AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;17.10.2016
 Geländehöhe:              ;249,52
 Messpunkthöhe:            ;250,62
 Sohllage:                 ;241,44
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 22 34                 ;48 16 23
  01.01.2003               ;14 22 41                 ;48 16 25
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2021 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
21.01.1980 07:01:00   ;   246,10 ;     
28.12.1981 07:01:00   ;   246,01 ;     
01.03.1982 07:01:00   ;   245,91 ;     
21.02.1983 07:01:00   ;   245,95 ;     
31.12.1984 23:59:55   ;   245,89 ;     
16.01.1985 07:01:00   ;   245,86 ;     
19.02.1986 07:01:00   ;   245,93 ;     
16.12.1987 07:01:00   ;   245,85 ;     
10.02.1988 07:01:00   ;   245,73 ;     
11.01.1989 07:01:00   ;   245,77 ;     
07.02.1990 07:01:00   ;   245,74 ;     
03.07.1991 07:01:00   ;   245,71 ;     
31.12.1992 23:59:55   ;   245,89 ;     
16.01.1993 07:01:00   ;   245,86 ;     
19.02.1994 07:01:00   ;   245,93 ;     
16.12.1995 07:01:00   ;   245,85 ;     
10.02.1996 07:01:00   ;   245,73 ;     
11.01.1997 07:01:00   ;   245,77 ;     
07.02.1998 07:01:00   ;   245,74 ;     
03.07.1999 07:01:00   ;   245,71 ;     
15.01.2000 07:01:00   ;   245,69 ;     
23.06.2001 07:01:00   ;   245,77 ;     
19.01.2002 07:01:00   ;   245,72 ;     
31.12.2003 23:59:55   ;   245,90 ;     
09.01.2004 07:01:00   ;   245,88 ;     
30.12.2005 07:01:00   ;   245,92 ;     
03.02.2006 07:01:00   ;   245,86 ;     
01.01.2007 00:00:05   ;   245,91 ;     
18.01.2008 07:01:00   ;   245,87 ;     
23.01.2009 07:01:00   ;   245,83 ;     
12.02.2010 07:01:00   ;   245,87 ;     
10.03.2011 07:01:00   ;   245,83 ;     
27.04.2012 07:01:00   ;   245,92 ;     
19.04.2013 07:01:00   ;   245,98 ;     
07.03.2014 07:01:00   ;   246,13 ;     
31.12.2015 23:59:55   ;   246,10 ;     
08.01.2016 07:01:00   ;   246,09 ;     
03.02.2017 07:01:00   ;   246,03 ;     
12.10.2018 07:01:00   ;   245,92 ;     
20.09.2019 07:01:00   ;   245,98 ;     
31.12.2020 23:59:55   ;   245,99 ;     
