Messstelle:                ;Wien 22, Bl 22- 98
HZB-Nummer:                ;333989
HD-Nummer:                 ;22-98
DBMS-Nummer:               ;9002207
PorenGW-Gebiet:            ;224 Marchfeld
Grundwasserkörper:         ;Marchfeld [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Wien (MA 45)
Messstellenbetreiber:      ;
Höhenangaben [m ü.A.]:     ;gültig seit: ;05.01.2018
 Geländehöhe:              ;159,18
 Messpunkthöhe:            ;160,57
 Sohllage:                 ;152,46
 T-Messtiefe u.GOK:        ;6,61
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.1982               ;16 27 21                 ;48 14 25
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch für ein Jahr:
  2016 HG13 fehlende Monatsmittel zufolge Beobachterausfall
  2021 HG14 fehlende Monatsmittel zufolge Datensammlerausfall
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
03.05.1991 07:01:00   ;   153,90 ;     
23.10.1992 07:01:00   ;   153,83 ;     
18.08.1993 07:01:00   ;   153,77 ;     
21.10.1994 07:01:00   ;   153,92 ;     
20.01.1995 07:01:00   ;   153,93 ;     
12.01.1996 07:01:00   ;   154,24 ;     
17.01.1997 11:11:00   ;   154,62 ;     
03.07.1998 11:11:00   ;   154,50 ;     
14.01.1999 11:15:00   ;   154,65 ;     
06.07.2000 08:00:00   ;   154,51 ;     
23.08.2001 08:50:00   ;   154,37 ;     
14.03.2002 08:35:00   ;   154,36 ;     
18.09.2003 07:55:00   ;   154,31 ;     
01.01.2004 00:00:05   ;   154,32 ;     
30.06.2005 08:15:00   ;   154,47 ;     
01.01.2006 00:00:05   ;   154,53 ;     
26.07.2007 08:10:00   ;   154,50 ;     
31.12.2008 23:59:55   ;   154,70 ;     
08.01.2009 10:00:00   ;   154,69 ;     
01.04.2010 07:45:00   ;   154,87 ;     
15.12.2011 10:40:00   ;   154,79 ;     
12.07.2012 08:15:00   ;   154,62 ;     
01.01.2013 00:00:05   ;   154,67 ;     
26.06.2014 07:10:00   ;   154,64 ;     
13.08.2015 08:15:00   ;   154,60 ;     
21.01.2016 10:00:00   ;   154,66 ;     
14.09.2017 09:30:00   ;   154,58 ;     
30.08.2018 17:00:00   ;   154,52 ;     
28.04.2019 18:00:00   ;   154,66 ;     
22.05.2020 14:00:00   ;   154,56 ;     
15.07.2021 00:00:00   ;   154,56 ;     
