Messstelle:                ;St.Peter, Bl 2127.40
HZB-Nummer:                ;323782
HD-Nummer:                 ;2127.040
DBMS-Nummer:               ;4002478
PorenGW-Gebiet:            ;154 Südliches Linzer Feld
Grundwasserkörper:         ;Linzer Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Österreichische Donaukraftwerke AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;26.08.2010
 Geländehöhe:              ;256,44
 Messpunkthöhe:            ;257,81
 Sohllage:                 ;246,98
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 19 57                 ;48 16 33
  01.01.2003               ;14 19 59                 ;48 16 33
  01.01.1976               ;14 19 59                 ;48 16 33
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  1980 bis -> FG41 Daten vor dem Vergleichszeitraum vorhanden, die wegen maßgeblicher hydrologischer Veränderungen nicht ausgewertet werden
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
25.03.1980 07:01:00   ;   248,10 ;     
25.11.1981 07:01:00   ;   248,10 ;     
26.01.1982 07:01:00   ;   248,09 ;     
09.08.1983 07:01:00   ;   247,80 ;     
27.03.1984 07:01:00   ;   247,74 ;     
16.10.1985 07:01:00   ;   247,56 ;     
05.05.1987 07:01:00   ;   247,96 ;     
01.03.1988 07:01:00   ;   248,27 ;     
07.03.1989 07:01:00   ;   248,30 ;     
27.03.1990 07:01:00   ;   248,13 ;     
12.03.1991 07:01:00   ;   248,21 ;     
01.09.1992 07:01:00   ;   248,42 ;     
21.06.1993 07:01:00   ;   248,69 ;     
08.08.1994 07:01:00   ;   248,56 ;     
23.01.1995 07:01:00   ;   248,84 ;     
25.03.1996 07:01:00   ;   248,82 ;     
24.02.1997 07:01:00   ;   249,20 ;     
08.06.1998 07:01:00   ;   249,16 ;     
06.12.1999 07:01:00   ;   249,20 ;     
03.07.2000 07:01:00   ;   248,68 ;     
12.03.2001 07:01:00   ;   248,62 ;     
24.06.2002 07:01:00   ;   248,55 ;     
17.11.2003 07:01:00   ;   248,59 ;     
26.12.2004 07:01:00   ;   248,31 ;     
15.05.2005 07:01:00   ;   248,07 ;     
30.07.2006 07:01:00   ;   248,01 ;     
14.01.2007 07:01:00   ;   248,03 ;     
14.12.2008 07:01:00   ;   247,90 ;     
29.11.2009 07:01:00   ;   247,87 ;     
02.05.2010 07:01:00   ;   247,78 ;     
16.05.2011 07:01:00   ;   248,08 ;     
01.04.2012 07:01:00   ;   248,25 ;     
20.04.2013 07:01:00   ;   248,25 ;     
12.04.2014 07:01:00   ;   248,15 ;     
30.11.2015 07:01:00   ;   247,46 ;     
08.05.2016 07:01:00   ;   247,43 ;     
19.02.2017 07:01:00   ;   247,55 ;     
22.05.2018 07:02:00   ;   247,36 ;     
03.03.2019 07:01:00   ;   247,58 ;     
22.11.2020 07:01:00   ;   247,63 ;     
04.04.2021 07:01:00   ;   247,59 ;     
