Messstelle:                ;Graz 14, Bl  3416
HZB-Nummer:                ;325639
HD-Nummer:                 ;uw3416
DBMS-Nummer:               ;6002468
PorenGW-Gebiet:            ;380 Grazer Feld
Grundwasserkörper:         ;Grazer Feld (Graz/Andritz - Wildon) [MUR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Steiermark
Messstellenbetreiber:      ;Hydrographischer Dienst
Höhenangaben [m ü.A.]:     ;gültig seit: ;06.01.1981
 Geländehöhe:              ;365,78
 Messpunkthöhe:            ;366,48
 Sohllage:                 ;336,38
 T-Messtiefe u.GOK:        ;24,30
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2003               ;15 24 13                 ;47 04 24
  01.08.1978               ;15 24 14                 ;47 04 24
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.08.1978 07:01:00   ;   342,81 ;     
26.03.1979 07:01:00   ;   342,63 ;     
02.06.1980 07:01:00   ;   343,70 ;     
31.12.1981 23:59:55   ;   343,52 ;     
03.05.1982 07:01:00   ;   343,15 ;     
31.12.1983 23:59:55   ;   343,35 ;     
24.04.1984 07:01:00   ;   343,07 ;     
15.04.1985 07:01:00   ;   342,94 ;     
24.03.1986 07:01:00   ;   343,55 ;     
23.02.1987 07:01:00   ;   343,30 ;     
18.04.1988 07:01:00   ;   343,28 ;     
01.05.1989 07:01:00   ;   343,43 ;     
21.05.1990 07:01:00   ;   343,52 ;     
25.03.1991 07:01:00   ;   343,65 ;     
27.04.1992 07:01:00   ;   344,23 ;     
24.05.1993 07:01:00   ;   343,88 ;     
11.04.1994 07:01:00   ;   343,98 ;     
06.03.1995 07:01:00   ;   343,82 ;     
25.03.1996 07:01:00   ;   343,75 ;     
21.05.1997 07:01:00   ;   343,86 ;     
13.04.1998 07:01:00   ;   343,52 ;     
09.08.1999 07:01:00   ;   343,66 ;     
17.04.2000 07:01:00   ;   343,72 ;     
31.12.2001 23:59:55   ;   343,67 ;     
22.04.2002 07:01:00   ;   343,17 ;     
31.12.2003 23:59:55   ;   343,54 ;     
08.03.2004 07:01:00   ;   343,49 ;     
01.08.2005 07:01:00   ;   344,23 ;     
10.04.2006 07:01:00   ;   344,00 ;     
23.04.2007 07:01:00   ;   343,64 ;     
28.04.2008 07:01:00   ;   343,38 ;     
01.01.2009 00:00:05   ;   343,84 ;     
20.12.2010 07:01:00   ;   344,18 ;     
31.12.2011 23:59:55   ;   343,61 ;     
30.04.2012 07:01:00   ;   343,13 ;     
26.02.2013 00:00:00   ;   344,15 ;     
16.02.2014 18:00:00   ;   344,36 ;     
09.07.2015 00:00:00   ;   343,77 ;     
20.05.2016 00:00:00   ;   343,51 ;     
23.07.2017 00:00:00   ;   343,39 ;     
14.04.2018 00:00:00   ;   343,47 ;     
29.04.2019 12:00:00   ;   343,40 ;     
05.06.2020 18:00:00   ;   343,78 ;     
31.12.2021 23:59:55   ;   344,25 ;     
