Messstelle:                ;Taunleiten, Bl 2121.18
HZB-Nummer:                ;323519
HD-Nummer:                 ;2121.018
DBMS-Nummer:               ;4002451
PorenGW-Gebiet:            ;154 Südliches Linzer Feld
Grundwasserkörper:         ;Linzer Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Österreichische Donaukraftwerke AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;06.02.1975
 Geländehöhe:              ;256,27
 Messpunkthöhe:            ;257,27
 Sohllage:                 ;244,97
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 23 51                 ;48 13 05
  01.01.2003               ;14 23 55                 ;48 13 07
  06.02.1975               ;14 23 55                 ;48 13 07
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
02.01.1987 07:01:00   ;   245,23 ;     
01.12.1988 07:01:00   ;   245,75 ;     
22.12.1989 07:01:00   ;   245,79 ;     
16.11.1990 07:01:00   ;   245,31 ;     
27.06.1991 07:01:00   ;   245,50 ;     
20.11.1992 07:01:00   ;   245,48 ;     
17.12.1993 07:01:00   ;   245,61 ;     
31.12.1994 23:59:55   ;   245,65 ;     
28.01.1995 07:01:00   ;   245,60 ;     
01.01.1996 00:00:05   ;   245,79 ;     
05.12.1997 07:01:00   ;   246,02 ;     
24.10.1998 07:01:00   ;   245,63 ;     
31.12.1999 07:01:00   ;   245,63 ;     
16.12.2000 07:01:00   ;   245,61 ;     
01.01.2001 00:00:05   ;   245,62 ;     
01.01.2002 00:00:05   ;   245,66 ;     
31.12.2003 23:59:55   ;   245,59 ;     
13.01.2004 07:01:00   ;   245,52 ;     
21.01.2005 07:01:00   ;   245,47 ;     
31.12.2006 23:59:55   ;   245,75 ;     
09.08.2007 07:01:00   ;   245,63 ;     
19.12.2008 07:01:00   ;   245,59 ;     
06.02.2009 07:01:00   ;   245,52 ;     
31.12.2010 23:59:55   ;   246,13 ;     
30.12.2011 07:01:00   ;   245,45 ;     
01.01.2012 00:00:05   ;   245,45 ;     
01.01.2013 00:00:05   ;   245,51 ;     
31.12.2014 23:59:55   ;   245,34 ;     
31.12.2015 23:59:55   ;   245,14 ;     
29.01.2016 07:01:00   ;   245,05 ;     
15.12.2017 07:01:00   ;   245,41 ;     
06.12.2018 07:02:00   ;   244,89 ;     
25.12.2019 07:01:00   ;   244,86 ;     
28.01.2020 07:01:00   ;   244,83 ;     
13.01.2021 07:01:00   ;   245,34 ;     
