Messstelle:                ;Kemating, Br 54.4
HZB-Nummer:                ;375014
HD-Nummer:                 ;V54.4
DBMS-Nummer:               ;4003029
PorenGW-Gebiet:            ;110 Traun-Agergebiet
Grundwasserkörper:         ;Gruppe Traun und Zubringertäler [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
Höhenangaben [m ü.A.]:     ;gültig seit: ;22.04.1984
 Geländehöhe:              ;395,02
 Messpunkthöhe:            ;395,82
 Sohllage:                 ;353,22
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;13 50 44                 ;48 02 52
  01.01.2003               ;13 50 49                 ;48 02 53
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
22.01.1985 07:01:00   ;   354,20 ;     
16.12.1986 07:01:00   ;   354,42 ;     
03.02.1987 07:01:00   ;   354,58 ;     
29.02.1988 07:01:00   ;   354,76 ;     
13.02.1989 07:01:00   ;   355,00 ;     
22.01.1990 07:01:00   ;   354,97 ;     
11.02.1991 07:01:00   ;   355,04 ;     
03.02.1992 07:01:00   ;   355,21 ;     
08.03.1993 07:01:00   ;   355,18 ;     
21.02.1994 07:01:00   ;   355,31 ;     
23.01.1995 07:01:00   ;   355,29 ;     
11.03.1996 07:01:00   ;   355,13 ;     
10.02.1997 07:01:00   ;   355,28 ;     
09.02.1998 07:01:00   ;   355,33 ;     
27.12.1999 07:01:00   ;   355,44 ;     
17.01.2000 07:01:00   ;   355,36 ;     
31.01.2001 07:01:00   ;   355,20 ;     
16.01.2002 07:01:00   ;   355,45 ;     
31.12.2003 23:59:55   ;   355,28 ;     
03.01.2004 07:01:00   ;   355,27 ;     
02.01.2005 07:01:00   ;   355,30 ;     
12.02.2006 07:01:00   ;   355,45 ;     
01.01.2007 00:00:05   ;   355,48 ;     
22.02.2008 07:01:00   ;   355,45 ;     
23.01.2009 07:01:00   ;   355,37 ;     
16.02.2010 12:00:00   ;   355,40 ;     
06.12.2011 12:00:00   ;   355,32 ;     
11.12.2012 12:00:00   ;   355,37 ;     
09.04.2013 12:00:00   ;   355,49 ;     
11.03.2014 12:00:00   ;   355,47 ;     
16.12.2015 12:00:00   ;   355,22 ;     
07.01.2016 12:00:00   ;   355,35 ;     
31.01.2017 12:00:00   ;   355,45 ;     
21.11.2018 12:00:00   ;   355,39 ;     
11.12.2019 12:00:00   ;   355,36 ;     
22.01.2020 12:00:00   ;   355,34 ;     
01.12.2021 12:00:00   ;   355,09 ;     
