Messstelle:                ;Deutsch Kaltenbrunn, Bl 13
HZB-Nummer:                ;335323
HD-Nummer:                 ;
DBMS-Nummer:               ;1002240
PorenGW-Gebiet:            ;335 Lafnitztal
Grundwasserkörper:         ;Lafnitztal [LRR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;keine Information
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.01.1990
 Geländehöhe:              ;257,22
 Messpunkthöhe:            ;258,22
 Sohllage:                 ;245,33
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.1990               ;16 05 28                 ;47 04 37
  31.12.1989               ;16 05 24                 ;47 04 35
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch für ein Jahr:
  2020 HG29 Daten zeitweise wegen zu großer Beeinflussung nicht auswertbar
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
25.03.1990 07:01:00   ;   253,98 ;     
24.03.1991 07:01:00   ;   254,12 ;     
28.09.1992 07:01:00   ;   253,76 ;     
23.08.1993 07:01:00   ;   253,68 ;     
15.08.1994 07:01:00   ;   253,73 ;     
09.01.1995 07:01:00   ;   253,83 ;     
01.01.1996 00:00:05   ;   253,93 ;     
20.05.1997 08:30:00   ;   253,85 ;     
18.05.1998 08:30:00   ;   253,87 ;     
29.11.1999 09:30:00   ;   254,00 ;     
28.08.2000 09:30:00   ;   253,69 ;     
20.08.2001 09:30:00   ;   253,65 ;     
29.07.2002 09:30:00   ;   253,63 ;     
25.08.2003 09:30:00   ;   253,50 ;     
01.03.2004 09:30:00   ;   253,76 ;     
27.06.2005 09:30:00   ;   253,68 ;     
23.10.2006 09:30:00   ;   253,69 ;     
20.08.2007 09:30:00   ;   253,61 ;     
02.06.2008 09:30:00   ;   253,70 ;     
15.06.2009 09:00:00   ;   253,88 ;     
24.05.2010 18:10:00   ;   253,94 ;     
28.11.2011 10:30:00   ;   253,80 ;     
19.03.2012 18:25:00   ;   253,57 ;     
19.08.2013 09:15:00   ;   253,81 ;     
21.07.2014 10:15:00   ;   253,92 ;     
21.09.2015 19:00:00   ;   253,65 ;     
01.01.2016 00:00:05   ;   253,80 ;     
19.06.2017 11:20:00   ;   253,74 ;     
05.11.2018 17:45:00   ;   253,92 ;     
26.08.2019 18:45:00   ;   253,81 ;     
08.06.2020 18:30:00   ;   253,87 ;     
20.09.2021 15:25:00   ;   253,90 ;     
