Messstelle:                ;Eltendorf, Bl 25 A
HZB-Nummer:                ;345108
HD-Nummer:                 ;
DBMS-Nummer:               ;1002314
PorenGW-Gebiet:            ;335 Lafnitztal
Grundwasserkörper:         ;Lafnitztal [LRR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;keine Information
Höhenangaben [m ü.A.]:     ;gültig seit: ;30.06.2013
 Geländehöhe:              ;230,68
 Messpunkthöhe:            ;231,48
 Sohllage:                 ;223,48
 T-Messtiefe u.GOK:        ;6,20
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.1995               ;16 11 43                 ;46 59 47
  31.12.1994               ;16 11 43                 ;46 59 47
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
26.08.1995 07:01:00   ;   228,69 ;     
17.08.1996 07:01:00   ;   228,80 ;     
11.10.1997 10:00:00   ;   228,81 ;     
06.06.1998 10:00:00   ;   228,66 ;     
10.08.1999 10:45:00   ;   228,84 ;     
08.08.2000 11:30:00   ;   228,39 ;     
04.09.2001 19:45:00   ;   228,40 ;     
11.09.2002 09:30:00   ;   228,14 ;     
31.08.2003 05:15:00   ;   228,07 ;     
16.01.2004 00:00:00   ;   228,41 ;     
26.06.2005 18:00:00   ;   228,52 ;     
04.10.2006 10:15:00   ;   228,65 ;     
02.08.2007 14:00:00   ;   228,10 ;     
09.10.2008 18:45:00   ;   228,66 ;     
19.06.2009 19:30:00   ;   228,82 ;     
26.07.2010 15:45:00   ;   228,98 ;     
14.07.2011 15:00:00   ;   228,88 ;     
12.09.2012 23:15:00   ;   228,41 ;     
07.09.2013 22:00:00   ;   228,51 ;     
23.06.2014 14:00:00   ;   228,87 ;     
23.09.2015 19:00:00   ;   228,41 ;     
27.09.2016 18:00:00   ;   228,51 ;     
14.09.2017 21:00:00   ;   228,14 ;     
31.10.2018 08:00:00   ;   228,65 ;     
30.09.2019 17:00:00   ;   228,14 ;     
18.06.2020 16:00:00   ;   228,21 ;     
25.09.2021 17:00:00   ;   228,21 ;     
