Messstelle:                ;Kleblach-Lind, Bl 410
HZB-Nummer:                ;317966
HD-Nummer:                 ;
DBMS-Nummer:               ;2002080
PorenGW-Gebiet:            ;410 Oberes Drautal
Grundwasserkörper:         ;Drautal [DRA]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Kärnten
Messstellenbetreiber:      ;
Höhenangaben [m ü.A.]:     ;gültig seit: ;26.04.2016
 Geländehöhe:              ;573,73
 Messpunkthöhe:            ;574,78
 Sohllage:                 ;567,78
 T-Messtiefe u.GOK:        ;5,45
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  15.01.2015               ;13 17 52                 ;46 45 21
  27.03.1987               ;13 17 50                 ;46 45 20
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch für ein Jahr:
  1999 Februar bis April keine Beobachtung durch Draukraft
  2015 HG28 gerätetechnisch bedingte Datenausfälle
  2017 HG28 gerätetechnisch bedingte Datenausfälle
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
31.12.1988 23:59:55   ;   570,67 ;     
31.01.1989 07:01:00   ;   570,58 ;     
30.01.1990 07:01:00   ;   570,58 ;     
26.02.1991 07:01:00   ;   570,60 ;     
21.02.1992 07:01:00   ;   570,55 ;     
13.03.1993 07:01:00   ;   570,50 ;     
31.12.1994 23:59:55   ;   570,64 ;     
09.02.1995 07:01:00   ;   570,55 ;     
07.03.1996 07:01:00   ;   570,49 ;     
24.04.1997 07:30:00   ;   570,49 ;     
12.02.1998 07:30:00   ;   570,42 ;     
11.02.1999 07:30:00   ;   570,47 ;     
09.02.2000 07:30:00   ;   570,49 ;     
31.12.2001 23:59:55   ;   570,53 ;     
27.02.2002 07:30:00   ;   570,43 ;     
05.03.2003 07:30:00   ;   570,55 ;     
09.03.2004 07:30:00   ;   570,51 ;     
09.03.2005 07:30:00   ;   570,50 ;     
15.02.2006 07:30:00   ;   570,50 ;     
14.02.2007 07:30:00   ;   570,50 ;     
12.02.2008 18:00:00   ;   570,52 ;     
26.02.2009 06:00:00   ;   570,58 ;     
19.02.2010 00:00:00   ;   570,51 ;     
30.03.2011 03:00:00   ;   570,47 ;     
21.02.2012 05:00:00   ;   570,45 ;     
04.03.2013 08:00:00   ;   570,55 ;     
05.11.2014 01:00:00   ;   570,78 ;     
09.04.2015 02:00:00   ;   570,53 ;     
07.01.2016 19:00:00   ;   570,54 ;     
07.02.2017 05:00:00   ;   570,45 ;     
28.02.2018 18:00:00   ;   570,57 ;     
30.01.2019 15:00:00   ;   570,56 ;     
19.02.2020 03:00:00   ;   570,63 ;     
30.12.2021 15:00:00   ;   570,78 ;     
