Messstelle:                ;Muckendorf, Br 1956.002
HZB-Nummer:                ;304170
HD-Nummer:                 ;
DBMS-Nummer:               ;3002375
PorenGW-Gebiet:            ;205 Südliches Tullner Feld
Grundwasserkörper:         ;Tullnerfeld [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Niederösterreich
Messstellenbetreiber:      ;Verbund Hydro Power AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;19.04.1977
 Geländehöhe:              ;174,68
 Messpunkthöhe:            ;174,68
 Sohllage:                 ;164,94
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2019               ;16 09 19                 ;48 19 52
  11.08.1939               ;16 09 21                 ;48 19 52
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  1985 bis -> FG41 Daten vor dem Vergleichszeitraum vorhanden, die wegen maßgeblicher hydrologischer Veränderungen nicht ausgewertet werden
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
18.01.1985 07:01:00   ;   169,34 ;     
12.12.1986 07:01:00   ;   169,61 ;     
30.01.1987 07:01:00   ;   169,59 ;     
02.12.1988 07:01:00   ;   169,62 ;     
30.04.1989 07:01:00   ;   169,56 ;     
10.02.1990 07:01:00   ;   169,50 ;     
16.03.1991 07:01:00   ;   169,50 ;     
03.10.1992 07:01:00   ;   169,53 ;     
22.08.1993 07:01:00   ;   169,46 ;     
30.09.1994 07:01:00   ;   169,40 ;     
20.01.1995 07:01:00   ;   169,48 ;     
04.01.1996 07:01:00   ;   169,76 ;     
10.11.1997 07:01:00   ;   169,78 ;     
24.08.1998 07:01:00   ;   169,63 ;     
17.05.1999 07:01:00   ;   169,67 ;     
04.09.2000 07:01:00   ;   169,60 ;     
16.07.2001 07:01:00   ;   169,52 ;     
10.03.2002 07:01:00   ;   169,63 ;     
29.12.2003 07:01:00   ;   169,66 ;     
01.01.2004 00:00:05   ;   169,66 ;     
03.01.2005 07:01:00   ;   169,68 ;     
02.01.2006 07:01:00   ;   169,70 ;     
06.08.2007 07:01:00   ;   169,63 ;     
03.11.2008 07:01:00   ;   169,76 ;     
12.01.2009 07:01:00   ;   169,78 ;     
01.01.2010 00:00:05   ;   169,78 ;     
31.12.2011 23:59:55   ;   169,73 ;     
20.08.2012 07:10:00   ;   169,66 ;     
11.02.2013 07:10:00   ;   169,68 ;     
14.07.2014 07:10:00   ;   169,71 ;     
21.09.2015 07:01:00   ;   169,72 ;     
03.10.2016 07:01:00   ;   169,72 ;     
15.07.2017 07:01:00   ;   169,68 ;     
25.08.2018 07:01:00   ;   169,67 ;     
27.04.2019 07:01:00   ;   169,78 ;     
13.05.2020 07:01:00   ;   169,71 ;     
07.07.2021 07:01:00   ;   169,75 ;     
