Messstelle:                ;Rapperswinkel, Bl 11.6
HZB-Nummer:                ;375410
HD-Nummer:                 ;W11.6
DBMS-Nummer:               ;4002738
PorenGW-Gebiet:            ;122 Welser Heide
Grundwasserkörper:         ;Welser Heide [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
Höhenangaben [m ü.A.]:     ;gültig seit: ;11.04.1980
 Geländehöhe:              ;268,85
 Messpunkthöhe:            ;269,93
 Sohllage:                 ;263,34
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 15 37                 ;48 13 02
  01.01.2003               ;14 15 40                 ;48 13 04
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  1985 bis -> FG41 Daten vor dem Vergleichszeitraum vorhanden, die wegen maßgeblicher hydrologischer Veränderungen nicht ausgewertet werden
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
26.01.1985 07:01:00   ;   266,22 ;     
14.12.1986 07:01:00   ;   266,12 ;     
07.02.1987 07:01:00   ;   266,19 ;     
12.11.1988 07:01:00   ;   266,14 ;     
17.12.1989 07:01:00   ;   266,02 ;     
02.09.1990 07:01:00   ;   266,07 ;     
22.02.1991 07:01:00   ;   265,94 ;     
25.09.1992 07:01:00   ;   265,89 ;     
21.10.1993 07:01:00   ;   265,97 ;     
26.10.1994 07:01:00   ;   265,86 ;     
18.12.1995 07:01:00   ;   265,84 ;     
13.03.1996 07:01:00   ;   265,82 ;     
13.11.1997 07:01:00   ;   265,98 ;     
05.03.1998 07:01:00   ;   265,97 ;     
17.12.1999 07:01:00   ;   265,76 ;     
27.01.2000 07:01:00   ;   265,85 ;     
18.11.2001 07:01:00   ;   265,67 ;     
03.08.2002 07:01:00   ;   265,94 ;     
28.11.2003 07:01:00   ;   265,94 ;     
31.12.2004 23:59:55   ;   265,85 ;     
17.01.2005 07:01:00   ;   265,84 ;     
23.12.2006 07:01:00   ;   265,97 ;     
01.01.2007 00:00:05   ;   265,99 ;     
27.02.2008 07:01:00   ;   266,18 ;     
04.02.2009 07:01:00   ;   266,19 ;     
08.12.2010 07:01:00   ;   266,00 ;     
07.12.2011 07:01:00   ;   265,87 ;     
16.12.2012 07:01:00   ;   265,99 ;     
01.05.2013 07:01:00   ;   266,16 ;     
04.03.2014 07:01:00   ;   266,13 ;     
02.09.2015 07:01:00   ;   266,12 ;     
31.12.2016 23:59:55   ;   266,07 ;     
25.01.2017 07:01:00   ;   265,98 ;     
12.06.2018 07:01:00   ;   265,95 ;     
10.12.2019 07:01:00   ;   266,06 ;     
15.12.2020 07:01:00   ;   265,90 ;     
30.11.2021 07:01:00   ;   265,87 ;     
