Messstelle:                ;Stadl-Hausruck, Bl 54.9
HZB-Nummer:                ;375030
HD-Nummer:                 ;V54.9
DBMS-Nummer:               ;4003030
PorenGW-Gebiet:            ;110 Traun-Agergebiet
Grundwasserkörper:         ;Gruppe Traun und Zubringertäler [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
Höhenangaben [m ü.A.]:     ;gültig seit: ;22.02.1984
 Geländehöhe:              ;390,63
 Messpunkthöhe:            ;391,48
 Sohllage:                 ;356,60
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;13 49 41                 ;48 03 18
  01.01.2003               ;13 49 44                 ;48 03 21
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
21.08.1984 07:01:00   ;   357,32 ;     
22.01.1985 07:01:00   ;   357,40 ;     
25.02.1986 07:01:00   ;   357,49 ;     
01.01.1987 00:00:05   ;   357,54 ;     
26.09.1988 07:01:00   ;   357,57 ;     
31.12.1989 23:59:55   ;   357,61 ;     
02.01.1990 07:01:00   ;   357,61 ;     
23.12.1991 07:01:00   ;   357,54 ;     
09.11.1992 07:01:00   ;   357,50 ;     
26.07.1993 07:01:00   ;   357,62 ;     
12.12.1994 07:01:00   ;   357,50 ;     
01.01.1995 00:00:05   ;   357,62 ;     
01.04.1996 07:01:00   ;   357,61 ;     
09.12.1997 07:01:00   ;   357,56 ;     
16.03.1998 07:01:00   ;   357,63 ;     
20.12.1999 07:01:00   ;   357,50 ;     
25.10.2000 07:01:00   ;   357,49 ;     
14.02.2001 07:01:00   ;   357,48 ;     
19.06.2002 07:01:00   ;   357,57 ;     
27.08.2003 07:01:00   ;   357,49 ;     
10.01.2004 07:01:00   ;   357,49 ;     
30.01.2005 07:01:00   ;   357,62 ;     
29.12.2006 07:01:00   ;   357,52 ;     
02.02.2007 07:01:00   ;   357,48 ;     
04.12.2008 07:01:00   ;   357,50 ;     
01.01.2009 00:00:05   ;   357,50 ;     
14.12.2010 12:00:00   ;   357,53 ;     
11.01.2011 12:00:00   ;   357,51 ;     
27.11.2012 12:00:00   ;   357,50 ;     
01.01.2013 00:00:05   ;   357,60 ;     
29.04.2014 12:00:00   ;   357,51 ;     
10.11.2015 12:00:00   ;   357,41 ;     
17.02.2016 12:00:00   ;   357,48 ;     
28.03.2017 12:00:00   ;   357,58 ;     
28.11.2018 12:00:00   ;   357,50 ;     
31.12.2019 23:59:55   ;   357,49 ;     
07.01.2020 12:00:00   ;   357,48 ;     
08.12.2021 12:00:00   ;   357,60 ;     
