
Messstelle:                ;Krasta, Br 210
HZB-Nummer:                ;338954
HD-Nummer:                 ;
DBMS-Nummer:               ;2002149
PorenGW-Gebiet:            ;537 Krappfeld obere Nebenstockwerke
Grundwasserkörper:         ;außerhalb der Grundwasserkörper (z.B. Neben-Stockwerke)
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Kärnten
Messstellenbetreiber:      ;
Höhenangaben [m ü.A.]:     ;gültig seit: ;07.01.1988
 Geländehöhe:              ;599,99
 Messpunkthöhe:            ;600,39
 Sohllage:                 ;576,19
 T-Messtiefe u.GOK:        ;24,00
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  07.01.1988               ;14 28 06                 ;46 50 55
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2021 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
21.12.1988 00:00:00   ;   578,07 ;     
14.11.1989 00:00:00   ;   577,74 ;     
11.12.1992 07:01:00   ;   577,47 ;     
09.04.1993 07:01:00   ;   577,34 ;     
01.01.1994 00:00:05   ;   577,92 ;     
03.02.1995 07:01:00   ;   578,09 ;     
27.12.1996 07:01:00   ;   577,86 ;     
05.12.1997 07:30:00   ;   577,91 ;     
09.10.1998 07:30:00   ;   577,41 ;     
15.01.1999 07:30:00   ;   577,57 ;     
10.11.2000 07:30:00   ;   577,77 ;     
05.01.2001 07:30:00   ;   578,05 ;     
27.09.2002 07:30:00   ;   577,67 ;     
09.05.2003 07:30:00   ;   577,45 ;     
30.01.2004 07:30:00   ;   577,33 ;     
17.06.2005 07:30:00   ;   578,35 ;     
22.12.2006 07:30:00   ;   578,81 ;     
14.12.2007 07:30:00   ;   577,67 ;     
10.10.2008 07:30:00   ;   577,33 ;     
09.01.2009 07:30:00   ;   577,40 ;     
10.12.2010 07:30:00   ;   578,80 ;     
02.12.2011 07:30:00   ;   578,07 ;     
09.11.2012 07:30:00   ;   577,73 ;     
25.01.2013 07:30:00   ;   577,92 ;     
31.01.2014 07:30:00   ;   579,50 ;     
25.12.2015 07:30:00   ;   578,91 ;     
31.12.2016 23:59:55   ;   578,21 ;     
03.02.2017 07:30:00   ;   577,31 ;     
09.03.2018 07:30:00   ;   577,84 ;     
11.10.2019 07:30:00   ;   577,94 ;     
15.05.2020 07:30:00   ;   577,81 ;     
