Messstelle:                ;Arbing, Bl 2093.009
HZB-Nummer:                ;308593
HD-Nummer:                 ;2093.009
DBMS-Nummer:               ;4002202
PorenGW-Gebiet:            ;177 Nördliches Machland
Grundwasserkörper:         ;Machland [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Österreichische Donaukraftwerke AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;02.05.2009
 Geländehöhe:              ;245,67
 Messpunkthöhe:            ;245,40
 Sohllage:                 ;234,11
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 42 04                 ;48 13 38
  01.01.2003               ;14 42 08                 ;48 13 41
  01.01.1964               ;14 42 08                 ;48 13 41
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  1976 bis 2015 FG06 durch Kraftwerk beeinflusst
  1977 bis -> FG41 Daten vor dem Vergleichszeitraum vorhanden, die wegen maßgeblicher hydrologischer Veränderungen nicht ausgewertet werden
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch für ein Jahr:
  1976 AKorr 2001: durch Kraftwerk beeinflusst
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
12.10.1976 07:01:00   ;   237,55 ;     
29.11.1977 07:01:00   ;   237,53 ;     
04.12.1978 07:01:00   ;   237,42 ;     
01.01.1979 00:00:05   ;   237,56 ;     
07.10.1980 07:01:00   ;   237,85 ;     
08.09.1981 07:01:00   ;   237,70 ;     
06.12.1982 07:01:00   ;   237,51 ;     
05.12.1983 07:01:00   ;   237,34 ;     
31.12.1984 23:59:55   ;   237,45 ;     
08.01.1985 07:01:00   ;   237,41 ;     
16.12.1986 07:01:00   ;   237,25 ;     
01.01.1987 00:00:05   ;   237,58 ;     
18.10.1988 07:01:00   ;   237,61 ;     
12.12.1989 07:01:00   ;   237,77 ;     
02.10.1990 07:01:00   ;   237,53 ;     
17.12.1991 07:01:00   ;   237,53 ;     
20.10.1992 07:01:00   ;   237,40 ;     
13.07.1993 07:01:00   ;   237,74 ;     
16.11.1994 07:01:00   ;   237,30 ;     
01.01.1995 00:00:05   ;   237,42 ;     
13.02.1996 07:01:00   ;   238,06 ;     
11.11.1997 07:01:00   ;   237,65 ;     
08.09.1998 07:01:00   ;   237,60 ;     
14.12.1999 07:01:00   ;   237,48 ;     
28.11.2000 07:01:00   ;   237,44 ;     
14.08.2001 07:01:00   ;   237,65 ;     
30.07.2002 07:01:00   ;   237,67 ;     
16.12.2003 07:01:00   ;   237,45 ;     
06.01.2004 07:01:00   ;   237,45 ;     
13.12.2005 07:01:00   ;   237,60 ;     
31.12.2006 23:59:55   ;   237,52 ;     
02.09.2007 07:01:00   ;   237,39 ;     
14.11.2008 07:01:00   ;   237,42 ;     
30.01.2009 07:01:00   ;   237,57 ;     
03.12.2010 07:01:00   ;   237,71 ;     
07.10.2011 07:01:00   ;   237,30 ;     
01.01.2012 00:00:05   ;   237,40 ;     
31.12.2013 23:59:55   ;   237,56 ;     
08.05.2014 07:01:00   ;   237,38 ;     
31.12.2015 23:59:55   ;   237,18 ;     
07.01.2016 07:01:00   ;   237,17 ;     
02.11.2017 07:01:00   ;   237,23 ;     
21.11.2018 07:01:00   ;   237,01 ;     
18.12.2019 07:01:00   ;   237,07 ;     
22.01.2020 07:01:00   ;   237,08 ;     
17.11.2021 07:01:00   ;   237,48 ;     
