Messstelle:                ;Markthof, Bl. 1884.1
HZB-Nummer:                ;331207
HD-Nummer:                 ;3HD30841
DBMS-Nummer:               ;10001051
Fremdnummer:               ;1884.001
PorenGW-Gebiet:            ;224 Marchfeld
Grundwasserkörper:         ;Marchfeld [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;via donau (WSD)
Bundesland:                ;Niederösterreich
Messstellenbetreiber:      ;via donau - Österreichische Wasserstraßen-GmbH
Höhenangaben [m ü.A.]:     ;gültig seit: ;02.04.2007
 Geländehöhe:              ;142,19
 Messpunkthöhe:            ;142,70
 Sohllage:                 ;136,92
 T-Messtiefe u.GOK:        ;5,50
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  14.10.2021               ;16 55 53                 ;48 10 25
  01.01.2010               ;16 55 55                 ;48 10 25
  01.01.2007               ;16 55 55                 ;48 10 25
  01.01.1983               ;16 55 56                 ;48 10 27
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
14.12.1983 07:01:00   ;   138,43 ;     
13.09.1984 07:01:00   ;   138,43 ;     
31.01.1985 07:01:00   ;   138,44 ;     
09.10.1986 07:01:00   ;   138,42 ;     
05.02.1987 07:01:00   ;   138,41 ;     
25.08.1988 07:01:00   ;   138,57 ;     
14.12.1989 07:01:00   ;   138,66 ;     
27.09.1990 07:01:00   ;   138,13 ;     
21.03.1991 07:01:00   ;   138,39 ;     
28.10.1992 07:01:00   ;   138,27 ;     
15.07.1993 07:01:00   ;   138,66 ;     
08.09.1994 07:01:00   ;   138,50 ;     
01.01.1995 00:00:05   ;   138,76 ;     
29.08.1996 07:01:00   ;   138,90 ;     
28.11.1997 07:01:00   ;   138,64 ;     
27.08.1998 07:01:00   ;   138,54 ;     
11.11.1999 07:01:00   ;   138,57 ;     
26.06.2002 07:01:00   ;   138,81 ;     
25.09.2003 07:01:00   ;   138,40 ;     
01.01.2004 00:00:05   ;   138,55 ;     
05.01.2005 07:01:00   ;   138,66 ;     
31.12.2006 23:59:55   ;   138,77 ;     
16.08.2007 04:00:00   ;   138,41 ;     
22.11.2008 04:00:00   ;   138,67 ;     
20.10.2009 23:00:00   ;   138,71 ;     
17.02.2010 20:00:00   ;   138,75 ;     
05.10.2011 19:00:00   ;   138,55 ;     
27.08.2012 19:00:00   ;   138,57 ;     
26.08.2013 12:00:00   ;   138,75 ;     
23.07.2014 04:00:00   ;   138,64 ;     
24.09.2015 11:00:00   ;   138,46 ;     
10.01.2016 01:00:00   ;   138,66 ;     
24.07.2017 06:00:00   ;   138,51 ;     
31.08.2018 07:00:00   ;   138,44 ;     
03.10.2019 13:00:00   ;   138,59 ;     
02.08.2020 05:00:00   ;   138,62 ;     
08.07.2021 05:00:00   ;   138,56 ;     
