Messstelle:                ;Deutsch Kaltenbrunn, Bl 12
HZB-Nummer:                ;335315
HD-Nummer:                 ;
DBMS-Nummer:               ;1002239
PorenGW-Gebiet:            ;335 Lafnitztal
Grundwasserkörper:         ;Lafnitztal [LRR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;
Höhenangaben [m ü.A.]:     ;gültig seit: ;07.03.2016
 Geländehöhe:              ;256,52
 Messpunkthöhe:            ;257,59
 Sohllage:                 ;246,84
 T-Messtiefe u.GOK:        ;10,00
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  02.01.1990               ;16 06 06                 ;47 04 43
  01.01.1990               ;16 06 14                 ;47 04 48
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
21.10.1990 07:01:00   ;   254,94 ;     
13.10.1991 07:01:00   ;   255,41 ;     
12.10.1992 07:01:00   ;   254,50 ;     
18.10.1993 07:01:00   ;   254,28 ;     
24.10.1994 07:01:00   ;   254,55 ;     
16.01.1995 07:01:00   ;   255,13 ;     
02.09.1996 07:01:00   ;   255,13 ;     
16.06.1997 08:00:00   ;   255,17 ;     
09.06.1998 08:00:00   ;   255,09 ;     
25.10.1999 09:00:00   ;   255,37 ;     
11.09.2000 09:00:00   ;   254,62 ;     
31.12.2001 23:59:55   ;   254,40 ;     
07.10.2002 09:00:00   ;   254,09 ;     
29.09.2003 09:00:00   ;   254,10 ;     
01.01.2004 00:00:05   ;   254,16 ;     
07.03.2005 09:00:00   ;   254,40 ;     
18.11.2006 18:55:00   ;   254,92 ;     
27.08.2007 09:00:00   ;   254,64 ;     
02.11.2008 12:40:00   ;   254,94 ;     
16.01.2009 13:46:00   ;   255,40 ;     
06.09.2010 16:15:00   ;   255,25 ;     
05.10.2011 05:00:00   ;   255,32 ;     
10.09.2012 10:35:00   ;   254,79 ;     
20.09.2013 00:15:00   ;   254,29 ;     
01.01.2014 00:00:05   ;   255,15 ;     
09.10.2015 09:00:00   ;   254,65 ;     
16.10.2016 19:00:00   ;   254,70 ;     
14.09.2017 20:00:00   ;   254,44 ;     
14.11.2018 00:00:00   ;   255,07 ;     
25.10.2019 08:00:00   ;   254,33 ;     
08.06.2020 09:00:00   ;   255,06 ;     
28.09.2021 21:00:00   ;   254,62 ;     
