Messstelle:                ;Neustift im Felde, Br
HZB-Nummer:                ;315747
HD-Nummer:                 ;
DBMS-Nummer:               ;3002591
PorenGW-Gebiet:            ;200 Nördliches Tullner Feld
Grundwasserkörper:         ;Tullnerfeld [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Niederösterreich
Messstellenbetreiber:      ;Hydrographischer Dienst
Höhenangaben [m ü.A.]:     ;gültig seit: ;20.03.1983
 Geländehöhe:              ;186,37
 Messpunkthöhe:            ;186,82
 Sohllage:                 ;178,37
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2019               ;15 53 10                 ;48 24 29
  01.02.1972               ;15 53 10                 ;48 24 29
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.04.1972 07:01:00   ;   181,21 ;     
23.12.1973 07:01:00   ;   181,05 ;     
19.05.1974 07:01:00   ;   180,98 ;     
29.06.1975 07:01:00   ;   180,89 ;     
31.10.1976 07:01:00   ;   180,93 ;     
06.02.1977 07:01:00   ;   180,91 ;     
24.12.1978 07:01:00   ;   180,83 ;     
11.02.1979 07:01:00   ;   180,78 ;     
01.01.1980 00:00:05   ;   180,93 ;     
12.07.1981 07:01:00   ;   180,89 ;     
31.12.1982 23:59:55   ;   181,12 ;     
28.12.1983 07:01:00   ;   180,70 ;     
16.09.1984 07:01:00   ;   180,59 ;     
06.01.1985 07:01:00   ;   180,61 ;     
01.01.1986 00:00:05   ;   180,81 ;     
25.01.1987 07:01:00   ;   180,91 ;     
22.12.1988 07:01:00   ;   181,06 ;     
30.04.1989 07:01:00   ;   181,03 ;     
23.12.1990 07:01:00   ;   180,90 ;     
05.05.1991 07:01:00   ;   180,85 ;     
08.11.1992 07:01:00   ;   180,72 ;     
15.08.1993 07:01:00   ;   180,61 ;     
11.09.1994 07:01:00   ;   180,47 ;     
01.01.1995 00:00:05   ;   180,48 ;     
01.01.1996 00:00:05   ;   180,58 ;     
19.02.1997 07:01:00   ;   180,97 ;     
22.11.1998 07:01:00   ;   181,07 ;     
28.01.1999 07:01:00   ;   181,06 ;     
31.12.2000 23:59:55   ;   180,99 ;     
31.12.2001 07:01:00   ;   180,85 ;     
18.02.2002 07:01:00   ;   180,83 ;     
31.12.2003 23:59:55   ;   181,46 ;     
31.12.2004 23:59:55   ;   181,25 ;     
04.07.2005 07:01:00   ;   181,18 ;     
20.02.2006 07:01:00   ;   181,18 ;     
27.08.2007 07:01:00   ;   181,18 ;     
29.12.2008 07:01:00   ;   181,17 ;     
19.01.2009 07:01:00   ;   181,16 ;     
01.02.2010 07:01:00   ;   181,66 ;     
31.12.2011 23:59:55   ;   181,39 ;     
24.12.2012 07:01:00   ;   181,09 ;     
01.01.2013 00:00:05   ;   181,09 ;     
07.08.2014 07:01:00   ;   181,19 ;     
30.11.2015 07:01:00   ;   181,10 ;     
18.01.2016 07:01:00   ;   181,09 ;     
18.12.2017 07:01:00   ;   180,93 ;     
05.11.2018 07:01:00   ;   180,81 ;     
01.01.2019 00:00:05   ;   180,82 ;     
18.05.2020 07:01:00   ;   180,73 ;     
05.07.2021 07:01:00   ;   180,93 ;     
