Messstelle:                ;Maria Saal, Bl 221
HZB-Nummer:                ;338673
HD-Nummer:                 ;
DBMS-Nummer:               ;2002135
PorenGW-Gebiet:            ;441 Zollfeld
Grundwasserkörper:         ;Glantal [DRA]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Kärnten
Messstellenbetreiber:      ;keine Information
Höhenangaben [m ü.A.]:     ;gültig seit: ;31.08.2021
 Geländehöhe:              ;457,10
 Messpunkthöhe:            ;458,09
 Sohllage:                 ;446,74
 T-Messtiefe u.GOK:        ;8,01
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  25.11.1991               ;14 20 01                 ;46 40 42
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch für ein Jahr:
  2017 HG28 gerätetechnisch bedingte Datenausfälle
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
05.10.1992 07:01:00   ;   449,85 ;     
20.09.1993 07:01:00   ;   449,70 ;     
12.09.1994 07:01:00   ;   450,13 ;     
31.12.1995 23:59:55   ;   449,87 ;     
18.03.1996 07:01:00   ;   449,62 ;     
01.12.1997 07:30:00   ;   449,62 ;     
22.06.1998 07:30:00   ;   449,41 ;     
05.07.1999 07:30:00   ;   450,31 ;     
02.10.2000 07:30:00   ;   450,11 ;     
31.12.2001 23:59:55   ;   449,92 ;     
08.04.2002 07:30:00   ;   449,71 ;     
25.08.2003 07:30:00   ;   450,08 ;     
15.03.2004 07:30:00   ;   450,26 ;     
07.03.2005 07:30:00   ;   450,24 ;     
31.12.2006 23:59:55   ;   450,12 ;     
31.12.2007 07:30:00   ;   449,98 ;     
10.03.2008 07:30:00   ;   449,83 ;     
15.06.2009 07:30:00   ;   450,67 ;     
09.08.2010 07:30:00   ;   450,23 ;     
06.06.2011 07:30:00   ;   450,51 ;     
02.04.2012 07:30:00   ;   450,29 ;     
02.11.2013 12:00:00   ;   450,34 ;     
26.07.2014 14:00:00   ;   450,73 ;     
01.09.2015 15:00:00   ;   450,32 ;     
10.02.2016 02:00:00   ;   450,54 ;     
22.07.2017 19:00:00   ;   450,25 ;     
30.12.2018 18:00:00   ;   450,06 ;     
02.02.2019 04:00:00   ;   449,92 ;     
04.06.2020 09:00:00   ;   450,22 ;     
01.11.2021 05:00:00   ;   450,04 ;     
