Messstelle:                ;Stadl-Traun, Bl 48.6
HZB-Nummer:                ;316828
HD-Nummer:                 ;V48.6
DBMS-Nummer:               ;4002399
PorenGW-Gebiet:            ;110 Traun-Agergebiet
Grundwasserkörper:         ;Gruppe Traun und Zubringertäler [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
Höhenangaben [m ü.A.]:     ;gültig seit: ;17.06.2008
 Geländehöhe:              ;379,80
 Messpunkthöhe:            ;380,30
 Sohllage:                 ;341,00
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;13 51 58                 ;48 04 07
  01.01.2003               ;13 52 00                 ;48 04 09
  25.05.1981               ;13 52 00                 ;48 04 09
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
21.12.1982 07:01:00   ;   345,67 ;     
29.11.1983 07:01:00   ;   345,68 ;     
18.12.1984 07:01:00   ;   345,52 ;     
29.01.1985 07:01:00   ;   345,41 ;     
23.12.1986 07:01:00   ;   345,60 ;     
01.01.1987 00:00:05   ;   345,66 ;     
29.02.1988 07:01:00   ;   345,89 ;     
18.12.1989 07:01:00   ;   346,00 ;     
12.02.1990 07:01:00   ;   345,92 ;     
25.02.1991 07:01:00   ;   345,97 ;     
17.02.1992 07:01:00   ;   346,17 ;     
15.03.1993 07:01:00   ;   346,10 ;     
14.11.1994 07:01:00   ;   346,12 ;     
18.12.1995 07:01:00   ;   346,14 ;     
18.03.1996 07:01:00   ;   345,79 ;     
10.02.1997 07:01:00   ;   345,94 ;     
16.02.1998 07:01:00   ;   346,04 ;     
08.11.1999 07:01:00   ;   346,14 ;     
18.12.2000 07:01:00   ;   346,18 ;     
29.01.2001 07:01:00   ;   346,15 ;     
23.12.2002 07:01:00   ;   346,26 ;     
15.12.2003 07:01:00   ;   346,12 ;     
05.01.2004 07:01:00   ;   346,11 ;     
03.01.2005 07:01:00   ;   346,11 ;     
13.02.2006 07:01:00   ;   346,19 ;     
02.01.2007 07:01:00   ;   346,26 ;     
18.11.2008 19:30:00   ;   346,19 ;     
12.02.2009 09:45:00   ;   346,10 ;     
26.02.2010 09:30:00   ;   346,08 ;     
16.12.2011 18:30:00   ;   346,04 ;     
15.12.2012 09:15:00   ;   345,90 ;     
12.04.2013 05:15:00   ;   346,07 ;     
15.03.2014 13:45:00   ;   346,12 ;     
30.11.2015 19:45:00   ;   346,12 ;     
11.01.2016 01:30:00   ;   346,10 ;     
31.01.2017 22:45:00   ;   346,06 ;     
03.12.2018 23:45:00   ;   346,08 ;     
21.12.2019 18:15:00   ;   346,13 ;     
29.01.2020 20:00:00   ;   346,09 ;     
23.01.2021 05:00:00   ;   346,12 ;     
