Messstelle:                ;Wilhering, Br 2146.014
HZB-Nummer:                ;374751
HD-Nummer:                 ;2146.014
DBMS-Nummer:               ;4003071
Fremdnummer:               ;EO 192
PorenGW-Gebiet:            ;096 Südliches Eferdinger Becken
Grundwasserkörper:         ;Eferdinger Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Österreichische Donaukraftwerke AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;30.07.2014
 Geländehöhe:              ;269,75
 Messpunkthöhe:            ;270,07
 Sohllage:                 ;253,20
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 09 17                 ;48 17 52
  01.01.2003               ;14 09 20                 ;48 17 54
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  1983 bis -> FG41 Daten vor dem Vergleichszeitraum vorhanden, die wegen maßgeblicher hydrologischer Veränderungen nicht ausgewertet werden
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
19.12.1983 07:01:00   ;   255,33 ;     
01.01.1984 00:00:05   ;   255,39 ;     
21.01.1985 07:01:00   ;   255,41 ;     
15.12.1986 07:01:00   ;   255,48 ;     
01.01.1987 00:00:05   ;   255,56 ;     
28.11.1988 07:01:00   ;   255,80 ;     
06.12.1989 07:01:00   ;   255,58 ;     
05.11.1990 07:01:00   ;   255,57 ;     
04.06.1991 07:01:00   ;   255,55 ;     
26.10.1992 07:01:00   ;   255,37 ;     
19.07.1993 07:01:00   ;   255,59 ;     
19.12.1994 07:01:00   ;   255,45 ;     
01.01.1995 00:00:05   ;   255,47 ;     
18.03.1996 07:01:00   ;   255,68 ;     
01.12.1997 07:01:00   ;   255,56 ;     
14.09.1998 07:01:00   ;   255,52 ;     
11.12.1999 07:01:00   ;   255,47 ;     
01.01.2000 00:00:05   ;   255,53 ;     
12.01.2001 07:01:00   ;   255,59 ;     
01.01.2002 00:00:05   ;   255,83 ;     
31.12.2003 23:59:55   ;   255,34 ;     
09.01.2004 07:01:00   ;   255,33 ;     
07.01.2005 07:01:00   ;   255,48 ;     
31.12.2006 23:59:55   ;   255,50 ;     
04.09.2007 07:01:00   ;   255,40 ;     
21.11.2008 07:01:00   ;   255,30 ;     
13.02.2009 07:01:00   ;   255,27 ;     
19.02.2010 07:01:00   ;   255,65 ;     
24.09.2011 07:01:00   ;   255,43 ;     
15.12.2012 07:01:00   ;   255,51 ;     
01.01.2013 00:00:05   ;   255,71 ;     
26.04.2014 07:01:00   ;   255,40 ;     
31.12.2015 23:59:55   ;   255,28 ;     
10.01.2016 19:00:00   ;   255,26 ;     
02.11.2017 02:00:00   ;   255,55 ;     
20.11.2018 09:00:00   ;   255,23 ;     
09.11.2019 02:00:00   ;   255,31 ;     
01.01.2020 00:00:05   ;   255,35 ;     
01.01.2021 00:00:05   ;   255,69 ;     
