Messstelle:                ;Hinzenbach, Br 2157.018
HZB-Nummer:                ;307256
HD-Nummer:                 ;2157.018
DBMS-Nummer:               ;4002068
Fremdnummer:               ;A143
PorenGW-Gebiet:            ;096 Südliches Eferdinger Becken
Grundwasserkörper:         ;Eferdinger Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Österreichische Donaukraftwerke AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;23.05.1980
 Geländehöhe:              ;273,88
 Messpunkthöhe:            ;275,18
 Sohllage:                 ;260,63
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;13 59 46                 ;48 19 21
  01.01.2003               ;13 59 49                 ;48 19 24
  21.09.1959               ;13 59 49                 ;48 19 24
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  1973 bis -> FG41 Daten vor dem Vergleichszeitraum vorhanden, die wegen maßgeblicher hydrologischer Veränderungen nicht ausgewertet werden
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
31.01.1973 07:01:00   ;   261,87 ;     
21.10.1974 07:01:00   ;   262,31 ;     
29.12.1975 07:01:00   ;   262,36 ;     
18.10.1976 07:01:00   ;   261,95 ;     
19.12.1977 07:01:00   ;   262,06 ;     
12.12.1978 07:01:00   ;   261,86 ;     
01.01.1979 00:00:05   ;   261,91 ;     
01.12.1980 07:01:00   ;   262,31 ;     
12.10.1981 07:01:00   ;   262,31 ;     
13.12.1982 07:01:00   ;   262,01 ;     
19.12.1983 07:01:00   ;   261,81 ;     
31.12.1984 23:59:55   ;   261,90 ;     
21.01.1985 07:01:00   ;   261,87 ;     
09.12.1986 07:01:00   ;   261,83 ;     
30.11.1987 07:01:00   ;   261,98 ;     
14.11.1988 07:01:00   ;   262,01 ;     
30.10.1989 07:01:00   ;   261,92 ;     
29.10.1990 07:01:00   ;   261,80 ;     
16.12.1991 07:01:00   ;   261,64 ;     
21.09.1992 07:01:00   ;   261,52 ;     
23.08.1993 07:01:00   ;   261,82 ;     
14.11.1994 07:01:00   ;   261,61 ;     
01.01.1995 00:00:05   ;   261,68 ;     
21.10.1996 07:01:00   ;   261,88 ;     
01.12.1997 07:01:00   ;   261,82 ;     
07.09.1998 07:01:00   ;   261,60 ;     
11.12.1999 07:01:00   ;   261,53 ;     
01.01.2000 00:00:05   ;   261,65 ;     
16.11.2001 07:01:00   ;   261,78 ;     
01.01.2002 00:00:05   ;   261,98 ;     
27.12.2003 07:01:00   ;   261,62 ;     
09.01.2004 07:01:00   ;   261,61 ;     
01.01.2005 00:00:05   ;   261,77 ;     
31.12.2006 23:59:55   ;   261,81 ;     
02.11.2007 07:01:00   ;   261,63 ;     
21.11.2008 07:01:00   ;   261,63 ;     
20.02.2009 07:01:00   ;   261,65 ;     
03.12.2010 07:01:00   ;   261,79 ;     
03.12.2011 07:01:00   ;   261,74 ;     
15.12.2012 07:01:00   ;   261,56 ;     
01.01.2013 00:00:05   ;   261,77 ;     
20.09.2014 07:01:00   ;   261,49 ;     
25.09.2015 07:01:00   ;   261,52 ;     
27.02.2016 07:01:00   ;   261,32 ;     
04.11.2017 07:01:00   ;   261,85 ;     
24.11.2018 07:01:00   ;   261,52 ;     
07.12.2019 07:01:00   ;   261,56 ;     
25.01.2020 07:01:00   ;   261,58 ;     
01.01.2021 00:00:05   ;   261,78 ;     
