Messstelle:                ;Ferlach, Bl 502
HZB-Nummer:                ;338079
HD-Nummer:                 ;
DBMS-Nummer:               ;2002107
PorenGW-Gebiet:            ;435 Rosental
Grundwasserkörper:         ;Rosental [DRA]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Kärnten
Messstellenbetreiber:      ;
Höhenangaben [m ü.A.]:     ;gültig seit: ;20.05.2021
 Geländehöhe:              ;426,26
 Messpunkthöhe:            ;426,91
 Sohllage:                 ;417,06
 T-Messtiefe u.GOK:        ;4,35
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  24.11.1969               ;14 19 13                 ;46 32 33
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
28.09.1992 07:01:00   ;   425,19 ;     
01.06.1993 07:01:00   ;   424,99 ;     
12.09.1994 07:01:00   ;   425,08 ;     
18.12.1995 07:01:00   ;   424,56 ;     
30.09.1996 07:01:00   ;   424,57 ;     
02.11.1997 07:30:00   ;   424,36 ;     
30.03.1998 07:30:00   ;   425,14 ;     
01.03.1999 07:30:00   ;   424,89 ;     
25.09.2000 07:30:00   ;   424,61 ;     
31.12.2001 07:30:00   ;   424,65 ;     
04.02.2002 07:30:00   ;   424,55 ;     
27.10.2003 07:30:00   ;   424,32 ;     
11.10.2004 07:30:00   ;   424,79 ;     
31.12.2005 23:59:55   ;   424,77 ;     
27.11.2006 07:30:00   ;   424,39 ;     
31.12.2007 23:59:55   ;   424,73 ;     
27.10.2008 07:30:00   ;   424,49 ;     
31.08.2009 07:30:00   ;   424,76 ;     
03.05.2010 07:30:00   ;   425,18 ;     
17.10.2011 07:30:00   ;   424,07 ;     
02.04.2012 07:30:00   ;   424,91 ;     
07.10.2013 07:30:00   ;   424,67 ;     
04.08.2014 07:30:00   ;   425,24 ;     
31.08.2015 07:30:00   ;   424,93 ;     
17.10.2016 07:30:00   ;   424,46 ;     
30.01.2017 07:30:00   ;   425,11 ;     
22.10.2018 07:30:00   ;   424,87 ;     
28.10.2019 15:24:00   ;   424,87 ;     
25.05.2020 11:06:00   ;   425,14 ;     
01.11.2021 17:00:00   ;   424,54 ;     
