Messstelle:                ;Altirdning, Bl  1240
HZB-Nummer:                ;336131
HD-Nummer:                 ;uw1240
DBMS-Nummer:               ;6002716
PorenGW-Gebiet:            ;157 Oberes Ennstal
Grundwasserkörper:         ;Oberes Ennstal (Landesgrenze bis Trautenfels) [DUJ
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Steiermark
Messstellenbetreiber:      ;Hydrographischer Dienst
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.01.1989
 Geländehöhe:              ;644,15
 Messpunkthöhe:            ;645,15
 Sohllage:                 ;635,65
 T-Messtiefe u.GOK:        ;7,00
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2003               ;14 05 13                 ;47 30 32
  01.01.1989               ;14 05 12                 ;47 30 31
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
18.12.1989 07:01:00   ;   641,38 ;     
29.01.1990 07:01:00   ;   641,36 ;     
25.02.1991 07:01:00   ;   641,31 ;     
03.02.1992 07:01:00   ;   641,50 ;     
15.03.1993 07:01:00   ;   641,36 ;     
24.10.1994 07:01:00   ;   641,50 ;     
18.12.1995 07:01:00   ;   641,32 ;     
11.03.1996 07:01:00   ;   641,17 ;     
10.02.1997 07:01:00   ;   641,40 ;     
16.02.1998 07:01:00   ;   641,35 ;     
15.02.1999 07:01:00   ;   641,55 ;     
10.01.2000 07:01:00   ;   641,54 ;     
05.02.2001 07:01:00   ;   641,58 ;     
21.01.2002 07:01:00   ;   641,50 ;     
03.03.2003 07:01:00   ;   641,52 ;     
31.12.2004 23:59:55   ;   641,51 ;     
07.03.2005 07:01:00   ;   641,43 ;     
20.03.2006 07:01:00   ;   641,45 ;     
02.01.2007 07:01:00   ;   641,56 ;     
10.12.2008 07:01:00   ;   641,57 ;     
23.02.2009 07:01:00   ;   641,37 ;     
11.03.2010 07:00:00   ;   641,43 ;     
26.12.2011 07:01:00   ;   641,43 ;     
01.01.2012 00:00:05   ;   641,49 ;     
31.12.2013 23:59:55   ;   641,58 ;     
27.01.2014 07:01:00   ;   641,50 ;     
31.12.2015 19:00:00   ;   641,51 ;     
07.01.2016 19:00:00   ;   641,47 ;     
12.02.2017 21:00:00   ;   641,54 ;     
21.10.2018 23:00:00   ;   641,45 ;     
28.10.2019 07:00:00   ;   641,56 ;     
30.12.2020 15:00:00   ;   641,54 ;     
24.01.2021 12:00:00   ;   641,38 ;     
