Messstelle:                ;Weikendorf-Remise, Bl
HZB-Nummer:                ;305300
HD-Nummer:                 ;
DBMS-Nummer:               ;3002485
PorenGW-Gebiet:            ;224 Marchfeld
Grundwasserkörper:         ;Marchfeld [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Niederösterreich
Messstellenbetreiber:      ;Hydrographischer Dienst
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.01.2019
 Geländehöhe:              ;153,31
 Messpunkthöhe:            ;153,91
 Sohllage:                 ;145,19
 T-Messtiefe u.GOK:        ;7,90
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  03.04.2019               ;16 45 41                 ;48 18 11
  01.01.2019               ;16 45 41                 ;48 18 11
  22.01.1955               ;16 45 38                 ;48 18 11
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
07.02.1955 07:01:00   ;   148,20 ;     
31.12.1956 07:01:00   ;   148,06 ;     
28.12.1957 07:01:00   ;   148,06 ;     
27.12.1958 07:01:00   ;   147,92 ;     
04.01.1959 07:01:00   ;   147,92 ;     
05.01.1960 07:01:00   ;   148,36 ;     
07.11.1961 07:01:00   ;   148,10 ;     
05.11.1962 07:01:00   ;   147,90 ;     
30.12.1963 07:01:00   ;   147,94 ;     
02.11.1964 07:01:00   ;   147,61 ;     
04.01.1965 07:01:00   ;   147,66 ;     
25.07.1966 07:01:00   ;   148,75 ;     
25.12.1967 07:01:00   ;   148,63 ;     
18.11.1968 07:01:00   ;   148,17 ;     
31.12.1969 23:59:55   ;   147,99 ;     
12.01.1970 07:01:00   ;   147,96 ;     
27.12.1971 07:01:00   ;   147,63 ;     
31.12.1972 23:59:55   ;   147,50 ;     
10.12.1973 07:01:00   ;   147,19 ;     
16.12.1974 07:01:00   ;   146,93 ;     
31.12.1975 23:59:55   ;   146,94 ;     
06.12.1976 07:01:00   ;   146,58 ;     
01.01.1977 00:00:05   ;   146,61 ;     
23.12.1978 07:01:00   ;   146,45 ;     
26.02.1979 07:01:00   ;   146,40 ;     
01.01.1980 00:00:05   ;   146,42 ;     
31.12.1981 23:59:55   ;   146,26 ;     
31.12.1982 23:59:55   ;   146,19 ;     
31.12.1983 23:59:55   ;   145,99 ;     
29.10.1984 07:01:00   ;   145,72 ;     
03.02.1985 07:01:00   ;   145,70 ;     
01.01.1986 00:00:05   ;   145,91 ;     
19.01.1987 07:01:00   ;   146,18 ;     
11.01.1988 07:01:00   ;   146,60 ;     
31.12.1989 23:59:55   ;   146,45 ;     
31.12.1990 23:59:55   ;   146,07 ;     
09.12.1991 07:01:00   ;   145,80 ;     
28.12.1992 07:01:00   ;   145,64 ;     
25.10.1993 07:01:00   ;   145,56 ;     
01.01.1994 00:00:05   ;   145,58 ;     
01.01.1995 00:00:05   ;   145,65 ;     
01.01.1996 00:00:05   ;   145,92 ;     
01.01.1997 00:00:05   ;   146,98 ;     
21.09.1998 07:01:00   ;   146,79 ;     
01.01.1999 00:00:05   ;   146,91 ;     
11.12.2000 07:01:00   ;   146,97 ;     
18.12.2001 07:01:00   ;   146,68 ;     
06.11.2002 07:01:00   ;   146,54 ;     
01.01.2003 00:00:05   ;   146,59 ;     
22.12.2004 07:01:00   ;   146,56 ;     
06.12.2005 07:01:00   ;   146,40 ;     
10.01.2006 07:01:00   ;   146,39 ;     
11.09.2007 07:01:00   ;   146,45 ;     
01.01.2008 00:00:05   ;   146,58 ;     
01.01.2009 00:00:05   ;   146,85 ;     
02.01.2010 07:01:00   ;   147,26 ;     
01.01.2011 07:01:00   ;   147,74 ;     
15.12.2012 07:01:00   ;   147,21 ;     
01.01.2013 00:00:05   ;   147,21 ;     
31.12.2014 23:59:55   ;   147,13 ;     
31.12.2015 23:59:55   ;   146,86 ;     
31.12.2016 23:59:55   ;   146,69 ;     
26.12.2017 07:01:00   ;   146,25 ;     
11.12.2018 07:01:00   ;   146,01 ;     
29.12.2019 15:00:00   ;   145,99 ;     
11.10.2020 07:00:00   ;   145,76 ;     
12.12.2021 16:00:00   ;   145,88 ;     
