Messstelle:                ;Eltendorf, Bl 26
HZB-Nummer:                ;345116
HD-Nummer:                 ;
DBMS-Nummer:               ;1002315
PorenGW-Gebiet:            ;335 Lafnitztal
Grundwasserkörper:         ;Lafnitztal [LRR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;keine Information
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.01.1995
 Geländehöhe:              ;227,01
 Messpunkthöhe:            ;227,81
 Sohllage:                 ;222,64
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.1995               ;16 12 47                 ;46 59 33
  31.12.1994               ;16 12 43                 ;46 59 32
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
02.12.1995 07:01:00   ;   224,62 ;     
25.08.1996 07:01:00   ;   224,75 ;     
08.02.1997 11:00:00   ;   224,75 ;     
22.08.1998 11:00:00   ;   224,49 ;     
06.11.1999 11:00:00   ;   224,53 ;     
30.09.2000 11:00:00   ;   224,27 ;     
01.09.2001 11:00:00   ;   224,14 ;     
13.07.2002 11:00:00   ;   224,09 ;     
30.08.2003 11:00:00   ;   223,96 ;     
17.01.2004 11:00:00   ;   224,21 ;     
25.06.2005 11:00:00   ;   224,38 ;     
31.12.2006 23:59:55   ;   224,39 ;     
18.08.2007 11:00:00   ;   224,28 ;     
18.10.2008 11:00:00   ;   224,39 ;     
10.01.2009 11:00:00   ;   224,55 ;     
31.07.2010 13:14:00   ;   224,65 ;     
31.12.2011 23:59:55   ;   224,46 ;     
09.06.2012 10:05:00   ;   224,37 ;     
24.08.2013 11:10:00   ;   224,44 ;     
28.06.2014 19:57:00   ;   224,57 ;     
19.09.2015 11:00:00   ;   224,30 ;     
23.01.2016 10:55:00   ;   224,38 ;     
24.06.2017 14:14:00   ;   224,20 ;     
16.11.2018 10:35:00   ;   224,45 ;     
26.10.2019 10:40:00   ;   224,19 ;     
23.05.2020 11:00:00   ;   224,22 ;     
23.10.2021 10:50:00   ;   224,26 ;     
