Messstelle:                ;Lorch, Bl 2117.10
HZB-Nummer:                ;308064
HD-Nummer:                 ;2117.010
DBMS-Nummer:               ;4002149
PorenGW-Gebiet:            ;154 Südliches Linzer Feld
Grundwasserkörper:         ;Linzer Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Österreichische Donaukraftwerke AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;05.01.1970
 Geländehöhe:              ;245,15
 Messpunkthöhe:            ;246,45
 Sohllage:                 ;238,60
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 26 41                 ;48 14 04
  01.01.2003               ;14 26 45                 ;48 14 05
  13.08.1965               ;14 26 45                 ;48 14 05
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
18.01.1980 07:01:00   ;   242,40 ;     
22.05.1981 07:01:00   ;   242,61 ;     
03.12.1982 07:01:00   ;   242,50 ;     
23.12.1983 07:01:00   ;   242,28 ;     
13.01.1984 07:01:00   ;   242,28 ;     
18.01.1985 07:01:00   ;   242,28 ;     
12.12.1986 07:01:00   ;   242,25 ;     
06.02.1987 07:01:00   ;   242,28 ;     
20.02.1988 07:01:00   ;   242,48 ;     
15.12.1989 07:01:00   ;   242,54 ;     
07.02.1998 07:01:00   ;   242,49 ;     
04.12.1999 07:01:00   ;   242,46 ;     
09.12.2000 07:01:00   ;   242,51 ;     
20.11.2001 07:01:00   ;   242,50 ;     
13.07.2002 07:01:00   ;   242,61 ;     
31.12.2003 23:59:55   ;   242,32 ;     
08.01.2004 07:01:00   ;   242,30 ;     
01.01.2005 00:00:05   ;   242,37 ;     
03.02.2006 07:01:00   ;   242,36 ;     
01.01.2007 00:00:05   ;   242,43 ;     
12.12.2008 07:01:00   ;   242,39 ;     
06.02.2009 07:01:00   ;   242,31 ;     
19.02.2010 07:01:00   ;   242,56 ;     
02.12.2011 07:01:00   ;   242,29 ;     
14.12.2012 07:01:00   ;   242,39 ;     
31.12.2013 23:59:55   ;   242,56 ;     
24.04.2014 07:01:00   ;   242,36 ;     
31.12.2015 23:59:55   ;   242,17 ;     
02.01.2016 07:01:00   ;   242,17 ;     
26.01.2017 07:01:00   ;   242,36 ;     
21.11.2018 07:01:00   ;   242,11 ;     
18.12.2019 07:01:00   ;   242,23 ;     
28.01.2020 07:01:00   ;   242,20 ;     
20.01.2021 07:01:00   ;   242,53 ;     
