Messstelle:                ;Tschagguns, Bl 16.02.07
HZB-Nummer:                ;347021
HD-Nummer:                 ;16.02.07
DBMS-Nummer:               ;8002281
PorenGW-Gebiet:            ;001 Montafon
Grundwasserkörper:         ;Gruppe Kristallin [RHE]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Vorarlberg
Messstellenbetreiber:      ;Vorarlberger Illwerke-AG.
Höhenangaben [m ü.A.]:     ;gültig seit: ;15.11.2021
 Geländehöhe:              ;677,91
 Messpunkthöhe:            ;678,93
 Sohllage:                 ;655,43
 T-Messtiefe u.GOK:        ;20,98
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.1996               ;09 55 04                 ;47 04 14
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
21.10.1996 07:01:00   ;   659,95 ;     
24.03.1997 07:01:00   ;   660,79 ;     
02.03.1998 07:01:00   ;   661,40 ;     
15.02.1999 07:01:00   ;   660,96 ;     
31.12.2000 23:59:55   ;   662,99 ;     
22.01.2001 07:01:00   ;   662,69 ;     
04.03.2002 07:01:00   ;   662,61 ;     
06.10.2003 07:01:00   ;   661,83 ;     
31.12.2004 23:59:55   ;   661,74 ;     
07.03.2005 07:01:00   ;   661,03 ;     
30.01.2006 12:12:00   ;   661,74 ;     
01.01.2007 07:01:00   ;   663,32 ;     
22.12.2008 07:01:00   ;   662,18 ;     
02.03.2009 07:01:00   ;   661,90 ;     
22.02.2010 07:01:00   ;   662,83 ;     
31.12.2011 23:59:55   ;   662,13 ;     
02.01.2012 07:01:00   ;   662,13 ;     
31.12.2013 23:59:55   ;   662,15 ;     
10.02.2014 08:20:00   ;   661,83 ;     
31.12.2015 11:00:00   ;   660,27 ;     
29.01.2016 11:00:00   ;   660,12 ;     
27.01.2017 01:00:00   ;   660,29 ;     
02.12.2018 16:00:00   ;   658,63 ;     
02.01.2019 10:00:00   ;   659,20 ;     
31.12.2020 21:00:00   ;   661,66 ;     
30.12.2021 07:00:00   ;   658,35 ;     
01.01.2022 00:00:05   ;   658,48 ;     
