Messstelle:                ;Salsach, Br 38952
HZB-Nummer:                ;315564
HD-Nummer:                 ;uw38952
DBMS-Nummer:               ;6002304
PorenGW-Gebiet:            ;400 Unteres Murtal
Grundwasserkörper:         ;Unteres Murtal [MUR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Steiermark
Messstellenbetreiber:      ;Hydrographischer Dienst
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.11.1973
 Geländehöhe:              ;228,33
 Messpunkthöhe:            ;228,53
 Sohllage:                 ;223,53
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2003               ;15 51 18                 ;46 44 25
  01.11.1973               ;15 51 18                 ;46 44 27
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
19.08.1974 07:01:00   ;   224,29 ;     
13.03.1975 07:01:00   ;   224,33 ;     
16.08.1976 07:01:00   ;   224,34 ;     
28.11.1977 07:01:00   ;   224,13 ;     
16.01.1978 07:01:00   ;   224,12 ;     
01.01.1979 00:00:05   ;   224,47 ;     
21.08.1980 07:01:00   ;   224,47 ;     
14.12.1981 07:01:00   ;   224,32 ;     
01.03.1982 07:01:00   ;   224,45 ;     
10.10.1983 07:01:00   ;   224,43 ;     
17.09.1984 07:01:00   ;   224,38 ;     
04.11.1985 07:01:00   ;   224,38 ;     
03.11.1986 07:01:00   ;   224,36 ;     
26.01.1987 07:01:00   ;   224,32 ;     
12.09.1988 07:01:00   ;   224,46 ;     
20.02.1989 07:01:00   ;   224,36 ;     
05.02.1990 07:01:00   ;   224,38 ;     
04.11.1991 07:01:00   ;   224,50 ;     
12.10.1992 07:01:00   ;   224,24 ;     
20.09.1993 07:01:00   ;   224,23 ;     
24.10.1994 07:01:00   ;   224,68 ;     
18.12.1995 07:01:00   ;   224,52 ;     
31.12.1996 23:59:55   ;   224,82 ;     
10.11.1997 07:01:00   ;   224,33 ;     
11.05.1998 07:01:00   ;   224,38 ;     
01.11.1999 07:01:00   ;   224,58 ;     
25.09.2000 07:01:00   ;   224,37 ;     
31.12.2001 23:59:55   ;   224,25 ;     
04.02.2002 07:01:00   ;   224,21 ;     
29.12.2003 07:01:00   ;   224,17 ;     
01.01.2004 00:00:05   ;   224,19 ;     
14.02.2005 07:01:00   ;   224,25 ;     
25.12.2006 07:01:00   ;   224,40 ;     
08.01.2007 07:01:00   ;   224,39 ;     
19.05.2008 07:01:00   ;   224,38 ;     
15.06.2009 07:01:00   ;   224,72 ;     
26.07.2010 07:01:00   ;   224,43 ;     
31.12.2011 23:59:55   ;   224,29 ;     
02.04.2012 07:01:00   ;   224,20 ;     
28.10.2013 07:01:00   ;   224,35 ;     
04.08.2014 07:01:00   ;   224,60 ;     
31.12.2015 23:59:55   ;   224,41 ;     
04.01.2016 07:01:00   ;   224,40 ;     
04.09.2017 07:01:00   ;   224,30 ;     
31.12.2018 23:59:55   ;   224,28 ;     
11.03.2019 07:01:00   ;   224,21 ;     
08.06.2020 07:01:00   ;   224,34 ;     
20.09.2021 07:01:00   ;   224,44 ;     
