Messstelle:                ;Steyregg, Bl 2123.001
HZB-Nummer:                ;376442
HD-Nummer:                 ;Bl2123.001
DBMS-Nummer:               ;4002669
PorenGW-Gebiet:            ;143 Nördliches Linzer Feld
Grundwasserkörper:         ;Linzer Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Verbund Hydro Power AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;17.03.2004
 Geländehöhe:              ;248,44
 Messpunkthöhe:            ;249,39
 Sohllage:                 ;234,71
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 23 29                 ;48 15 58
  01.01.2003               ;14 23 34                 ;48 15 57
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
31.12.1992 23:59:55   ;   245,33 ;     
06.02.1993 07:01:00   ;   245,27 ;     
26.02.1994 07:01:00   ;   245,27 ;     
21.01.1995 07:01:00   ;   245,29 ;     
10.02.1996 07:01:00   ;   245,18 ;     
18.01.1997 07:01:00   ;   245,20 ;     
12.12.1998 07:01:00   ;   245,15 ;     
30.01.1999 07:01:00   ;   245,17 ;     
29.01.2000 07:01:00   ;   245,17 ;     
29.12.2001 07:01:00   ;   245,21 ;     
19.01.2002 07:01:00   ;   245,17 ;     
25.01.2003 07:01:00   ;   245,45 ;     
30.01.2004 07:01:00   ;   245,58 ;     
23.12.2005 07:01:00   ;   245,28 ;     
17.03.2006 07:01:00   ;   245,19 ;     
31.12.2007 23:59:55   ;   245,02 ;     
04.01.2008 07:01:00   ;   245,01 ;     
16.01.2009 07:01:00   ;   245,02 ;     
29.01.2010 07:01:00   ;   245,04 ;     
04.02.2011 07:01:00   ;   245,06 ;     
28.12.2012 07:01:00   ;   245,11 ;     
22.02.2013 07:01:00   ;   245,07 ;     
31.12.2014 23:59:55   ;   245,93 ;     
06.02.2015 07:01:00   ;   245,71 ;     
24.06.2016 07:01:00   ;   245,70 ;     
17.03.2017 07:01:00   ;   245,62 ;     
02.03.2018 07:01:00   ;   245,49 ;     
31.12.2019 23:59:55   ;   245,29 ;     
18.12.2020 07:01:00   ;   245,27 ;     
26.02.2021 07:01:00   ;   245,23 ;     
