Messstelle:                ;Pfaffing, Br 2159.032
HZB-Nummer:                ;307124
HD-Nummer:                 ;2159.032
DBMS-Nummer:               ;4002055
Fremdnummer:               ;A123
PorenGW-Gebiet:            ;096 Südliches Eferdinger Becken
Grundwasserkörper:         ;Eferdinger Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Österreichische Donaukraftwerke AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;26.11.2003
 Geländehöhe:              ;273,18
 Messpunkthöhe:            ;273,58
 Sohllage:                 ;267,39
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;13 59 32                 ;48 21 48
  01.01.2003               ;13 59 33                 ;48 21 50
  21.09.1959               ;13 59 33                 ;48 21 50
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
04.01.1960 07:01:00   ;   268,00 ;     
06.11.1961 07:01:00   ;   267,84 ;     
03.12.1962 07:01:00   ;   267,74 ;     
04.11.1963 07:01:00   ;   267,71 ;     
27.01.1964 07:01:00   ;   267,45 ;     
15.11.1965 07:01:00   ;   267,92 ;     
14.11.1966 07:01:00   ;   268,28 ;     
04.12.1967 07:01:00   ;   267,80 ;     
15.07.1968 07:01:00   ;   267,99 ;     
24.11.1969 07:01:00   ;   267,69 ;     
26.01.1970 07:01:00   ;   267,68 ;     
08.11.1971 07:01:00   ;   267,84 ;     
20.03.1972 07:01:00   ;   267,78 ;     
01.10.1973 07:01:00   ;   267,83 ;     
21.10.1974 07:01:00   ;   268,05 ;     
29.12.1975 07:01:00   ;   268,00 ;     
18.10.1976 07:01:00   ;   267,84 ;     
07.11.1977 07:01:00   ;   267,97 ;     
04.12.1978 07:01:00   ;   267,88 ;     
01.01.1979 00:00:05   ;   267,99 ;     
29.09.1980 07:01:00   ;   268,06 ;     
14.09.1981 07:01:00   ;   268,10 ;     
06.12.1982 07:01:00   ;   267,83 ;     
19.12.1983 07:01:00   ;   267,78 ;     
01.01.1984 00:00:05   ;   267,88 ;     
21.01.1985 07:01:00   ;   267,84 ;     
20.10.1986 07:01:00   ;   267,81 ;     
14.12.1987 07:01:00   ;   267,97 ;     
17.10.1988 07:01:00   ;   267,94 ;     
30.10.1989 07:01:00   ;   268,00 ;     
22.10.1990 07:01:00   ;   267,88 ;     
16.12.1991 07:01:00   ;   267,79 ;     
01.10.1992 07:01:00   ;   267,74 ;     
12.07.1993 07:01:00   ;   268,03 ;     
08.08.1994 07:01:00   ;   267,62 ;     
07.08.1995 07:01:00   ;   267,83 ;     
14.10.1996 07:01:00   ;   268,08 ;     
09.06.1997 07:01:00   ;   267,85 ;     
17.08.1998 07:01:00   ;   267,83 ;     
09.08.1999 07:01:00   ;   267,81 ;     
25.08.2000 07:01:00   ;   267,71 ;     
03.08.2001 07:01:00   ;   267,66 ;     
26.07.2002 07:01:00   ;   267,76 ;     
29.08.2003 07:01:00   ;   267,16 ;     
30.07.2004 07:01:00   ;   267,68 ;     
29.07.2005 07:01:00   ;   267,80 ;     
04.08.2006 07:01:00   ;   268,02 ;     
16.08.2007 07:01:00   ;   267,54 ;     
01.08.2008 07:01:00   ;   267,85 ;     
02.10.2009 07:01:00   ;   268,13 ;     
03.12.2010 07:01:00   ;   268,16 ;     
22.04.2011 07:01:00   ;   267,81 ;     
17.08.2012 07:01:00   ;   267,60 ;     
25.05.2013 07:01:00   ;   267,93 ;     
30.05.2014 07:01:00   ;   267,69 ;     
03.10.2015 07:01:00   ;   267,69 ;     
09.01.2016 07:01:00   ;   267,99 ;     
28.10.2017 07:01:00   ;   267,94 ;     
17.08.2018 07:01:00   ;   267,55 ;     
05.10.2019 07:01:00   ;   267,80 ;     
16.05.2020 07:01:00   ;   267,90 ;     
26.11.2021 07:01:00   ;   268,02 ;     
