Messstelle:                ;Feistritz i.R., Bl 510
HZB-Nummer:                ;338236
HD-Nummer:                 ;
DBMS-Nummer:               ;2002114
PorenGW-Gebiet:            ;435 Rosental
Grundwasserkörper:         ;Rosental [DRA]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Kärnten
Messstellenbetreiber:      ;
Höhenangaben [m ü.A.]:     ;gültig seit: ;23.04.2019
 Geländehöhe:              ;477,35
 Messpunkthöhe:            ;478,15
 Sohllage:                 ;447,59
 T-Messtiefe u.GOK:        ;26,20
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  20.02.1968               ;14 08 27                 ;46 31 47
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
16.03.1992 07:01:00   ;   454,33 ;     
17.05.1993 07:01:00   ;   454,84 ;     
01.10.1994 07:01:00   ;   454,76 ;     
31.12.1995 23:59:55   ;   454,34 ;     
21.03.1996 07:01:00   ;   454,10 ;     
25.05.1997 07:30:00   ;   454,11 ;     
09.07.1998 07:30:00   ;   454,10 ;     
05.03.1999 07:30:00   ;   453,34 ;     
25.03.2000 07:30:00   ;   453,52 ;     
25.12.2001 07:30:00   ;   453,44 ;     
08.04.2002 07:30:00   ;   452,96 ;     
18.08.2003 11:30:00   ;   453,13 ;     
15.03.2004 07:45:00   ;   453,28 ;     
10.04.2005 21:00:00   ;   453,26 ;     
10.12.2006 12:30:00   ;   453,05 ;     
19.09.2007 15:04:00   ;   453,03 ;     
02.03.2008 15:55:00   ;   453,04 ;     
04.09.2009 01:00:00   ;   453,96 ;     
06.09.2010 07:00:00   ;   453,73 ;     
20.10.2011 08:00:00   ;   453,34 ;     
08.04.2012 18:00:00   ;   452,77 ;     
03.11.2013 20:00:00   ;   453,36 ;     
14.08.2014 06:00:00   ;   454,20 ;     
04.09.2015 07:00:00   ;   453,49 ;     
05.02.2016 08:00:00   ;   453,77 ;     
12.09.2017 11:00:00   ;   453,42 ;     
30.10.2018 01:00:00   ;   453,34 ;     
04.11.2019 19:00:00   ;   453,63 ;     
24.06.2020 23:00:00   ;   453,84 ;     
18.11.2021 08:00:00   ;   453,14 ;     
