Messstelle:                ;Apetlon, Bl 149
HZB-Nummer:                ;345207
HD-Nummer:                 ;
DBMS-Nummer:               ;1002326
PorenGW-Gebiet:            ;318 Seewinkel
Grundwasserkörper:         ;Seewinkel [LRR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.01.1996
 Geländehöhe:              ;116,60
 Messpunkthöhe:            ;117,35
 Sohllage:                 ;111,30
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.1996               ;16 50 47                 ;47 43 57
  31.12.1995               ;16 50 42                 ;47 43 56
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
04.08.1996 07:01:00   ;   115,15 ;     
09.11.1997 08:30:00   ;   114,85 ;     
23.08.1998 08:30:00   ;   114,69 ;     
24.10.1999 08:00:00   ;   114,86 ;     
10.09.2000 08:00:00   ;   114,52 ;     
02.09.2001 08:00:00   ;   114,47 ;     
22.09.2002 08:00:00   ;   114,46 ;     
28.09.2003 08:00:00   ;   114,38 ;     
01.01.2004 00:00:05   ;   114,65 ;     
14.08.2005 08:00:00   ;   114,73 ;     
22.10.2006 08:00:00   ;   115,03 ;     
05.08.2007 08:00:00   ;   114,77 ;     
14.09.2008 08:00:00   ;   115,19 ;     
11.10.2009 08:00:00   ;   115,13 ;     
01.08.2010 08:00:00   ;   115,15 ;     
31.07.2011 10:00:00   ;   114,75 ;     
23.09.2012 10:00:00   ;   114,65 ;     
08.09.2013 10:00:00   ;   114,70 ;     
27.07.2014 10:00:00   ;   114,94 ;     
20.09.2015 15:00:00   ;   114,71 ;     
09.10.2016 15:00:00   ;   114,59 ;     
17.09.2017 15:00:00   ;   114,46 ;     
26.08.2018 15:00:00   ;   114,55 ;     
08.09.2019 15:00:00   ;   114,55 ;     
16.08.2020 15:00:00   ;   114,63 ;     
12.09.2021 15:00:00   ;   114,70 ;     
