Messstelle:                ;Ufer, Bl 25.10
HZB-Nummer:                ;377754
HD-Nummer:                 ;2125.010
DBMS-Nummer:               ;4002814
PorenGW-Gebiet:            ;154 Südliches Linzer Feld
Grundwasserkörper:         ;Linzer Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Verbund Hydro Power AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;10.02.1975
 Geländehöhe:              ;250,75
 Messpunkthöhe:            ;251,65
 Sohllage:                 ;244,25
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 21 29                 ;48 16 02
  01.01.2003               ;14 21 37                 ;48 16 03
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  1980 bis -> FG41 Daten vor dem Vergleichszeitraum vorhanden, die wegen maßgeblicher hydrologischer Veränderungen nicht ausgewertet werden
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch für ein Jahr:
  2017 HG28 gerätetechnisch bedingte Datenausfälle
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
14.02.1980 07:01:00   ;   247,06 ;     
31.12.1981 23:59:55   ;   246,88 ;     
25.02.1982 07:01:00   ;   246,60 ;     
24.02.1983 07:01:00   ;   246,63 ;     
02.02.1984 07:01:00   ;   246,60 ;     
07.03.1985 07:01:00   ;   246,50 ;     
20.03.1986 07:01:00   ;   246,45 ;     
19.03.1987 07:01:00   ;   246,40 ;     
12.02.1988 07:01:00   ;   246,49 ;     
15.12.1989 07:01:00   ;   246,43 ;     
02.02.1990 07:01:00   ;   246,36 ;     
22.02.1991 07:01:00   ;   246,44 ;     
31.01.1992 07:01:00   ;   246,80 ;     
19.03.1993 07:01:00   ;   246,97 ;     
10.06.1994 07:01:00   ;   247,34 ;     
10.06.1995 07:01:00   ;   247,64 ;     
01.06.1996 07:01:00   ;   247,74 ;     
12.07.1997 07:01:00   ;   247,79 ;     
14.11.1998 07:01:00   ;   247,77 ;     
06.03.1999 07:01:00   ;   247,56 ;     
18.03.2000 07:01:00   ;   247,66 ;     
14.09.2001 07:01:00   ;   247,46 ;     
21.12.2002 07:01:00   ;   246,97 ;     
11.10.2003 07:01:00   ;   246,87 ;     
05.02.2004 07:01:00   ;   246,86 ;     
18.02.2005 07:01:00   ;   246,85 ;     
19.01.2006 07:01:00   ;   246,93 ;     
21.12.2007 07:01:00   ;   246,94 ;     
28.11.2008 07:01:00   ;   246,90 ;     
16.01.2009 07:01:00   ;   246,87 ;     
31.12.2010 07:01:00   ;   246,82 ;     
14.10.2011 07:01:00   ;   246,79 ;     
30.03.2012 07:01:00   ;   246,81 ;     
02.02.2017 07:01:00   ;   246,54 ;     
13.10.2018 07:01:00   ;   246,60 ;     
27.11.2019 07:01:00   ;   246,65 ;     
08.01.2020 07:01:00   ;   246,66 ;     
13.10.2021 07:01:00   ;   246,72 ;     
