Messstelle:                ;Neubau, Br 19.1
HZB-Nummer:                ;375063
HD-Nummer:                 ;W19.1
DBMS-Nummer:               ;4002939
PorenGW-Gebiet:            ;122 Welser Heide
Grundwasserkörper:         ;Welser Heide [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
Höhenangaben [m ü.A.]:     ;gültig seit: ;08.01.1993
 Geländehöhe:              ;286,90
 Messpunkthöhe:            ;287,40
 Sohllage:                 ;281,28
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 09 45                 ;48 11 45
  01.01.2003               ;14 09 50                 ;48 11 47
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
10.09.1993 07:01:00   ;   282,44 ;     
07.12.1994 07:01:00   ;   282,48 ;     
19.01.1995 07:01:00   ;   282,51 ;     
13.03.1996 07:01:00   ;   282,54 ;     
29.01.1997 07:01:00   ;   282,53 ;     
12.02.1998 07:01:00   ;   282,59 ;     
02.09.1999 07:01:00   ;   282,65 ;     
26.01.2000 07:01:00   ;   282,61 ;     
22.09.2001 07:01:00   ;   282,56 ;     
26.01.2002 07:01:00   ;   282,63 ;     
20.12.2003 07:01:00   ;   282,49 ;     
27.12.2004 07:01:00   ;   282,47 ;     
14.02.2005 07:01:00   ;   282,48 ;     
30.12.2006 07:01:00   ;   282,31 ;     
01.01.2007 00:00:05   ;   282,31 ;     
17.12.2008 07:01:00   ;   282,57 ;     
28.01.2009 07:01:00   ;   282,47 ;     
01.03.2010 07:01:00   ;   282,49 ;     
10.03.2011 23:30:00   ;   282,51 ;     
23.12.2012 03:30:00   ;   282,47 ;     
25.12.2013 04:30:00   ;   282,52 ;     
26.03.2014 16:45:00   ;   282,55 ;     
15.12.2015 21:15:00   ;   282,47 ;     
15.01.2016 13:00:00   ;   282,41 ;     
03.02.2017 09:30:00   ;   282,57 ;     
12.12.2018 18:00:00   ;   282,56 ;     
13.12.2019 12:00:00   ;   282,32 ;     
01.02.2020 09:00:00   ;   282,35 ;     
07.12.2021 22:30:00   ;   282,67 ;     
