Messstelle:                ;St.Anton i.M., Bl 09.26.01
HZB-Nummer:                ;347112
HD-Nummer:                 ;09.26.01
DBMS-Nummer:               ;8002284
PorenGW-Gebiet:            ;001 Montafon
Grundwasserkörper:         ;Gruppe Nördliche Kalkalpen [RHE]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Vorarlberg
Messstellenbetreiber:      ;Vorarlberger Illwerke-AG.
Höhenangaben [m ü.A.]:     ;gültig seit: ;11.05.2009
 Geländehöhe:              ;619,62
 Messpunkthöhe:            ;620,62
 Sohllage:                 ;613,00
 T-Messtiefe u.GOK:        ;5,50
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.1996               ;09 51 49                 ;47 06 36
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
20.02.1996 07:01:00   ;   615,33 ;     
15.12.1997 07:01:00   ;   615,33 ;     
09.03.1998 07:01:00   ;   615,35 ;     
08.02.1999 07:01:00   ;   615,38 ;     
31.12.2000 23:59:55   ;   615,54 ;     
15.01.2001 07:01:00   ;   615,52 ;     
18.02.2002 07:01:00   ;   615,53 ;     
22.09.2003 07:01:00   ;   615,48 ;     
26.01.2004 07:01:00   ;   615,46 ;     
26.12.2005 07:01:00   ;   615,29 ;     
06.02.2006 14:50:00   ;   615,25 ;     
05.11.2007 07:01:00   ;   615,38 ;     
25.02.2008 07:01:00   ;   615,41 ;     
07.10.2009 04:00:00   ;   615,31 ;     
11.02.2010 08:00:00   ;   615,25 ;     
17.02.2011 23:00:00   ;   615,22 ;     
23.02.2012 00:00:00   ;   615,32 ;     
26.12.2013 19:00:00   ;   615,24 ;     
23.04.2014 06:00:00   ;   615,22 ;     
10.11.2015 22:00:00   ;   615,21 ;     
31.12.2016 23:59:55   ;   615,19 ;     
31.01.2017 05:00:00   ;   615,17 ;     
22.10.2018 11:00:00   ;   615,06 ;     
03.02.2019 16:00:00   ;   615,20 ;     
14.12.2020 01:00:00   ;   615,14 ;     
20.01.2021 14:00:00   ;   615,12 ;     
