Messstelle:                ;Fischlham, Bl W41.10
HZB-Nummer:                ;344515
HD-Nummer:                 ;W41.10
DBMS-Nummer:               ;4003229
PorenGW-Gebiet:            ;122 Welser Heide
Grundwasserkörper:         ;Gruppe Traun und Zubringertäler [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
Höhenangaben [m ü.A.]:     ;gültig seit: ;05.02.1986
 Geländehöhe:              ;334,86
 Messpunkthöhe:            ;335,52
 Sohllage:                 ;321,92
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;13 55 48                 ;48 05 42
  05.02.1986               ;13 55 51                 ;48 05 44
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
15.12.1986 12:00:00   ;   330,96 ;     
02.02.1987 12:00:00   ;   331,04 ;     
17.10.1988 12:00:00   ;   331,10 ;     
11.12.1989 12:00:00   ;   331,00 ;     
15.01.1990 12:00:00   ;   330,99 ;     
16.12.1991 12:00:00   ;   330,94 ;     
19.10.1992 12:00:00   ;   330,92 ;     
30.11.1993 12:00:00   ;   330,89 ;     
08.11.1994 12:00:00   ;   330,88 ;     
24.10.1995 12:00:00   ;   330,94 ;     
12.03.1996 12:00:00   ;   330,83 ;     
29.09.1997 12:00:00   ;   330,87 ;     
09.02.1998 12:00:00   ;   331,19 ;     
09.11.1999 12:00:00   ;   330,66 ;     
06.12.2000 12:00:00   ;   330,86 ;     
22.01.2001 12:00:00   ;   330,89 ;     
11.12.2002 12:00:00   ;   330,95 ;     
21.07.2003 12:00:00   ;   330,39 ;     
23.12.2004 18:15:00   ;   330,33 ;     
16.11.2005 21:15:00   ;   330,31 ;     
23.10.2006 10:15:00   ;   330,25 ;     
18.10.2007 03:00:00   ;   330,28 ;     
12.11.2008 21:45:00   ;   330,22 ;     
01.02.2009 11:15:00   ;   330,17 ;     
06.12.2010 16:15:00   ;   330,09 ;     
01.12.2011 19:30:00   ;   329,98 ;     
14.12.2012 07:30:00   ;   330,08 ;     
31.07.2013 13:30:00   ;   329,76 ;     
14.12.2014 11:00:00   ;   329,93 ;     
27.11.2015 18:00:00   ;   329,77 ;     
07.01.2016 05:45:00   ;   329,82 ;     
28.01.2017 04:15:00   ;   329,89 ;     
21.11.2018 13:30:00   ;   329,75 ;     
09.12.2019 04:30:00   ;   329,89 ;     
25.01.2020 21:45:00   ;   329,90 ;     
26.11.2021 09:00:00   ;   329,88 ;     
