Messstelle:                ;Lichendorf, Br 38632
HZB-Nummer:                ;325738
HD-Nummer:                 ;uw38632
DBMS-Nummer:               ;6002478
PorenGW-Gebiet:            ;400 Unteres Murtal
Grundwasserkörper:         ;Unteres Murtal [MUR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Steiermark
Messstellenbetreiber:      ;Hydrographischer Dienst
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.11.1978
 Geländehöhe:              ;244,51
 Messpunkthöhe:            ;244,91
 Sohllage:                 ;240,26
 T-Messtiefe u.GOK:        ;4,10
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2003               ;15 41 41                 ;46 42 45
  01.11.1978               ;15 41 40                 ;46 42 45
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
18.12.1978 07:01:00   ;   241,00 ;     
22.01.1979 07:01:00   ;   241,01 ;     
04.08.1980 07:01:00   ;   241,38 ;     
28.12.1981 07:01:00   ;   241,24 ;     
01.03.1982 07:01:00   ;   241,32 ;     
26.12.1983 07:01:00   ;   241,23 ;     
01.01.1984 00:00:05   ;   241,23 ;     
21.01.1985 07:01:00   ;   241,21 ;     
31.12.1986 23:59:55   ;   241,17 ;     
09.02.1987 07:01:00   ;   241,06 ;     
05.09.1988 07:01:00   ;   241,35 ;     
03.04.1989 07:01:00   ;   241,18 ;     
19.03.1990 07:01:00   ;   241,23 ;     
04.11.1991 07:01:00   ;   241,62 ;     
12.10.1992 07:01:00   ;   241,02 ;     
27.09.1993 07:01:00   ;   240,85 ;     
03.10.1994 07:01:00   ;   241,36 ;     
18.12.1995 07:01:00   ;   241,46 ;     
11.03.1996 07:01:00   ;   241,64 ;     
10.11.1997 07:01:00   ;   240,95 ;     
08.06.1998 07:01:00   ;   241,02 ;     
22.02.1999 07:01:00   ;   241,66 ;     
02.10.2000 07:01:00   ;   241,01 ;     
26.12.2001 09:00:00   ;   240,88 ;     
16.09.2002 09:00:00   ;   240,79 ;     
09.10.2003 09:25:00   ;   240,82 ;     
13.01.2004 09:25:00   ;   240,83 ;     
06.03.2005 03:00:00   ;   241,07 ;     
31.12.2006 09:00:00   ;   241,23 ;     
29.08.2007 09:00:00   ;   241,18 ;     
19.05.2008 03:00:00   ;   241,03 ;     
19.01.2009 03:00:00   ;   241,56 ;     
26.08.2010 18:00:00   ;   241,21 ;     
31.12.2011 00:00:00   ;   240,99 ;     
10.05.2012 14:00:00   ;   240,85 ;     
02.11.2013 00:00:00   ;   241,23 ;     
08.08.2014 20:00:00   ;   241,44 ;     
04.10.2015 10:00:00   ;   241,20 ;     
10.02.2016 02:00:00   ;   241,13 ;     
10.09.2017 14:00:00   ;   240,87 ;     
27.12.2018 14:00:00   ;   241,06 ;     
23.03.2019 12:00:00   ;   240,91 ;     
24.06.2020 12:00:00   ;   240,94 ;     
03.10.2021 12:00:00   ;   241,02 ;     
