Messstelle:                ;Enns, Bl 2116.001
HZB-Nummer:                ;307900
HD-Nummer:                 ;Bl2116.001
DBMS-Nummer:               ;4002133
PorenGW-Gebiet:            ;143 Nördliches Linzer Feld
Grundwasserkörper:         ;Linzer Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Österreichische Donaukraftwerke AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;06.08.1965
 Geländehöhe:              ;245,34
 Messpunkthöhe:            ;245,74
 Sohllage:                 ;237,99
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 28 14                 ;48 14 25
  01.01.2003               ;14 28 17                 ;48 14 26
  06.08.1965               ;14 28 17                 ;48 14 26
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  1980 bis -> FG41 Daten vor dem Vergleichszeitraum vorhanden, die wegen maßgeblicher hydrologischer Veränderungen nicht ausgewertet werden
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
24.03.1972 07:01:00   ;   240,60 ;     
15.01.1973 07:01:00   ;   240,61 ;     
11.01.1974 07:01:00   ;   240,88 ;     
14.11.1975 07:01:00   ;   240,71 ;     
01.01.1976 00:00:05   ;   240,74 ;     
21.01.1977 07:01:00   ;   240,72 ;     
23.02.1978 07:01:00   ;   240,83 ;     
24.01.1979 07:01:00   ;   240,92 ;     
06.10.1980 07:01:00   ;   240,96 ;     
14.09.1981 07:01:00   ;   241,06 ;     
06.12.1982 07:01:00   ;   240,74 ;     
14.11.1983 07:01:00   ;   240,54 ;     
10.12.1984 07:01:00   ;   240,67 ;     
04.11.1985 07:01:00   ;   240,60 ;     
20.10.1986 07:01:00   ;   240,48 ;     
09.11.1987 07:01:00   ;   240,73 ;     
14.11.1988 07:01:00   ;   240,76 ;     
11.12.1989 07:01:00   ;   240,69 ;     
12.02.1990 07:01:00   ;   240,66 ;     
04.11.1991 07:01:00   ;   240,53 ;     
17.10.1992 07:01:00   ;   240,59 ;     
04.12.1993 07:01:00   ;   240,74 ;     
12.11.1994 07:01:00   ;   240,61 ;     
28.10.1995 07:01:00   ;   240,76 ;     
16.03.1996 07:01:00   ;   240,69 ;     
29.11.1997 07:01:00   ;   240,68 ;     
28.02.1998 07:01:00   ;   240,72 ;     
06.11.1999 07:01:00   ;   240,75 ;     
31.12.2000 23:59:55   ;   240,89 ;     
03.11.2001 07:01:00   ;   240,86 ;     
13.07.2002 07:01:00   ;   241,06 ;     
31.12.2003 23:59:55   ;   240,53 ;     
02.01.2004 07:01:00   ;   240,52 ;     
02.12.2005 07:01:00   ;   240,54 ;     
03.02.2006 07:01:00   ;   240,56 ;     
01.01.2007 00:00:05   ;   240,71 ;     
21.11.2008 07:01:00   ;   240,72 ;     
06.02.2009 07:01:00   ;   240,75 ;     
19.02.2010 07:01:00   ;   240,80 ;     
28.11.2011 07:01:00   ;   240,69 ;     
14.12.2012 07:01:00   ;   240,86 ;     
31.12.2013 23:59:55   ;   240,81 ;     
14.03.2014 07:01:00   ;   240,71 ;     
20.11.2015 07:01:00   ;   240,60 ;     
01.01.2016 07:01:00   ;   240,61 ;     
27.01.2017 07:01:00   ;   240,73 ;     
19.10.2018 07:01:00   ;   240,57 ;     
20.12.2019 07:01:00   ;   240,72 ;     
31.01.2020 07:01:00   ;   240,72 ;     
22.01.2021 07:01:00   ;   240,73 ;     
