Messstelle:                ;Winten, Bl 12
HZB-Nummer:                ;326413
HD-Nummer:                 ;
DBMS-Nummer:               ;1002200
PorenGW-Gebiet:            ;338 Unteres Pinkatal
Grundwasserkörper:         ;Pinkatal [LRR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Burgenland
Messstellenbetreiber:      ;
Höhenangaben [m ü.A.]:     ;gültig seit: ;09.10.2001
 Geländehöhe:              ;218,30
 Messpunkthöhe:            ;219,40
 Sohllage:                 ;212,77
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  23.06.1981               ;16 26 57                 ;47 07 11
  22.06.1981               ;16 26 53                 ;47 07 10
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch für ein Jahr:
  2015 HG13 fehlende Monatsmittel zufolge Beobachterausfall
  2016 HG13 fehlende Monatsmittel zufolge Beobachterausfall
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
22.08.1988 07:01:00   ;   215,37 ;     
24.07.1989 07:01:00   ;   215,64 ;     
03.09.1990 07:01:00   ;   215,64 ;     
24.06.1991 07:01:00   ;   215,80 ;     
04.10.1992 07:01:00   ;   215,30 ;     
25.09.1993 07:01:00   ;   215,08 ;     
06.08.1994 07:01:00   ;   215,56 ;     
26.08.1995 07:01:00   ;   215,62 ;     
24.08.1996 07:01:00   ;   215,91 ;     
01.11.1997 14:00:00   ;   215,77 ;     
22.08.1998 14:00:00   ;   215,74 ;     
23.10.1999 14:00:00   ;   215,84 ;     
16.09.2000 14:00:00   ;   215,39 ;     
01.09.2001 14:00:00   ;   215,44 ;     
21.09.2002 14:00:00   ;   215,09 ;     
27.09.2003 14:00:00   ;   214,95 ;     
01.01.2004 00:00:05   ;   215,33 ;     
25.06.2005 14:00:00   ;   215,68 ;     
21.10.2006 14:00:00   ;   215,62 ;     
25.08.2007 14:00:00   ;   215,21 ;     
31.05.2008 14:00:00   ;   215,60 ;     
20.06.2009 14:00:00   ;   215,70 ;     
31.07.2010 14:00:00   ;   215,89 ;     
23.07.2011 13:55:00   ;   215,85 ;     
22.09.2012 14:05:00   ;   215,49 ;     
06.09.2013 13:50:00   ;   215,34 ;     
19.07.2014 13:55:00   ;   215,92 ;     
19.09.2015 13:50:00   ;   215,33 ;     
01.01.2016 00:00:05   ;   215,74 ;     
16.09.2017 14:45:00   ;   215,14 ;     
27.10.2018 14:00:00   ;   215,45 ;     
27.07.2019 14:00:00   ;   215,29 ;     
13.06.2020 13:55:00   ;   215,63 ;     
09.10.2021 14:05:00   ;   215,34 ;     
