Messstelle:                ;Lustenau, Blt 2135.2
HZB-Nummer:                ;324111
HD-Nummer:                 ;2135.2
DBMS-Nummer:               ;4002509
PorenGW-Gebiet:            ;154 Südliches Linzer Feld
Grundwasserkörper:         ;Linzer Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Österreichische Donaukraftwerke AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.01.2001
 Geländehöhe:              ;260,25
 Messpunkthöhe:            ;260,10
 Sohllage:                 ;245,99
 T-Messtiefe u.GOK:        ;10,20
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 17 54                 ;48 17 43
  01.01.2009               ;14 17 54                 ;48 17 43
  01.01.2003               ;14 17 58                 ;48 17 47
  11.09.1975               ;14 17 58                 ;48 17 47
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  1980 bis -> FG41 Daten vor dem Vergleichszeitraum vorhanden, die wegen maßgeblicher hydrologischer Veränderungen nicht ausgewertet werden
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
12.02.1980 07:01:00   ;   250,64 ;     
14.07.1981 07:01:00   ;   250,78 ;     
14.12.1982 07:01:00   ;   250,82 ;     
06.12.1983 07:01:00   ;   250,66 ;     
24.12.1984 07:01:00   ;   250,57 ;     
22.01.1985 07:01:00   ;   250,50 ;     
16.12.1986 07:01:00   ;   250,68 ;     
01.01.1987 00:00:05   ;   250,76 ;     
20.01.1988 07:01:00   ;   251,00 ;     
19.12.1989 07:01:00   ;   251,02 ;     
02.10.1990 07:01:00   ;   250,84 ;     
03.04.1991 07:01:00   ;   250,80 ;     
19.10.1992 07:01:00   ;   250,66 ;     
12.07.1993 07:01:00   ;   250,69 ;     
14.11.1994 07:01:00   ;   250,72 ;     
01.01.1995 00:00:05   ;   250,76 ;     
18.03.1996 07:01:00   ;   250,85 ;     
10.02.1997 07:01:00   ;   250,99 ;     
08.06.1998 07:01:00   ;   251,02 ;     
06.12.1999 07:01:00   ;   251,10 ;     
18.12.2000 07:01:00   ;   251,07 ;     
24.12.2001 07:01:00   ;   251,03 ;     
29.07.2002 07:01:00   ;   250,29 ;     
08.06.2003 07:01:00   ;   250,56 ;     
01.01.2004 00:00:05   ;   250,70 ;     
31.12.2005 23:59:55   ;   250,82 ;     
02.01.2006 07:25:00   ;   250,82 ;     
15.01.2007 07:25:00   ;   250,84 ;     
15.12.2008 07:25:00   ;   250,65 ;     
21.12.2009 07:25:00   ;   250,50 ;     
15.02.2010 07:25:00   ;   250,46 ;     
23.05.2011 07:25:00   ;   250,48 ;     
01.01.2012 00:00:05   ;   250,49 ;     
31.12.2013 23:59:55   ;   250,63 ;     
26.04.2014 07:01:00   ;   250,35 ;     
16.11.2015 07:01:00   ;   250,25 ;     
12.01.2016 07:01:00   ;   250,22 ;     
20.02.2017 07:01:00   ;   250,39 ;     
27.11.2018 07:01:00   ;   250,37 ;     
16.12.2019 07:01:00   ;   250,21 ;     
26.01.2020 07:01:00   ;   250,16 ;     
15.05.2021 07:01:00   ;   250,14 ;     
