Messstelle:                ;Mitterberg, Bl 54.11
HZB-Nummer:                ;374983
HD-Nummer:                 ;V54.11
DBMS-Nummer:               ;4003032
PorenGW-Gebiet:            ;110 Traun-Agergebiet
Grundwasserkörper:         ;Gruppe Traun und Zubringertäler [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
Höhenangaben [m ü.A.]:     ;gültig seit: ;04.01.1993
 Geländehöhe:              ;394,02
 Messpunkthöhe:            ;394,62
 Sohllage:                 ;343,01
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;13 49 59                 ;48 02 48
  01.01.2003               ;13 50 03                 ;48 02 52
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
08.03.1993 07:01:00   ;   357,73 ;     
21.02.1994 07:01:00   ;   357,77 ;     
20.12.1995 07:01:00   ;   357,83 ;     
11.03.1996 07:01:00   ;   357,70 ;     
10.02.1997 07:01:00   ;   357,85 ;     
09.02.1998 07:01:00   ;   357,89 ;     
15.02.1999 07:01:00   ;   357,93 ;     
17.01.2000 07:01:00   ;   357,88 ;     
24.01.2001 07:01:00   ;   357,83 ;     
16.01.2002 07:01:00   ;   357,90 ;     
31.12.2003 23:59:55   ;   357,84 ;     
03.01.2004 07:01:00   ;   357,82 ;     
13.03.2005 07:01:00   ;   357,85 ;     
26.03.2006 07:01:00   ;   357,94 ;     
01.01.2007 00:00:05   ;   357,99 ;     
11.12.2008 07:01:00   ;   357,90 ;     
17.01.2009 07:01:00   ;   357,77 ;     
16.02.2010 12:00:00   ;   357,95 ;     
06.12.2011 12:00:00   ;   357,92 ;     
11.12.2012 12:00:00   ;   357,87 ;     
05.03.2013 12:00:00   ;   358,00 ;     
11.03.2014 12:00:00   ;   358,01 ;     
10.12.2015 12:00:00   ;   357,80 ;     
22.03.2016 12:00:00   ;   358,06 ;     
31.01.2017 12:00:00   ;   358,02 ;     
27.12.2018 12:00:00   ;   357,97 ;     
19.02.2019 12:00:00   ;   357,92 ;     
21.01.2020 12:00:00   ;   357,90 ;     
14.12.2021 12:00:00   ;   357,79 ;     
