Messstelle:                ;Marchtrenk, Br 24.7
HZB-Nummer:                ;375865
HD-Nummer:                 ;W24.7
DBMS-Nummer:               ;4002965
PorenGW-Gebiet:            ;122 Welser Heide
Grundwasserkörper:         ;Welser Heide [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
Höhenangaben [m ü.A.]:     ;gültig seit: ;06.11.2013
 Geländehöhe:              ;300,41
 Messpunkthöhe:            ;300,97
 Sohllage:                 ;291,04
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 05 58                 ;48 10 53
  01.01.2003               ;14 06 00                 ;48 10 53
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
09.09.1993 07:01:00   ;   294,07 ;     
29.12.1994 07:01:00   ;   293,93 ;     
01.01.1995 00:00:05   ;   293,98 ;     
21.03.1996 07:01:00   ;   294,11 ;     
13.02.1997 07:01:00   ;   293,99 ;     
27.10.1998 07:01:00   ;   293,99 ;     
16.12.1999 07:01:00   ;   293,85 ;     
31.12.2000 23:59:55   ;   293,79 ;     
11.01.2001 07:01:00   ;   293,77 ;     
01.08.2002 07:01:00   ;   294,00 ;     
31.12.2003 23:59:55   ;   293,83 ;     
22.01.2004 07:01:00   ;   293,75 ;     
20.01.2005 07:01:00   ;   293,76 ;     
31.12.2006 23:59:55   ;   293,84 ;     
04.01.2007 07:01:00   ;   293,83 ;     
18.12.2008 07:01:00   ;   293,78 ;     
29.01.2009 07:01:00   ;   293,78 ;     
09.12.2010 07:01:00   ;   293,80 ;     
05.01.2011 07:01:00   ;   293,81 ;     
13.12.2012 07:01:00   ;   293,79 ;     
28.11.2013 07:01:00   ;   293,86 ;     
27.03.2014 07:01:00   ;   293,83 ;     
31.12.2015 23:59:55   ;   293,80 ;     
21.01.2016 07:01:00   ;   293,76 ;     
30.01.2017 07:01:00   ;   293,77 ;     
26.11.2018 07:01:00   ;   293,72 ;     
27.09.2019 07:01:00   ;   293,72 ;     
17.01.2020 07:01:00   ;   293,73 ;     
22.01.2021 07:01:00   ;   293,91 ;     
01.01.2022 00:00:05   ;   294,03 ;     
