Messstelle:                ;Lorch, Bl 19.26
HZB-Nummer:                ;377358
HD-Nummer:                 ;2119.026
DBMS-Nummer:               ;4002796
PorenGW-Gebiet:            ;154 Südliches Linzer Feld
Grundwasserkörper:         ;Linzer Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Verbund Hydro Power AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;08.01.1993
 Geländehöhe:              ;247,75
 Messpunkthöhe:            ;248,45
 Sohllage:                 ;241,05
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 25 21                 ;48 13 52
  01.01.2003               ;14 25 22                 ;48 13 52
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
10.12.1993 07:01:00   ;   243,81 ;     
23.12.1994 07:01:00   ;   243,83 ;     
01.01.1995 00:00:05   ;   243,86 ;     
17.02.1996 07:01:00   ;   243,93 ;     
29.11.1997 07:01:00   ;   243,95 ;     
22.08.1998 07:01:00   ;   243,80 ;     
11.12.1999 07:01:00   ;   243,80 ;     
09.12.2000 07:01:00   ;   243,81 ;     
23.11.2001 07:01:00   ;   243,84 ;     
01.01.2002 00:00:05   ;   243,97 ;     
31.12.2003 23:59:55   ;   243,79 ;     
10.01.2004 07:01:00   ;   243,75 ;     
16.01.2005 07:01:00   ;   243,75 ;     
04.02.2006 07:01:00   ;   243,86 ;     
08.08.2007 07:01:00   ;   243,80 ;     
17.12.2008 07:01:00   ;   243,77 ;     
04.02.2009 07:01:00   ;   243,71 ;     
08.12.2010 07:01:00   ;   244,06 ;     
07.12.2011 07:01:00   ;   243,68 ;     
01.01.2012 00:00:05   ;   243,72 ;     
01.01.2013 00:00:05   ;   243,85 ;     
27.12.2014 07:01:00   ;   243,72 ;     
31.12.2015 23:59:55   ;   243,55 ;     
26.01.2016 07:01:00   ;   243,52 ;     
31.10.2017 07:01:00   ;   243,77 ;     
28.11.2018 07:01:00   ;   243,42 ;     
23.12.2019 07:01:00   ;   243,50 ;     
27.01.2020 07:01:00   ;   243,50 ;     
18.01.2021 07:01:00   ;   243,85 ;     
