Messstelle:                ;Lachstatt, Bl 2131.007
HZB-Nummer:                ;323170
HD-Nummer:                 ;2131.007
DBMS-Nummer:               ;4002418
PorenGW-Gebiet:            ;143 Nördliches Linzer Feld
Grundwasserkörper:         ;Linzer Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Österreichische Donaukraftwerke AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;04.03.1976
 Geländehöhe:              ;250,78
 Messpunkthöhe:            ;251,63
 Sohllage:                 ;239,78
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 19 49                 ;48 18 56
  01.01.2003               ;14 19 52                 ;48 18 58
  04.03.1976               ;14 19 52                 ;48 18 58
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  1980 bis -> FG41 Daten vor dem Vergleichszeitraum vorhanden, die wegen maßgeblicher hydrologischer Veränderungen nicht ausgewertet werden
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
27.03.1980 07:01:00   ;   248,44 ;     
16.07.1981 07:01:00   ;   248,32 ;     
31.12.1982 23:59:55   ;   248,04 ;     
09.06.1983 07:01:00   ;   247,88 ;     
31.12.1984 23:59:55   ;   247,88 ;     
24.01.1985 07:01:00   ;   247,74 ;     
18.12.1986 07:01:00   ;   248,30 ;     
17.12.1987 07:01:00   ;   247,43 ;     
10.03.1988 07:01:00   ;   247,28 ;     
14.12.1989 07:01:00   ;   247,93 ;     
08.02.1990 07:01:00   ;   247,80 ;     
25.04.1991 07:01:00   ;   247,79 ;     
12.11.1992 07:01:00   ;   247,84 ;     
09.12.1993 07:01:00   ;   247,78 ;     
22.12.1994 07:01:00   ;   247,76 ;     
19.01.1995 07:01:00   ;   247,78 ;     
14.03.1996 07:01:00   ;   247,97 ;     
27.11.1997 07:01:00   ;   247,92 ;     
03.09.1998 07:01:00   ;   247,83 ;     
09.12.1999 07:01:00   ;   247,79 ;     
28.09.2000 07:01:00   ;   247,53 ;     
01.01.2001 00:00:05   ;   248,01 ;     
01.08.2002 07:01:00   ;   248,31 ;     
25.09.2003 07:01:00   ;   248,14 ;     
01.01.2004 00:00:05   ;   248,19 ;     
22.12.2005 07:01:00   ;   247,92 ;     
01.01.2006 00:00:05   ;   247,98 ;     
08.02.2007 07:01:00   ;   247,98 ;     
30.10.2008 07:01:00   ;   248,35 ;     
18.06.2009 07:01:00   ;   248,30 ;     
25.02.2010 07:01:00   ;   248,35 ;     
02.06.2011 07:01:00   ;   248,31 ;     
13.12.2012 07:01:00   ;   248,28 ;     
03.01.2013 07:01:00   ;   248,39 ;     
11.04.2014 07:01:00   ;   248,33 ;     
01.01.2015 00:00:05   ;   248,38 ;     
31.12.2016 23:59:55   ;   248,22 ;     
20.10.2017 07:01:00   ;   247,83 ;     
23.08.2018 07:01:00   ;   248,34 ;     
29.08.2019 07:01:00   ;   248,38 ;     
27.11.2020 07:01:00   ;   247,88 ;     
14.05.2021 07:01:00   ;   247,93 ;     
