Messstelle:                ;Regelsbrunn, Bl 1898.2
HZB-Nummer:                ;331116
HD-Nummer:                 ;3HD30982
DBMS-Nummer:               ;10001058
Fremdnummer:               ;1898.002
PorenGW-Gebiet:            ;264 Fischamend bis Hainburger Pforte
Grundwasserkörper:         ;Gruppe Südl. Wiener Becken-Ostrand [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;via donau (WSD)
Bundesland:                ;Niederösterreich
Messstellenbetreiber:      ;via donau - Österreichische Wasserstraßen-GmbH
Höhenangaben [m ü.A.]:     ;gültig seit: ;21.01.2014
 Geländehöhe:              ;146,45
 Messpunkthöhe:            ;148,44
 Sohllage:                 ;138,56
 T-Messtiefe u.GOK:        ;9,60
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  14.10.2021               ;16 45 31                 ;48 07 11
  01.01.2010               ;16 45 31                 ;48 07 12
  01.01.2007               ;16 45 31                 ;48 07 12
  01.01.1983               ;16 45 30                 ;48 07 13
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
26.11.1983 07:01:00   ;   142,86 ;     
13.12.1984 07:01:00   ;   142,91 ;     
19.01.1985 07:01:00   ;   142,80 ;     
18.12.1986 07:01:00   ;   142,79 ;     
16.11.1987 07:01:00   ;   142,96 ;     
15.11.1988 07:01:00   ;   143,00 ;     
14.12.1989 07:01:00   ;   142,88 ;     
14.02.1990 07:01:00   ;   142,83 ;     
19.12.1991 07:01:00   ;   142,78 ;     
21.10.1992 07:01:00   ;   142,79 ;     
15.03.1993 07:01:00   ;   142,92 ;     
08.11.1994 07:01:00   ;   142,80 ;     
01.11.1995 07:01:00   ;   142,88 ;     
13.03.1996 07:01:00   ;   142,76 ;     
30.11.1997 12:00:00   ;   142,67 ;     
13.02.1998 12:00:00   ;   142,70 ;     
08.11.1999 12:00:00   ;   142,72 ;     
31.12.2000 23:59:55   ;   142,90 ;     
09.11.2001 03:21:55   ;   142,75 ;     
21.01.2002 19:00:00   ;   142,94 ;     
29.08.2003 19:00:00   ;   142,61 ;     
07.01.2004 01:00:00   ;   142,59 ;     
14.11.2005 12:00:00   ;   142,59 ;     
04.02.2006 14:00:00   ;   142,57 ;     
01.01.2007 17:00:00   ;   142,70 ;     
11.11.2008 23:00:00   ;   142,81 ;     
20.01.2009 08:00:00   ;   142,76 ;     
23.02.2010 10:00:00   ;   142,75 ;     
07.12.2011 14:00:00   ;   142,58 ;     
29.11.2012 15:00:00   ;   142,80 ;     
26.12.2013 03:00:00   ;   142,91 ;     
16.12.2014 20:00:00   ;   142,82 ;     
21.11.2015 05:00:00   ;   142,54 ;     
05.01.2016 11:00:00   ;   142,53 ;     
31.01.2017 20:00:00   ;   142,51 ;     
25.10.2018 03:00:00   ;   142,34 ;     
30.10.2019 01:00:00   ;   142,72 ;     
23.12.2020 09:00:00   ;   142,71 ;     
20.01.2021 04:00:00   ;   142,61 ;     
