Messstelle:                ;Graz  1, Br  3421
HZB-Nummer:                ;310193
HD-Nummer:                 ;uw3421
DBMS-Nummer:               ;6002029
PorenGW-Gebiet:            ;380 Grazer Feld
Grundwasserkörper:         ;Grazer Feld (Graz/Andritz - Wildon) [MUR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Steiermark
Messstellenbetreiber:      ;Hydrographischer Dienst
Höhenangaben [m ü.A.]:     ;gültig seit: ;20.11.2002
 Geländehöhe:              ;351,00
 Messpunkthöhe:            ;350,98
 Sohllage:                 ;339,78
 T-Messtiefe u.GOK:        ;9,98
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2003               ;15 26 22                 ;47 04 17
  10.11.1947               ;15 26 20                 ;47 04 16
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
27.12.1948 07:01:00   ;   342,81 ;     
24.03.1949 07:01:00   ;   342,64 ;     
16.02.1950 07:01:00   ;   342,72 ;     
01.02.1951 07:01:00   ;   342,73 ;     
25.02.1952 07:01:00   ;   342,50 ;     
23.03.1953 07:01:00   ;   342,47 ;     
25.02.1954 07:01:00   ;   342,32 ;     
17.03.1955 07:01:00   ;   342,61 ;     
02.03.1956 07:01:00   ;   342,47 ;     
23.12.1957 07:01:00   ;   342,38 ;     
03.02.1958 07:01:00   ;   342,22 ;     
23.12.1959 07:01:00   ;   342,01 ;     
18.01.1960 07:01:00   ;   341,87 ;     
06.10.1961 07:01:00   ;   342,61 ;     
01.03.1962 07:01:00   ;   342,44 ;     
04.02.1963 07:01:00   ;   342,55 ;     
19.03.1964 07:01:00   ;   342,33 ;     
11.03.1965 07:01:00   ;   342,53 ;     
04.04.1966 07:01:00   ;   342,62 ;     
31.12.1967 23:59:55   ;   342,46 ;     
18.03.1968 07:01:00   ;   342,30 ;     
10.02.1969 07:01:00   ;   342,29 ;     
09.03.1970 07:01:00   ;   342,16 ;     
30.12.1971 07:01:00   ;   342,06 ;     
03.02.1972 07:01:00   ;   341,96 ;     
22.03.1973 07:01:00   ;   342,05 ;     
28.02.1974 07:01:00   ;   342,07 ;     
03.03.1975 07:01:00   ;   341,93 ;     
29.03.1976 07:01:00   ;   342,15 ;     
05.12.1977 07:01:00   ;   342,03 ;     
20.02.1978 07:01:00   ;   341,91 ;     
22.01.1979 07:01:00   ;   341,98 ;     
24.03.1980 07:01:00   ;   342,16 ;     
23.02.1981 07:01:00   ;   342,28 ;     
22.03.1982 07:01:00   ;   342,23 ;     
19.12.1983 07:01:00   ;   342,13 ;     
20.02.1984 07:01:00   ;   342,09 ;     
28.01.1985 07:01:00   ;   342,01 ;     
03.03.1986 07:01:00   ;   342,13 ;     
09.02.1987 07:01:00   ;   342,09 ;     
07.03.1988 07:01:00   ;   342,19 ;     
20.02.1989 07:01:00   ;   342,22 ;     
19.02.1990 07:01:00   ;   342,29 ;     
04.03.1991 07:01:00   ;   342,31 ;     
16.03.1992 07:01:00   ;   342,58 ;     
15.03.1993 07:01:00   ;   342,45 ;     
21.02.1994 07:01:00   ;   342,48 ;     
20.02.1995 07:01:00   ;   342,43 ;     
11.03.1996 07:01:00   ;   342,28 ;     
24.11.1997 07:01:00   ;   342,53 ;     
17.01.2002 07:01:00   ;   342,17 ;     
12.03.2003 21:00:00   ;   342,41 ;     
10.03.2004 21:00:00   ;   342,34 ;     
15.03.2005 09:00:00   ;   342,33 ;     
21.03.2006 07:00:00   ;   342,55 ;     
18.01.2007 03:00:00   ;   342,61 ;     
03.04.2008 03:00:00   ;   342,45 ;     
03.03.2009 06:00:00   ;   342,45 ;     
18.03.2010 12:00:00   ;   342,65 ;     
27.12.2011 15:00:00   ;   342,44 ;     
08.02.2012 03:00:00   ;   342,29 ;     
25.02.2013 15:00:00   ;   342,56 ;     
31.01.2014 21:00:00   ;   342,71 ;     
17.03.2015 09:00:00   ;   342,57 ;     
17.02.2016 03:00:00   ;   342,49 ;     
14.02.2017 15:00:00   ;   342,49 ;     
08.03.2018 15:00:00   ;   342,56 ;     
20.02.2019 03:00:00   ;   342,53 ;     
22.02.2020 03:00:00   ;   342,72 ;     
22.04.2021 21:00:00   ;   342,76 ;     
