Messstelle:                ;Bergham, Br 53.2
HZB-Nummer:                ;374967
HD-Nummer:                 ;V53.2
DBMS-Nummer:               ;4003028
PorenGW-Gebiet:            ;110 Traun-Agergebiet
Grundwasserkörper:         ;Gruppe Traun und Zubringertäler [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
Höhenangaben [m ü.A.]:     ;gültig seit: ;22.02.1984
 Geländehöhe:              ;392,32
 Messpunkthöhe:            ;392,74
 Sohllage:                 ;352,23
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;13 51 06                 ;48 03 01
  01.01.2003               ;13 51 12                 ;48 03 02
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
31.12.1984 23:59:55   ;   353,03 ;     
22.01.1985 07:01:00   ;   352,93 ;     
07.01.1986 07:01:00   ;   353,04 ;     
03.02.1987 07:01:00   ;   353,33 ;     
29.02.1988 07:01:00   ;   353,49 ;     
13.02.1989 07:01:00   ;   353,73 ;     
10.12.1990 07:01:00   ;   352,94 ;     
18.02.1991 07:01:00   ;   353,70 ;     
03.02.1992 07:01:00   ;   353,88 ;     
15.03.1993 07:01:00   ;   353,83 ;     
21.02.1994 07:01:00   ;   353,99 ;     
23.01.1995 07:01:00   ;   353,95 ;     
18.03.1996 07:01:00   ;   353,75 ;     
10.02.1997 07:01:00   ;   353,93 ;     
09.02.1998 07:01:00   ;   353,98 ;     
20.12.1999 07:01:00   ;   353,96 ;     
13.12.2000 07:01:00   ;   353,74 ;     
21.02.2001 07:01:00   ;   353,90 ;     
16.01.2002 07:01:00   ;   354,06 ;     
31.12.2003 23:59:55   ;   353,91 ;     
03.01.2004 07:01:00   ;   353,90 ;     
02.01.2005 07:01:00   ;   353,91 ;     
05.02.2006 07:01:00   ;   354,07 ;     
01.01.2007 00:00:05   ;   354,10 ;     
07.02.2008 07:01:00   ;   354,11 ;     
23.01.2009 07:01:00   ;   353,99 ;     
23.02.2010 12:00:00   ;   354,01 ;     
06.12.2011 12:00:00   ;   353,94 ;     
11.12.2012 12:00:00   ;   353,92 ;     
09.04.2013 12:00:00   ;   354,06 ;     
11.03.2014 12:00:00   ;   354,04 ;     
31.12.2015 23:59:55   ;   354,07 ;     
22.03.2016 12:00:00   ;   353,97 ;     
24.01.2017 12:00:00   ;   354,03 ;     
21.11.2018 12:00:00   ;   353,97 ;     
18.12.2019 12:00:00   ;   353,94 ;     
29.01.2020 12:00:00   ;   353,91 ;     
01.12.2021 12:00:00   ;   353,81 ;     
