Messstelle:                ;Graz  7, Br 34835
HZB-Nummer:                ;329474
HD-Nummer:                 ;uw34835
DBMS-Nummer:               ;6002600
PorenGW-Gebiet:            ;380 Grazer Feld
Grundwasserkörper:         ;Grazer Feld (Graz/Andritz - Wildon) [MUR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Steiermark
Messstellenbetreiber:      ;Hydrographischer Dienst
Höhenangaben [m ü.A.]:     ;gültig seit: ;06.08.2020
 Geländehöhe:              ;344,45
 Messpunkthöhe:            ;344,75
 Sohllage:                 ;332,25
 T-Messtiefe u.GOK:        ;12,20
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2003               ;15 27 58                 ;47 02 13
  01.09.1984               ;15 27 25                 ;47 02 08
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
04.03.1985 07:01:00   ;   333,10 ;     
31.12.1986 23:59:55   ;   333,39 ;     
09.02.1987 07:01:00   ;   333,19 ;     
04.04.1988 07:01:00   ;   333,53 ;     
27.03.1989 07:01:00   ;   333,28 ;     
26.03.1990 07:01:00   ;   333,29 ;     
25.03.1991 07:01:00   ;   333,45 ;     
05.10.1992 07:01:00   ;   333,59 ;     
05.07.1993 07:01:00   ;   333,28 ;     
26.12.1994 07:01:00   ;   333,57 ;     
20.02.1995 07:01:00   ;   333,42 ;     
18.03.1996 07:01:00   ;   333,28 ;     
28.04.1997 07:01:00   ;   333,50 ;     
06.04.1998 07:01:00   ;   333,40 ;     
12.04.1999 07:01:00   ;   333,49 ;     
27.03.2000 07:01:00   ;   333,33 ;     
30.12.2001 12:00:00   ;   333,12 ;     
21.03.2002 11:00:00   ;   332,83 ;     
30.12.2003 03:00:00   ;   333,16 ;     
04.03.2004 03:00:00   ;   333,01 ;     
17.03.2005 15:00:00   ;   333,21 ;     
23.03.2006 15:00:00   ;   333,44 ;     
14.03.2007 15:00:00   ;   333,25 ;     
15.04.2008 15:00:00   ;   333,03 ;     
21.01.2009 21:00:00   ;   333,48 ;     
05.05.2010 09:00:00   ;   333,70 ;     
25.05.2011 15:00:00   ;   333,30 ;     
22.03.2012 09:00:00   ;   333,12 ;     
24.02.2013 09:00:00   ;   333,86 ;     
07.02.2014 09:00:00   ;   333,74 ;     
25.04.2015 03:00:00   ;   333,04 ;     
13.02.2016 09:00:00   ;   332,98 ;     
26.04.2017 09:00:00   ;   333,34 ;     
08.03.2018 03:00:00   ;   333,40 ;     
05.04.2019 15:00:00   ;   333,01 ;     
07.06.2020 21:00:00   ;   333,38 ;     
17.05.2021 03:00:00   ;   333,73 ;     
