Messstelle:                ;Hartkirchen, Br 2158.002
HZB-Nummer:                ;307140
HD-Nummer:                 ;2158.002
DBMS-Nummer:               ;4002057
Fremdnummer:               ;A131
PorenGW-Gebiet:            ;096 Südliches Eferdinger Becken
Grundwasserkörper:         ;Eferdinger Becken [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Österreichische Donaukraftwerke AG
Höhenangaben [m ü.A.]:     ;gültig seit: ;12.08.2017
 Geländehöhe:              ;270,03
 Messpunkthöhe:            ;270,73
 Sohllage:                 ;261,11
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;14 00 49                 ;48 21 15
  01.01.2003               ;14 00 49                 ;48 21 17
  21.09.1959               ;14 00 49                 ;48 21 17
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  1976 bis -> FG41 Daten vor dem Vergleichszeitraum vorhanden, die wegen maßgeblicher hydrologischer Veränderungen nicht ausgewertet werden
Exportzeitreihe:           ;GWS,M,Min,,0,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
15.11.1976 07:01:00   ;   262,99 ;     
12.12.1977 07:01:00   ;   262,92 ;     
27.12.1978 07:01:00   ;   262,82 ;     
29.01.1979 07:01:00   ;   262,77 ;     
09.12.1980 07:01:00   ;   262,97 ;     
13.07.1981 07:01:00   ;   263,13 ;     
06.12.1982 07:01:00   ;   263,00 ;     
19.12.1983 07:01:00   ;   262,82 ;     
31.12.1984 23:59:55   ;   262,91 ;     
21.01.1985 07:01:00   ;   262,83 ;     
15.12.1986 07:01:00   ;   262,90 ;     
14.12.1987 07:01:00   ;   262,83 ;     
28.11.1988 07:01:00   ;   262,93 ;     
11.12.1989 07:01:00   ;   262,93 ;     
12.02.1990 07:01:00   ;   262,94 ;     
16.12.1991 07:01:00   ;   262,79 ;     
03.02.1992 07:01:00   ;   262,88 ;     
08.03.1993 07:01:00   ;   262,98 ;     
07.11.1994 07:01:00   ;   262,87 ;     
23.01.1995 07:01:00   ;   262,87 ;     
11.03.1996 07:01:00   ;   262,80 ;     
03.02.1997 07:01:00   ;   262,82 ;     
23.02.1998 07:01:00   ;   262,86 ;     
04.12.1999 07:01:00   ;   262,66 ;     
15.09.2000 07:01:00   ;   262,61 ;     
26.01.2001 07:01:00   ;   262,67 ;     
18.01.2002 07:01:00   ;   262,82 ;     
31.12.2003 23:59:55   ;   262,72 ;     
09.01.2004 07:01:00   ;   262,70 ;     
09.12.2005 07:01:00   ;   262,69 ;     
03.02.2006 07:01:00   ;   262,62 ;     
02.11.2007 07:01:00   ;   262,67 ;     
21.11.2008 07:01:00   ;   262,62 ;     
06.02.2009 07:01:00   ;   262,57 ;     
12.02.2010 07:01:00   ;   262,53 ;     
08.01.2011 07:01:00   ;   262,54 ;     
15.12.2012 07:01:00   ;   262,48 ;     
20.04.2013 07:01:00   ;   262,66 ;     
26.04.2014 07:01:00   ;   262,80 ;     
24.10.2015 07:01:00   ;   262,71 ;     
09.01.2016 07:01:00   ;   262,69 ;     
18.02.2017 07:01:00   ;   262,74 ;     
10.11.2018 07:01:00   ;   262,61 ;     
07.12.2019 07:01:00   ;   262,57 ;     
25.01.2020 07:01:00   ;   262,58 ;     
22.01.2021 07:01:00   ;   262,58 ;     
