Messstelle:                ;Neustift, Bl 4
HZB-Nummer:                ;354092
HD-Nummer:                 ;
DBMS-Nummer:               ;7004489
Fremdnummer:               ;GW70334026
PorenGW-Gebiet:            ;050 Stubaital
Grundwasserkörper:         ;Gruppe Zentralzone [DBJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Tirol
Messstellenbetreiber:      ;Hydrographischer Dienst
Höhenangaben [m ü.A.]:     ;gültig seit: ;01.07.2018
 Geländehöhe:              ;990,38
 Messpunkthöhe:            ;991,28
 Sohllage:                 ;980,28
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  10.12.2007               ;11 18 05                 ;47 06 19
Exportzeitreihe:           ;GWS,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.01.2008 00:00:00   ;   987,71 ;     
01.02.2008 00:00:00   ;   987,45 ;     
01.03.2008 00:00:00   ;   987,25 ;     
01.04.2008 00:00:00   ;   987,16 ;     
01.05.2008 00:00:00   ;   987,77 ;     
01.06.2008 00:00:00   ;   989,17 ;     
01.07.2008 00:00:00   ;   989,52 ;     
01.08.2008 00:00:00   ;   989,54 ;     
01.09.2008 00:00:00   ;   989,47 ;     
01.10.2008 00:00:00   ;   989,37 ;     
01.11.2008 00:00:00   ;   989,18 ;     
01.12.2008 00:00:00   ;   988,97 ;     
01.01.2009 00:00:00   ;   988,75 ;     
01.02.2009 00:00:00   ;   988,41 ;     
01.03.2009 00:00:00   ;   988,20 ;     
01.04.2009 00:00:00   ;   988,86 ;     
01.05.2009 00:00:00   ;   989,18 ;     
01.06.2009 00:00:00   ;   989,37 ;     
01.07.2009 00:00:00   ;   989,32 ;     
01.08.2009 00:00:00   ;   989,26 ;     
01.09.2009 00:00:00   ;   989,03 ;     
01.10.2009 00:00:00   ;   988,70 ;     
01.11.2009 00:00:00   ;   988,31 ;     
01.12.2009 00:00:00   ;   988,15 ;     
01.01.2010 00:00:00   ;   988,00 ;     
01.02.2010 00:00:00   ;   987,64 ;     
01.03.2010 00:00:00   ;   987,43 ;     
01.04.2010 00:00:00   ;   987,40 ;     
01.05.2010 00:00:00   ;   987,95 ;     
01.06.2010 00:00:00   ;   989,17 ;     
01.07.2010 00:00:00   ;   989,42 ;     
01.08.2010 00:00:00   ;   989,44 ;     
01.09.2010 00:00:00   ;   989,42 ;     
01.10.2010 00:00:00   ;   989,29 ;     
01.11.2010 00:00:00   ;   989,24 ;     
01.12.2010 00:00:00   ;   989,14 ;     
01.01.2011 00:00:00   ;   988,80 ;     
01.02.2011 00:00:00   ;   988,33 ;     
01.03.2011 00:00:00   ;   988,04 ;     
01.04.2011 00:00:00   ;   987,98 ;     
01.05.2011 00:00:00   ;   988,09 ;     
01.06.2011 00:00:00   ;   988,79 ;     
01.07.2011 00:00:00   ;   989,07 ;     
01.08.2011 00:00:00   ;   989,16 ;     
01.09.2011 00:00:00   ;   989,08 ;     
01.10.2011 00:00:00   ;   989,07 ;     
01.11.2011 00:00:00   ;   988,84 ;     
01.12.2011 00:00:00   ;   988,34 ;     
01.01.2012 00:00:00   ;   987,88 ;     
01.02.2012 00:00:00   ;   987,62 ;     
01.03.2012 00:00:00   ;   987,75 ;     
01.04.2012 00:00:00   ;   988,32 ;     
01.05.2012 00:00:00   ;   988,85 ;     
01.06.2012 00:00:00   ;   989,36 ;     
01.07.2012 00:00:00   ;   989,45 ;     
01.08.2012 00:00:00   ;   989,41 ;     
01.09.2012 00:00:00   ;   989,34 ;     
01.10.2012 00:00:00   ;   989,19 ;     
01.11.2012 00:00:00   ;   989,15 ;     
01.12.2012 00:00:00   ;   988,95 ;     
01.01.2013 00:00:00   ;   988,67 ;     
01.02.2013 00:00:00   ;   988,31 ;     
01.03.2013 00:00:00   ;   988,13 ;     
01.04.2013 00:00:00   ;   988,25 ;     
01.05.2013 00:00:00   ;   989,11 ;     
01.06.2013 00:00:00   ;   989,41 ;     
01.07.2013 00:00:00   ;   989,43 ;     
01.08.2013 00:00:00   ;   989,31 ;     
01.09.2013 00:00:00   ;   989,12 ;     
01.10.2013 00:00:00   ;   989,02 ;     
01.11.2013 00:00:00   ;   989,12 ;     
01.12.2013 00:00:00   ;   988,97 ;     
01.01.2014 00:00:00   ;   988,62 ;     
01.02.2014 00:00:00   ;   988,32 ;     
01.03.2014 00:00:00   ;   988,20 ;     
01.04.2014 00:00:00   ;   988,26 ;     
01.05.2014 00:00:00   ;   988,61 ;     
01.06.2014 00:00:00   ;   989,27 ;     
01.07.2014 00:00:00   ;   989,33 ;     
01.08.2014 00:00:00   ;   989,42 ;     
01.09.2014 00:00:00   ;   989,47 ;     
01.10.2014 00:00:00   ;   989,31 ;     
01.11.2014 00:00:00   ;   989,19 ;     
01.12.2014 00:00:00   ;   989,03 ;     
01.01.2015 00:00:00   ;   988,65 ;     
01.02.2015 00:00:00   ;   988,26 ;     
01.03.2015 00:00:00   ;   988,03 ;     
01.04.2015 00:00:00   ;   988,21 ;     
01.05.2015 00:00:00   ;   988,84 ;     
01.06.2015 00:00:00   ;   989,48 ;     
01.07.2015 00:00:00   ;   989,55 ;     
01.08.2015 00:00:00   ;   989,44 ;     
01.09.2015 00:00:00   ;   989,32 ;     
