Messstelle:                ;Voitsberg, Bl   4006
HZB-Nummer:                ;356857
HD-Nummer:                 ;uw4006
DBMS-Nummer:               ;6003602
Fremdnummer:               ;P2
PorenGW-Gebiet:            ;382 Kainachtal
Grundwasserkörper:         ;Kainach [MUR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Steiermark
Messstellenbetreiber:      ;
Höhenangaben [m ü.A.]:     ;gültig seit: ;05.11.2009
 Geländehöhe:              ;392,74
 Messpunkthöhe:            ;393,34
 Sohllage:                 ;386,64
 T-Messtiefe u.GOK:        ;5,90
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  05.11.2009               ;15 09 09                 ;47 02 40
Exportzeitreihe:           ;GWS,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.11.2009 00:00:00   ;   388,25 ;     
01.12.2009 00:00:00   ;   388,24 ;     
01.01.2010 00:00:00   ;   388,26 ;     
01.02.2010 00:00:00   ;   388,24 ;     
01.03.2010 00:00:00   ;   388,27 ;     
01.04.2010 00:00:00   ;   388,24 ;     
01.05.2010 00:00:00   ;   388,26 ;     
01.06.2010 00:00:00   ;   388,32 ;     
01.07.2010 00:00:00   ;   388,27 ;     
01.08.2010 00:00:00   ;   388,27 ;     
01.09.2010 00:00:00   ;   388,29 ;     
01.10.2010 00:00:00   ;   388,28 ;     
01.11.2010 00:00:00   ;   388,27 ;     
01.12.2010 00:00:00   ;   388,28 ;     
01.01.2011 00:00:00   ;   388,26 ;     
01.02.2011 00:00:00   ;   388,23 ;     
01.03.2011 00:00:00   ;   388,23 ;     
01.04.2011 00:00:00   ;   388,22 ;     
01.05.2011 00:00:00   ;   388,22 ;     
01.06.2011 00:00:00   ;   388,25 ;     
01.07.2011 00:00:00   ;   388,24 ;     
01.08.2011 00:00:00   ;   388,25 ;     
01.09.2011 00:00:00   ;   388,25 ;     
01.10.2011 00:00:00   ;   388,26 ;     
01.11.2011 00:00:00   ;   388,24 ;     
01.12.2011 00:00:00   ;   388,24 ;     
01.01.2012 00:00:00   ;   388,24 ;     
01.02.2012 00:00:00   ;   388,24 ;     
01.03.2012 00:00:00   ;   388,25 ;     
01.04.2012 00:00:00   ;   388,24 ;     
01.05.2012 00:00:00   ;   388,25 ;     
01.06.2012 00:00:00   ;   388,26 ;     
01.07.2012 00:00:00   ;   388,74 ;     
01.08.2012 00:00:00   ;   388,43 ;     
01.09.2012 00:00:00   ;   388,31 ;     
01.10.2012 00:00:00   ;   388,31 ;     
01.11.2012 00:00:00   ;   388,41 ;     
01.12.2012 00:00:00   ;   388,29 ;     
01.01.2013 00:00:00   ;   388,27 ;     
01.02.2013 00:00:00   ;   388,29 ;     
01.03.2013 00:00:00   ;   388,50 ;     
01.04.2013 00:00:00   ;   388,43 ;     
01.05.2013 00:00:00   ;   388,34 ;     
01.06.2013 00:00:00   ;   388,30 ;     
01.07.2013 00:00:00   ;   388,27 ;     
01.08.2013 00:00:00   ;   388,26 ;     
