Messstelle:                ;Schwabau, Bl 39671
HZB-Nummer:                ;356287
HD-Nummer:                 ;uw39671
DBMS-Nummer:               ;6003521
Fremdnummer:               ;G 15
PorenGW-Gebiet:            ;396 Poppendorfertal
Grundwasserkörper:         ;Gruppe Hügelland zwischen Mur und Raab [MUR]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Steiermark
Messstellenbetreiber:      ;Hydrographischer Dienst
Höhenangaben [m ü.A.]:     ;gültig seit: ;30.07.2019
 Geländehöhe:              ;256,91
 Messpunkthöhe:            ;258,21
 Sohllage:                 ;251,96
 T-Messtiefe u.GOK:        ;4,20
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  24.07.2006               ;15 51 03                 ;46 48 47
Exportzeitreihe:           ;GWS,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.08.2006 00:00:00   ;   255,55 ;     
01.09.2006 00:00:00   ;   255,60 ;     
01.10.2006 00:00:00   ;   255,57 ;     
01.11.2006 00:00:00   ;   255,59 ;     
01.12.2006 00:00:00   ;   255,61 ;     
01.01.2007 00:00:00   ;   255,66 ;     
01.02.2007 00:00:00   ;   255,76 ;     
01.03.2007 00:00:00   ;   255,85 ;     
01.04.2007 00:00:00   ;   255,61 ;     
01.05.2007 00:00:00   ;   255,56 ;     
01.06.2007 00:00:00   ;   255,56 ;     
01.07.2007 00:00:00   ;   255,47 ;     
01.08.2007 00:00:00   ;   255,43 ;     
01.09.2007 00:00:00   ;   255,63 ;     
01.10.2007 00:00:00   ;   255,53 ;     
01.11.2007 00:00:00   ;   255,60 ;     
01.12.2007 00:00:00   ;   255,67 ;     
01.01.2008 00:00:00   ;   255,66 ;     
01.02.2008 00:00:00   ;   255,62 ;     
01.03.2008 00:00:00   ;   255,64 ;     
01.04.2008 00:00:00   ;   255,65 ;     
01.05.2008 00:00:00   ;   255,65 ;     
01.06.2008 00:00:00   ;   255,66 ;     
01.07.2008 00:00:00   ;   255,74 ;     
01.08.2008 00:00:00   ;   255,72 ;     
01.09.2008 00:00:00   ;   255,71 ;     
01.10.2008 00:00:00   ;   255,58 ;     
01.11.2008 00:00:00   ;   255,64 ;     
01.12.2008 00:00:00   ;   255,81 ;     
01.01.2009 00:00:00   ;   255,73 ;     
01.02.2009 00:00:00   ;   255,79 ;     
01.03.2009 00:00:00   ;   255,70 ;     
01.04.2009 00:00:00   ;   255,65 ;     
01.05.2009 00:00:00   ;   255,66 ;     
01.06.2009 00:00:00   ;   255,72 ;     
01.07.2009 00:00:00   ;   255,81 ;     
01.08.2009 00:00:00   ;   255,76 ;     
01.09.2009 00:00:00   ;   255,68 ;     
01.10.2009 00:00:00   ;   255,66 ;     
01.11.2009 00:00:00   ;   255,76 ;     
01.12.2009 00:00:00   ;   255,81 ;     
01.01.2010 00:00:00   ;   255,75 ;     
01.02.2010 00:00:00   ;   255,75 ;     
01.03.2010 00:00:00   ;   255,74 ;     
01.04.2010 00:00:00   ;   255,64 ;     
01.05.2010 00:00:00   ;   255,60 ;     
01.06.2010 00:00:00   ;   255,58 ;     
01.07.2010 00:00:00   ;   255,44 ;     
01.08.2010 00:00:00   ;   255,44 ;     
01.09.2010 00:00:00   ;   255,68 ;     
01.10.2010 00:00:00   ;   255,62 ;     
01.11.2010 00:00:00   ;   255,64 ;     
01.12.2010 00:00:00   ;   255,58 ;     
01.01.2011 00:00:00   ;   255,48 ;     
01.02.2011 00:00:00   ;   255,41 ;     
01.03.2011 00:00:00   ;   255,38 ;     
01.04.2011 00:00:00   ;   255,34 ;     
01.05.2011 00:00:00   ;   255,35 ;     
01.06.2011 00:00:00   ;   255,39 ;     
01.07.2011 00:00:00   ;   255,33 ;     
01.08.2011 00:00:00   ;   255,27 ;     
01.09.2011 00:00:00   ;   255,25 ;     
01.10.2011 00:00:00   ;   255,30 ;     
01.11.2011 00:00:00   ;   255,31 ;     
01.12.2011 00:00:00   ;   255,32 ;     
01.01.2012 00:00:00   ;   255,31 ;     
01.02.2012 00:00:00   ;   255,35 ;     
01.03.2012 00:00:00   ;   255,34 ;     
01.04.2012 00:00:00   ;   255,34 ;     
01.05.2012 00:00:00   ;   255,41 ;     
01.06.2012 00:00:00   ;   255,35 ;     
01.07.2012 00:00:00   ;   255,46 ;     
01.08.2012 00:00:00   ;   255,37 ;     
01.09.2012 00:00:00   ;   255,50 ;     
01.10.2012 00:00:00   ;   255,62 ;     
01.11.2012 00:00:00   ;   255,70 ;     
01.12.2012 00:00:00   ;   255,61 ;     
01.01.2013 00:00:00   ;   255,59 ;     
01.02.2013 00:00:00   ;   255,68 ;     
01.03.2013 00:00:00   ;   255,73 ;     
01.04.2013 00:00:00   ;   255,58 ;     
01.05.2013 00:00:00   ;   255,48 ;     
01.06.2013 00:00:00   ;   255,44 ;     
01.07.2013 00:00:00   ;   255,29 ;     
01.08.2013 00:00:00   ;   255,09 ;     
01.09.2013 00:00:00   ;   255,13 ;     
01.10.2013 00:00:00   ;   255,20 ;     
01.11.2013 00:00:00   ;   255,47 ;     
01.12.2013 00:00:00   ;   255,42 ;     
01.01.2014 00:00:00   ;   255,48 ;     
01.02.2014 00:00:00   ;   255,74 ;     
01.03.2014 00:00:00   ;   255,43 ;     
01.04.2014 00:00:00   ;   255,38 ;     
01.05.2014 00:00:00   ;   255,41 ;     
01.06.2014 00:00:00   ;   255,34 ;     
01.07.2014 00:00:00   ;   255,36 ;     
01.08.2014 00:00:00   ;   255,56 ;     
01.09.2014 00:00:00   ;   255,82 ;     
01.10.2014 00:00:00   ;   255,58 ;     
01.11.2014 00:00:00   ;   255,60 ;     
01.12.2014 00:00:00   ;   255,66 ;     
01.01.2015 00:00:00   ;   255,55 ;     
01.02.2015 00:00:00   ;   255,64 ;     
01.03.2015 00:00:00   ;   255,51 ;     
01.04.2015 00:00:00   ;   255,46 ;     
01.05.2015 00:00:00   ;   255,52 ;     
01.06.2015 00:00:00   ;   255,44 ;     
01.07.2015 00:00:00   ;   255,34 ;     
01.08.2015 00:00:00   ;   255,30 ;     
01.09.2015 00:00:00   ;   255,27 ;     
01.10.2015 00:00:00   ;   255,54 ;     
01.11.2015 00:00:00   ;   255,44 ;     
01.12.2015 00:00:00   ;   255,38 ;     
01.01.2016 00:00:00   ;   255,43 ;     
01.02.2016 00:00:00   ;   255,69 ;     
01.03.2016 00:00:00   ;   255,61 ;     
01.04.2016 00:00:00   ;   255,43 ;     
01.05.2016 00:00:00   ;   255,47 ;     
01.06.2016 00:00:00   ;   255,40 ;     
01.07.2016 00:00:00   ;   255,37 ;     
01.08.2016 00:00:00   ;   255,29 ;     
01.09.2016 00:00:00   ;   255,30 ;     
01.10.2016 00:00:00   ;   255,39 ;     
01.11.2016 00:00:00   ;   255,66 ;     
01.12.2016 00:00:00   ;   255,50 ;     
01.01.2017 00:00:00   ;   255,45 ;     
01.02.2017 00:00:00   ;   255,62 ;     
01.03.2017 00:00:00   ;   255,48 ;     
01.04.2017 00:00:00   ;   255,43 ;     
01.05.2017 00:00:00   ;   255,43 ;     
01.06.2017 00:00:00   ;   255,34 ;     
01.07.2017 00:00:00   ;   255,19 ;     
01.08.2017 00:00:00   ;   255,13 ;     
01.09.2017 00:00:00   ;   255,31 ;     
01.10.2017 00:00:00   ;   255,33 ;     
01.11.2017 00:00:00   ;   255,51 ;     
01.12.2017 00:00:00   ;   255,76 ;     
01.01.2018 00:00:00   ;   255,66 ;     
01.02.2018 00:00:00   ;   255,74 ;     
01.03.2018 00:00:00   ;   255,79 ;     
01.04.2018 00:00:00   ;   255,59 ;     
01.05.2018 00:00:00   ;   255,50 ;     
01.06.2018 00:00:00   ;   255,55 ;     
