Messstelle:                ;Stadl-Traun, Bl 48.2
HZB-Nummer:                ;374504
HD-Nummer:                 ;V48.2
DBMS-Nummer:               ;4002663
PorenGW-Gebiet:            ;110 Traun-Agergebiet
Grundwasserkörper:         ;Gruppe Traun und Zubringertäler [DUJ]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Oberösterreich
Messstellenbetreiber:      ;Energie AG Oberösterreich
Höhenangaben [m ü.A.]:     ;gültig seit: ;26.04.2016
 Geländehöhe:              ;348,81
 Messpunkthöhe:            ;348,66
 Sohllage:                 ;342,66
 T-Messtiefe u.GOK:        ;
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  01.01.2011               ;13 51 52                 ;48 05 08
  01.01.2003               ;13 51 59                 ;48 05 11
Anmerkungen zur Zeitreihe und zu deren Veröffentlichung im Hydrographischen Jahrbuch:
  2000 bis 2015 FG06 durch Kraftwerk beeinflusst
  2000 bis -> FG41 Daten vor dem Vergleichszeitraum vorhanden, die wegen maßgeblicher hydrologischer Veränderungen nicht ausgewertet werden
Exportzeitreihe:           ;GWS,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.01.2000 00:00:00   ;   345,44 ;     
01.02.2000 00:00:00   ;   345,47 ;     
01.03.2000 00:00:00   ;   345,44 ;     
01.04.2000 00:00:00   ;   345,52 ;     
01.05.2000 00:00:00   ;   345,57 ;     
01.06.2000 00:00:00   ;   345,57 ;     
01.07.2000 00:00:00   ;   345,54 ;     
01.08.2000 00:00:00   ;   345,54 ;     
01.09.2000 00:00:00   ;   345,50 ;     
01.10.2000 00:00:00   ;   345,46 ;     
01.11.2000 00:00:00   ;   345,35 ;     
01.12.2000 00:00:00   ;   345,31 ;     
01.01.2001 00:00:00   ;   345,30 ;     
01.02.2001 00:00:00   ;   345,33 ;     
01.03.2001 00:00:00   ;   345,38 ;     
01.04.2001 00:00:00   ;   345,45 ;     
01.05.2001 00:00:00   ;   345,48 ;     
01.06.2001 00:00:00   ;   345,51 ;     
01.07.2001 00:00:00   ;   345,54 ;     
01.08.2001 00:00:00   ;   345,56 ;     
01.09.2001 00:00:00   ;   345,55 ;     
01.10.2001 00:00:00   ;   345,45 ;     
01.11.2001 00:00:00   ;   345,38 ;     
01.12.2001 00:00:00   ;   345,40 ;     
01.01.2002 00:00:00   ;   345,39 ;     
01.02.2002 00:00:00   ;   345,39 ;     
01.03.2002 00:00:00   ;   345,48 ;     
01.04.2002 00:00:00   ;   345,49 ;     
01.05.2002 00:00:00   ;   345,53 ;     
01.06.2002 00:00:00   ;   345,54 ;     
01.07.2002 00:00:00   ;   345,60 ;     
01.08.2002 00:00:00   ;   345,69 ;     
01.09.2002 00:00:00   ;   345,51 ;     
01.10.2002 00:00:00   ;   345,49 ;     
01.11.2002 00:00:00   ;   345,54 ;     
01.12.2002 00:00:00   ;   345,44 ;     
01.01.2003 00:00:00   ;   345,50 ;     
01.02.2003 00:00:00   ;   345,45 ;     
01.03.2003 00:00:00   ;   345,40 ;     
01.04.2003 00:00:00   ;   345,40 ;     
01.05.2003 00:00:00   ;   345,45 ;     
01.06.2003 00:00:00   ;   345,52 ;     
01.07.2003 00:00:00   ;   345,52 ;     
01.08.2003 00:00:00   ;   345,44 ;     
01.09.2003 00:00:00   ;   345,37 ;     
01.10.2003 00:00:00   ;   345,29 ;     
01.11.2003 00:00:00   ;   345,21 ;     
01.12.2003 00:00:00   ;   345,20 ;     
01.01.2004 00:00:00   ;   345,24 ;     
01.02.2004 00:00:00   ;   345,24 ;     
01.03.2004 00:00:00   ;   345,26 ;     
01.04.2004 00:00:00   ;   345,32 ;     
01.05.2004 00:00:00   ;   345,35 ;     
01.06.2004 00:00:00   ;   345,44 ;     
01.07.2004 00:00:00   ;   345,46 ;     
01.08.2004 00:00:00   ;   345,44 ;     
01.09.2004 00:00:00   ;   345,40 ;     
01.10.2004 00:00:00   ;   345,35 ;     
01.11.2004 00:00:00   ;   345,28 ;     
01.12.2004 00:00:00   ;   345,23 ;     
01.01.2005 00:00:00   ;   345,24 ;     
01.02.2005 00:00:00   ;   345,28 ;     
01.03.2005 00:00:00   ;   345,28 ;     
01.04.2005 00:00:00   ;   345,36 ;     
01.05.2005 00:00:00   ;   345,48 ;     
01.06.2005 00:00:00   ;   345,48 ;     
01.07.2005 00:00:00   ;   345,63 ;     
01.08.2005 00:00:00   ;   345,50 ;     
01.09.2005 00:00:00   ;   345,41 ;     
01.10.2005 00:00:00   ;   345,33 ;     
01.11.2005 00:00:00   ;   345,22 ;     
01.12.2005 00:00:00   ;   345,19 ;     
01.01.2006 00:00:00   ;   345,18 ;     
01.02.2006 00:00:00   ;   345,16 ;     
01.03.2006 00:00:00   ;   345,20 ;     
01.04.2006 00:00:00   ;   345,49 ;     
01.05.2006 00:00:00   ;   345,46 ;     
01.06.2006 00:00:00   ;   345,54 ;     
01.07.2006 00:00:00   ;   345,45 ;     
01.08.2006 00:00:00   ;   345,51 ;     
01.09.2006 00:00:00   ;   345,33 ;     
01.10.2006 00:00:00   ;   345,25 ;     
01.11.2006 00:00:00   ;   345,26 ;     
01.12.2006 00:00:00   ;   345,18 ;     
01.01.2007 00:00:00   ;   345,19 ;     
01.02.2007 00:00:00   ;   345,20 ;     
01.03.2007 00:00:00   ;   345,26 ;     
01.04.2007 00:00:00   ;   345,24 ;     
01.05.2007 00:00:00   ;   345,35 ;     
01.06.2007 00:00:00   ;   345,34 ;     
01.07.2007 00:00:00   ;   345,35 ;     
01.08.2007 00:00:00   ;   345,25 ;     
01.09.2007 00:00:00   ;   345,46 ;     
01.10.2007 00:00:00   ;   345,12 ;     
01.11.2007 00:00:00   ;   345,15 ;     
01.12.2007 00:00:00   ;   345,14 ;     
01.01.2008 00:00:00   ;   345,07 ;     
01.02.2008 00:00:00   ;   345,05 ;     
01.03.2008 00:00:00   ;   345,10 ;     
01.04.2008 00:00:00   ;   345,15 ;     
01.05.2008 00:00:00   ;   345,26 ;     
01.06.2008 00:00:00   ;   345,29 ;     
01.07.2008 00:00:00   ;   345,27 ;     
01.08.2008 00:00:00   ;   345,26 ;     
01.09.2008 00:00:00   ;   345,12 ;     
01.10.2008 00:00:00   ;   345,04 ;     
