Messstelle:                ;Dürnstein, Bl  6030
HZB-Nummer:                ;356964
HD-Nummer:                 ;uw6030
DBMS-Nummer:               ;6003613
Fremdnummer:               ;W-KB 01/08
PorenGW-Gebiet:            ;430 Olsabachtal
Grundwasserkörper:         ;Gruppe Grebenzen [DRA]
Sachgebiet:                ;UWQ
Arbeitsgebiet:             ;GW
Dienststelle:              ;HD-Steiermark
Messstellenbetreiber:      ;
Höhenangaben [m ü.A.]:     ;gültig seit: ;12.12.2013
 Geländehöhe:              ;745,36
 Messpunkthöhe:            ;746,36
 Sohllage:                 ;736,36
 T-Messtiefe u.GOK:        ;9,00
Geographische Koordinaten (Referenzellipsoid: Bessel 1841):
 gültig seit:              ;Länge (Grad,Min,Sek):    ;Breite  (Grad,Min,Sek):
  12.12.2013               ;14 25 00                 ;47 01 52
Exportzeitreihe:           ;GWS,I,Mit,M,1,A,Z,0,,,
Exportqualität:            ;MAXQUAL (3)
Mit Textausgabe:
  Nur Texte die in der Textrelation enthalten sind
  Texte in der Textrelation 30TCODVW.dbf
  Text:  ;Klartext:
  Texte ohne '->' oder '<-' sind nur für diesen Zeitpunkt gültig
  Texte mit '->' kennzeichnen den Beginn eines Textintervalls
  Texte mit '<-' kennzeichnen das Ende eines Textintervalls
Exportzeitraum:            ;Datenbeginn; bis ;01.01.2022 00:00
Hinweis:                   ;Der Intervallwert gilt bis zum nächsten Zeitpunkt mit einem Wert oder Lücke
Werteformat:               ;2 Nachkommastellen
Einheit:                   ;m ü.A.
Werte:
01.01.2014 00:00:00   ;   743,68 ;     
01.02.2014 00:00:00   ;   743,77 ;     
01.03.2014 00:00:00   ;   743,86 ;     
01.04.2014 00:00:00   ;   743,78 ;     
01.05.2014 00:00:00   ;   743,78 ;     
01.06.2014 00:00:00   ;   743,72 ;     
01.07.2014 00:00:00   ;   743,66 ;     
01.08.2014 00:00:00   ;   743,67 ;     
01.09.2014 00:00:00   ;   743,90 ;     
01.10.2014 00:00:00   ;   743,74 ;     
01.11.2014 00:00:00   ;   743,78 ;     
01.12.2014 00:00:00   ;   743,74 ;     
01.01.2015 00:00:00   ;   743,70 ;     
01.02.2015 00:00:00   ;   743,64 ;     
01.03.2015 00:00:00   ;   743,61 ;     
01.04.2015 00:00:00   ;   743,60 ;     
01.05.2015 00:00:00   ;   743,60 ;     
01.06.2015 00:00:00   ;   743,56 ;     
01.07.2015 00:00:00   ;   743,57 ;     
01.08.2015 00:00:00   ;   743,57 ;     
01.09.2015 00:00:00   ;   743,57 ;     
01.10.2015 00:00:00   ;   743,65 ;     
01.11.2015 00:00:00   ;   743,58 ;     
01.12.2015 00:00:00   ;   743,51 ;     
01.01.2016 00:00:00   ;   743,50 ;     
01.02.2016 00:00:00   ;   743,51 ;     
01.03.2016 00:00:00   ;   743,52 ;     
01.04.2016 00:00:00   ;   743,52 ;     
01.05.2016 00:00:00   ;   743,56 ;     
01.06.2016 00:00:00   ;   743,62 ;     
01.07.2016 00:00:00   ;   743,63 ;     
01.08.2016 00:00:00   ;   743,85 ;     
01.09.2016 00:00:00   ;   743,76 ;     
01.10.2016 00:00:00   ;   743,69 ;     
01.11.2016 00:00:00   ;   743,69 ;     
01.12.2016 00:00:00   ;   743,63 ;     
